N	3gram	Trubetskoy_1	Problemy
1	то же время	10	12
2	в то же	10	12
3	на самом деле	6	10
4	с самого начала	1	8
5	не может быть	4	6
6	с самим собой	2	6
7	по отношению к	1	5
8	во всяком случае	6	5
9	о себе самом	1	5
10	с точки зрения	9	4
11	бы то ни	4	4
12	то ни было	1	4
13	но на самом	1	4
14	и прежде всего	1	4
15	а между тем	5	3
16	в самом деле	1	3
17	он не может	1	3
18	по крайней мере	1	3
19	но в то	1	3
20	в конце концов	3	3
21	смысле этого слова	1	2
22	сводится к тому	1	2
23	в этом случае	3	2
24	и не может	3	2
25	вместе с тем	3	2
26	сама по себе	2	2
27	к тому чтобы	4	2
28	что все это	1	2
29	тем что он	1	2
30	и в этом	1	2
31	в его целом	1	2
32	о том что	2	2
33	него прежде всего	1	2
34	той или иной	3	2
35	тем не менее	1	2
36	друг с другом	14	2
37	в большинстве случаев	2	2
38	к тому же	1	2
39	должны были бы	1	1
40	что он есть	1	1
41	ни того ни	1	1
42	или хотя бы	1	1
43	он на самом	1	1
44	прежде всего в	1	1
45	вообще оставаясь в	1	1
46	здесь же мы	1	1
47	но даже и	1	1
48	в том и	2	1
49	в том же	1	1
50	до сих пор	5	1
51	и в других	1	1
52	что он не	2	1
53	которой он сам	2	1
54	в этом отношении	1	1
55	того и другого	1	1
56	но для этого	1	1
57	за то что	1	1
58	заключает в себе	1	1
59	самим собой и	2	1
60	не может но	1	1
61	несмотря на то	1	1
62	что он может	1	1
63	и то что	3	1
64	к одному из	1	1
65	к тому что	2	1
66	при том условии	3	1
67	в значительной степени	1	1
68	то что оно	1	1
69	в данном случае	3	1
70	этого вопроса необходимо	1	1
71	прежде всего с	1	1
72	самим собой а	1	1
73	но она не	2	1
74	согласиться с ним	1	1
75	но как бы	1	1
76	но при этом	1	1
77	так чтобы в	1	1
78	и как бы	1	1
79	всяком случае не	1	1
80	не только для	1	1
81	в этом направлении	2	1
82	это конечно не	1	1
83	друг к другу	1	1
84	и без них	1	1
85	того ни другого	1	1
86	том и в	2	1
87	и в том	2	1
88	потому что они	1	1
89	именно с точки	1	1
90	и во всяком	2	1
91	это потому что	2	1
92	как бы не	1	1
93	что же это	1	1
94	из которых каждый	2	1
95	и вместе с	2	1
96	в свою очередь	1	1
97	и того же	1	1
98	но и для	1	1
99	но все же	1	1
100	как бы ни	1	1
101	на то что	4	1
102	одного и того	1	1
103	вопрос о том	1	1
104	должно быть и	1	1
105	самим собой не	1	1
106	и во всем	1	1
107	по сравнению со	1	1
108	для того чтобы	6	1
109	в том что	7	1
110	для него прежде	1	1
111	любви и примирения	1	1
112	это как не	1	1
113	что он на	1	1
114	и только в	1	1
115	и в другом	2	1
