N	3gram	Propp_Isto_4	EvropaiC
1	до сих пор	5	12
2	мы знаем что	7	7
3	на то что	3	7
4	по сравнению с	3	5
5	в этом случае	3	4
6	совершенно так же	6	4
7	может быть и	1	4
8	с другой стороны	4	4
9	не может быть	4	4
10	о том что	2	4
11	тем не менее	2	4
12	и то что	5	3
13	так же как	12	3
14	в данном случае	3	3
15	в связи с	2	3
16	и может быть	1	2
17	но так как	1	2
18	он все же	1	2
19	как и все	1	2
20	о том чтобы	1	2
21	вместе с тем	1	2
22	таким же образом	1	2
23	указывают на то	1	2
24	во всех этих	1	2
25	как и в	1	2
26	ничего общего с	1	2
27	но все же	4	2
28	они основаны на	1	1
29	он при этом	1	1
30	не только по	1	1
31	и то же	1	1
32	то время как	1	1
33	не только с	1	1
34	что в данном	1	1
35	во всем мире	1	1
36	то же самое	2	1
37	и не может	1	1
38	в зависимости от	1	1
39	и при помощи	1	1
40	друг на друга	1	1
41	независимо от того	1	1
42	в более позднее	1	1
43	и если бы	1	1
44	совершенно ясно что	1	1
45	за то что	1	1
46	точно так же	5	1
47	которые не могут	1	1
48	очень много и	1	1
49	но мы знаем	2	1
50	на пути к	1	1
51	одно и то	1	1
52	в самые отдаленные	1	1
53	что представление об	1	1
54	более позднее время	1	1
55	все эти черты	1	1
56	именно в этой	1	1
57	таким образом и	1	1
58	этом случае мы	1	1
59	выше мы видели	2	1
60	все же он	1	1
61	чтобы ответить на	1	1
62	на задний план	2	1
63	в общих чертах	1	1
64	мы видели выше	2	1
65	и с этой	1	1
66	не в том	1	1
67	если бы при	1	1
68	на вопрос поставленный	1	1
69	том что они	1	1
70	но вместе с	1	1
71	что у него	1	1
72	примеры показывают что	1	1
73	в широком смысле	1	1
74	в тех случаях	2	1
75	не есть нечто	1	1
76	может рассматриваться как	1	1
77	таким образом мы	1	1
78	же самое что	1	1
79	в то время	1	1
80	из которых каждый	1	1
81	совершенно таким же	1	1
82	смысле этого слова	2	1
83	но даже в	1	1
84	мы видели что	3	1
85	тем более что	1	1
86	на земле в	1	1
87	тех случаях когда	2	1
88	у данного народа	1	1
89	в другом случае	2	1
90	в том числе	1	1
91	к тому что	1	1
92	мы видим что	1	1
93	ясно показывают что	1	1
94	как мы видели	3	1
95	мы уже знаем	1	1
96	вопрос поставленный в	1	1
97	только тогда когда	1	1
