N	4gram	Bakhtin_Pr_4	FransuaR
1	в то же время	5	8
2	разъятого на части тела	1	4
3	и в то же	1	4
4	на самом же деле	1	2
5	в том числе и	3	2
6	в себе оба полюса	1	1
7	дело в том что	1	1
8	одно и то же	1	1
9	но как раз эти	1	1
10	как мы уже сказали	2	1
11	встречается у рабле в	1	1
12	полюса становления в их	1	1
13	с одной стороны и	1	1
14	но это конечно не	1	1
15	мы уже указывали на	1	1
16	и до сих пор	2	1
17	и не может быть	5	1
18	нет и не может	2	1
19	мы увидим дальше что	1	1
20	но в то же	2	1
21	оба полюса становления в	1	1
22	как и все что	1	1
