N	2gram	Vinokur_St_3	Formalny
1	т е	8	32
2	и не	10	30
3	вовсе не	2	28
4	и в	25	27
5	может быть	19	25
6	не может	7	24
7	так и	5	21
8	и его	3	19
9	в этом	24	18
10	таким образом	10	18
11	а не	5	17
12	самом деле	2	16
13	точки зрения	7	16
14	то же	5	15
15	в нем	1	15
16	и пр	13	15
17	на самом	1	14
18	как и	4	14
19	с точки	4	14
20	не в	6	12
21	если бы	4	12
22	и т	8	11
23	в самом	2	11
24	в жизни	4	11
25	место в	6	10
26	но и	9	10
27	не только	12	9
28	лишь в	4	9
29	как его	1	9
30	так как	3	9
31	так же	1	9
32	с помощью	1	8
33	как бы	6	8
34	ни в	5	8
35	как мы	2	8
36	в пределах	1	8
37	только в	6	8
38	как раз	3	8
39	то что	12	8
40	и все	1	8
41	что в	19	8
42	тем же	1	7
43	с тем	4	7
44	не менее	2	7
45	же время	3	7
46	потому что	5	7
47	его в	1	7
48	между тем	6	7
49	в его	12	7
50	в том	20	7
51	там где	1	7
52	все это	8	7
53	в то	7	7
54	еще не	2	6
55	но в	5	6
56	все эти	3	6
57	т д	2	6
58	в своей	4	6
59	и ее	2	6
60	всяком случае	4	6
61	произведения как	2	6
62	все время	2	6
63	было бы	7	6
64	в литературе	1	6
65	что он	19	6
66	с другой	5	6
67	вместе с	2	6
68	в данном	1	6
69	все же	4	6
70	и для	4	6
71	бы в	1	6
72	хотя бы	1	6
73	в своих	8	6
74	во всяком	4	6
75	но не	2	5
76	в истории	1	5
77	в одной	2	5
78	независимо от	5	5
79	что именно	2	5
80	так сказать	2	5
81	в каждом	4	5
82	того чтобы	1	5
83	в ней	4	5
84	что они	2	5
85	в дальнейшем	1	5
86	никогда не	2	5
87	связи с	3	5
88	и их	1	5
89	т п	6	5
90	друг друга	1	5
91	тем что	19	5
92	именно так	1	5
93	тому как	1	5
94	что же	1	5
95	не является	3	5
96	в результате	2	5
97	другой стороны	5	5
98	мы не	2	4
99	он был	3	4
100	как в	6	4
101	и как	1	4
102	в целом	4	4
103	в ее	1	4
104	мы знаем	1	4
105	том что	15	4
106	по себе	1	4
107	в смысле	4	4
108	тогда когда	2	4
109	могут быть	2	4
110	к тому	2	4
111	о том	8	4
112	связь между	1	4
113	конечно не	1	4
114	уже в	3	4
115	содержания и	1	4
116	для того	2	4
117	со стороны	3	4
118	прежде всего	10	4
119	материал в	1	4
120	до конца	3	4
121	в связи	3	4
122	мы видели	1	4
123	произведение от	2	4
124	между собой	1	4
125	из этого	4	4
126	жизни и	1	4
127	они не	1	4
128	формы и	1	3
129	к материалу	2	3
130	одним из	1	3
131	того же	2	3
132	должна быть	1	3
133	той же	2	3
134	мы и	1	3
