N	2gram	Berdyaev_N_1	Myslijsy
1	потому что	4	46
2	в том	8	32
3	и в	16	30
4	может быть	7	28
5	не только	5	21
6	только в	1	21
7	но и	3	19
8	том что	2	18
9	то что	4	18
10	не есть	3	17
11	что в	9	17
12	в себе	2	16
13	по себе	1	16
14	и не	11	15
15	не в	6	15
16	а не	17	15
17	так как	1	13
18	вместе с	2	12
19	а в	2	12
20	так и	2	11
21	есть уже	1	11
22	как в	3	10
23	в этом	7	10
24	как и	7	10
25	в то	2	10
26	и что	2	10
27	мы не	2	9
28	из этих	1	9
29	в нем	5	9
30	было бы	1	9
31	в ней	5	8
32	в самом	1	8
33	от того	1	8
34	что не	1	8
35	что мы	1	8
36	с одной	2	7
37	но не	2	7
38	с тем	3	7
39	тем что	1	7
40	слова в	1	7
41	с другой	3	7
42	к тому	3	7
43	то это	1	6
44	с этим	2	6
45	с ним	1	6
46	не имеет	4	6
47	что он	1	6
48	уже не	2	6
49	из них	1	6
50	зависит от	2	6
51	но оно	1	6
52	не может	16	6
53	но это	6	6
54	человека и	3	5
55	еще не	3	5
56	в своем	1	5
57	думать что	2	5
58	к одному	1	5
59	заключает в	1	5
60	с другими	1	5
61	в них	4	5
62	к ней	1	5
63	как на	1	5
64	в каком	1	5
65	не могут	1	5
66	не менее	4	5
67	уже в	1	5
68	есть только	1	5
69	тому как	3	5
70	должно быть	4	5
71	сказать что	3	5
72	от своих	1	4
73	не было	4	4
74	он не	8	4
75	перестает быть	4	4
76	не к	2	4
77	в котором	1	4
78	и его	1	4
79	для того	1	4
80	оно не	1	4
81	на это	1	4
82	и это	2	4
83	то время	1	4
84	в его	1	4
85	себя и	1	4
86	быть только	1	4
87	для сознания	1	4
88	нашей мысли	1	4
89	и потому	4	4
90	все это	5	4
91	в смысле	2	4
92	и от	2	4
93	мы должны	1	4
94	другой стороны	2	4
95	все что	1	4
96	только потому	1	3
97	и есть	10	3
98	говорить о	1	3
99	оно есть	1	3
100	и на	2	3
101	в чем	1	3
102	что она	2	3
103	в силу	1	3
104	мысли как	1	3
105	не будет	7	3
106	что все	2	3
107	этого не	1	3
108	место в	2	3
109	есть еще	1	3
110	того чтобы	2	3
111	могут быть	2	3
112	для себя	1	3
113	в образе	1	3
114	быть может	4	3
115	жизни не	3	3
116	можно сказать	1	3
117	это было	3	3
118	к нему	1	3
119	и такое	1	3
120	же и	1	3
