N	3gram	Propp_Russ_1	EvropaiE
1	с точки зрения	3	16
2	в том что	15	6
3	так же как	1	5
4	не только в	1	4
5	и в этом	1	4
6	свой народ и	2	3
7	же как и	1	3
8	в этом отношении	1	3
9	можно было бы	1	3
10	можно думать что	1	3
11	друг с другом	1	3
12	во всяком случае	1	3
13	можно сказать что	1	3
14	из западной европы	1	3
15	сказать что в	1	2
16	в данном случае	1	2
17	западной европы в	1	2
18	и все другие	1	2
19	в свою очередь	2	2
20	в одном из	1	2
21	на то что	1	2
22	во второй половине	1	2
23	в большинстве случаев	2	2
24	приводит нас к	1	2
25	как мы видели	1	2
26	рождества христова и	1	1
27	и того же	1	1
28	хотя и не	1	1
29	еще далеко не	1	1
30	что в этом	2	1
31	из всего этого	1	1
32	в тех случаях	1	1
33	как это имело	1	1
34	в течение года	2	1
35	во многих случаях	2	1
36	как будто нет	1	1
37	как и другие	3	1
38	и не только	1	1
39	совершенно очевидно что	1	1
40	имело место при	1	1
41	в отличие от	1	1
42	т е до	1	1
43	и та же	1	1
44	тех случаях когда	1	1
45	с тем что	1	1
46	мы увидим что	1	1
47	на этот вопрос	1	1
48	что в этот	1	1
49	рождества христова в	1	1
50	в противном случае	1	1
51	в ближайшем будущем	1	1
52	может быть и	2	1
53	что в течение	1	1
54	и в своем	1	1
55	во всех этих	1	1
56	которые можно было	1	1
57	в западной европе	2	1
58	в связи с	4	1
59	друг к другу	2	1
60	одна и та	1	1
61	в других случаях	2	1
62	мы не можем	3	1
63	не означает что	1	1
64	в то время	1	1
65	не более как	1	1
66	можно рассматривать как	1	1
67	одного и того	1	1
68	вероятно что в	1	1
69	из составных частей	1	1
70	к тому что	4	1
71	во многих отношениях	1	1
72	же все эти	1	1
73	это имело место	1	1
74	независимо от того	1	1
75	главным образом из	1	1
76	только тогда когда	1	1
77	так обстояло дело	2	1
78	и в другие	3	1
79	и т д	9	1
