N	2gram	Bakhtin_sl_1	Istorich
1	и в	41	22
2	мы имеем	1	19
3	в этом	12	17
4	и т	28	16
5	т д	5	15
6	не только	16	14
7	мы видели	1	13
8	но и	16	12
9	и не	16	12
10	в этих	2	11
11	может быть	14	11
12	или в	8	11
13	но в	8	10
14	таким образом	9	10
15	еще не	4	10
16	в нем	30	9
17	что и	1	9
18	в том	3	9
19	вместе с	1	9
20	как мы	8	8
21	мы видим	2	8
22	что они	2	8
23	с этим	3	8
24	том что	2	8
25	но не	2	7
26	и здесь	3	7
27	уже не	2	7
28	из них	3	7
29	так как	3	7
30	с другой	5	7
31	другой стороны	4	7
32	там где	4	7
33	к этому	2	7
34	то же	14	6
35	мы уже	2	6
36	не все	1	6
37	это не	6	6
38	в ином	1	6
39	ничего не	4	6
40	связи с	2	6
41	так в	2	6
42	если бы	1	6
43	в них	6	6
44	то и	1	6
45	друг друга	3	6
46	а не	15	6
47	связь с	2	6
48	в течение	1	6
49	а в	6	6
50	с ней	2	6
51	все же	7	5
52	он не	3	5
53	что она	1	5
54	в этой	1	5
55	тем не	1	5
56	не менее	1	5
57	могут быть	19	5
58	к нему	5	5
59	того что	3	5
60	один из	4	5
61	так что	2	5
62	до сих	2	5
63	в частности	2	5
64	есть и	1	5
65	этом случае	2	5
66	сих пор	2	5
67	одним из	4	4
68	и на	14	4
69	все эти	9	4
70	отношение к	7	4
71	не в	7	4
72	имеем в	1	4
73	на этом	2	4
74	и с	4	4
75	у нас	2	4
76	но он	2	4
77	видим что	1	4
78	и его	14	4
79	она не	3	4
80	в пределах	14	4
81	находится в	1	4
82	в другой	2	4
83	только в	6	4
84	и они	1	4
85	его и	3	4
86	в других	3	4
87	они не	1	4
88	в данном	3	4
89	и там	3	4
90	для нас	2	4
91	в свою	3	4
92	на смену	1	4
93	не может	14	4
94	и другие	1	4
95	связана с	2	3
96	и ее	3	3
97	со стороны	1	3
98	в одной	1	3
99	целый ряд	1	3
100	и к	5	3
101	в целом	2	3
102	из этих	3	3
103	на его	8	3
104	могло быть	1	3
105	а затем	1	3
106	его в	3	3
107	было бы	3	3
108	для них	2	3
109	далеко не	5	3
110	как и	4	3
111	одном из	1	3
112	и эти	2	3
113	никогда не	3	3
114	потому что	2	3
115	очень часто	1	3
116	он и	1	3
117	к тому	3	3
118	о том	3	3
119	но по	2	3
120	здесь не	2	3
121	данном случае	3	3
122	смерти в	1	3
123	на том	2	3
124	он к	1	3
125	от них	1	3
126	в его	13	3
127	эти два	1	3
128	и она	1	3
129	с ними	3	3
130	вступить в	1	3
131	и у	2	3
132	прежде всего	8	3
133	а через	1	3
134	у него	3	3
135	уходит в	1	3
136	на смерть	1	3
137	вступает в	1	3
138	о себе	1	3
139	так же	2	3
140	стороны и	1	3
141	быть и	4	3
142	но это	1	3
143	между прочим	1	3
144	и от	4	3
145	его не	1	3
146	и все	4	3
147	он видит	1	3
148	сказать что	2	3
149	равно как	1	3
150	все что	1	3
151	ту же	4	2
152	например в	2	2
153	и то	2	2
154	на самом	2	2
155	и есть	1	2
156	в котором	2	2
157	не имеют	1	2
158	той же	2	2
159	или наоборот	1	2
160	же как	2	2
161	время как	2	2
162	но она	1	2
163	и он	1	2
164	в ней	4	2
165	в сторону	1	2
166	в качестве	3	2
167	его на	1	2
168	как в	8	2
169	в своем	3	2
170	хотя и	2	2
171	что по	1	2
172	в этот	1	2
173	связанную с	1	2
174	то время	2	2
175	не могла	2	2
176	при этом	6	2
177	они в	2	2
178	всех этих	4	2
179	в виде	2	2
180	в нее	1	2
181	так и	11	2
182	же не	1	2
183	на все	2	2
184	большинстве случаев	6	2
185	смерть и	1	2
186	ни в	1	2
187	вовсе не	7	2
188	и уже	1	2
189	и для	4	2
190	и было	1	2
191	и некоторые	1	2
192	как таковой	1	2
193	точки зрения	16	2
194	в которых	1	2
195	друг другу	2	2
196	и более	1	2
197	даже в	2	2
198	случае в	1	2
199	в то	14	2
200	одна из	2	2
201	здесь на	1	2
202	с одним	1	2
203	его он	1	2
204	здесь они	1	2
205	во все	1	2
206	как только	3	2
207	не исключают	1	2
208	в самых	2	2
209	на это	1	2
210	и это	1	2
211	и о	2	2
212	роль в	2	2
213	в другом	2	2
214	не с	2	2
