N	3gram	Bakhtin_fo_1	Myslijsy
1	по отношению к	3	8
2	в том что	2	7
3	в этом случае	1	5
4	не может быть	3	5
5	о том что	1	5
6	до сих пор	3	4
7	и т п	8	4
8	с тем что	1	4
9	и в этом	1	4
10	для того чтобы	5	4
11	с точки зрения	2	3
12	вместе с тем	2	3
13	во всяком случае	1	3
14	когда мы говорим	1	3
15	то же время	9	3
16	в то же	6	3
17	и до сих	1	2
18	в том же	1	2
19	до известной степени	1	2
20	сами по себе	1	2
21	в данном случае	1	2
22	не было в	1	2
23	не могут быть	1	2
24	все более и	1	2
25	и в том	1	2
26	не было и	2	2
27	и как бы	1	2
28	равно как и	2	2
29	то есть в	1	2
30	более и более	1	2
31	с тем и	1	2
32	тогда когда оно	1	2
33	а следовательно и	1	1
34	и того же	5	1
35	дело в том	2	1
36	лишь один из	1	1
37	которой нет ничего	1	1
38	то время когда	1	1
39	в том числе	4	1
40	так и во	1	1
41	со всех сторон	1	1
42	потому что не	1	1
43	бы он ни	1	1
44	и не только	2	1
45	играет большую роль	2	1
46	в виду что	1	1
47	но и в	2	1
48	таким образом все	1	1
49	в этом отношении	3	1
50	что в нем	1	1
51	большую роль в	1	1
52	сказанного ясно что	1	1
53	и др в	2	1
54	он ни был	1	1
55	может быть только	3	1
56	т п но	1	1
57	главным образом в	1	1
58	может быть и	2	1
59	в это время	1	1
60	могут быть названы	1	1
61	в первый раз	1	1
62	в которой нет	1	1
63	с одной стороны	2	1
64	смысле этого слова	1	1
65	в связи с	5	1
66	еще не было	1	1
67	него вовсе не	1	1
68	может иметь место	1	1
69	в свою очередь	1	1
70	то есть не	2	1
71	кроме того в	1	1
72	так как нет	1	1
73	друг к другу	2	1
74	все то что	2	1
75	в той же	1	1
76	сих пор не	1	1
77	те же что	1	1
78	что происходит в	1	1
79	роль в истории	1	1
80	в то время	3	1
81	то есть все	1	1
82	всего того что	1	1
83	на второй план	1	1
84	с самого начала	2	1
85	и в самом	1	1
86	в ту же	1	1
87	том числе и	2	1
88	мы говорим о	1	1
89	одного и того	5	1
90	которые могут быть	1	1
91	и ту же	1	1
92	одну и ту	1	1
93	в них не	1	1
94	как и в	2	1
95	но в качестве	1	1
96	из сказанного ясно	1	1
97	но нет и	1	1
