N	3gram	Vinokur_St_2	FransuaR
1	о том что	11	5
2	то же время	1	5
3	в то же	1	5
4	в другом месте	2	4
5	в самом деле	2	4
6	в той же	1	4
7	в этом отношении	9	3
8	до сих пор	5	3
9	вместо того чтобы	1	3
10	до нас не	1	3
11	не только с	2	2
12	и в особенности	1	2
13	с точки зрения	2	2
14	в данном случае	1	2
15	с другой стороны	3	2
16	таким образом в	1	2
17	но и с	2	2
18	нужно сказать что	1	2
19	в том что	16	2
20	по отношению к	1	1
21	в обоих случаях	1	1
22	таким образом уже	1	1
23	в чем же	1	1
24	в своем романе	1	1
25	том что в	2	1
26	своего времени и	3	1
27	дело в том	4	1
28	из этого потока	1	1
29	более или менее	2	1
30	в настоящее время	1	1
31	связан не только	1	1
32	еще и до	1	1
33	что же касается	1	1
34	находим и в	1	1
35	в одной из	2	1
36	и все это	1	1
37	они свидетельствуют о	1	1
38	именно в этом	1	1
39	можно предполагать что	1	1
40	в котором все	1	1
41	на этот вопрос	1	1
42	и др в	1	1
43	никогда не был	1	1
44	говорит о том	1	1
45	вместе с тем	5	1
46	быть конечно и	1	1
47	сам по себе	1	1
48	в ту же	1	1
49	и тем же	1	1
50	как раз в	2	1
51	важно подчеркнуть что	1	1
52	в конце концов	1	1
53	как и вообще	1	1
54	в связи с	1	1
55	то что он	2	1
56	конечно и речи	1	1
57	была одним из	1	1
58	могло бы в	1	1
59	друг к другу	1	1
60	но и эти	1	1
61	поэтому и в	1	1
62	для того чтобы	5	1
63	потому что они	1	1
64	одним и тем	1	1
65	в зависимости от	1	1
66	в то время	1	1
67	в значительной степени	2	1
68	заключается в том	1	1
69	после того как	4	1
70	и на все	1	1
71	в одном из	3	1
72	но все же	2	1
73	за то что	2	1
74	ни о каком	1	1
75	и что он	1	1
76	в предисловии к	2	1
77	том что он	5	1
