N	3gram	Tiupa_Hudo_2	Psycholo
1	для того чтобы	3	19
2	в том что	11	12
3	о том что	7	10
4	в самом деле	3	7
5	то же самое	2	6
6	к тому что	4	5
7	с самого начала	1	5
8	с точки зрения	2	4
9	что он не	1	4
10	можно было бы	2	4
11	точно так же	1	3
12	не то что	1	3
13	так же как	2	3
14	и в этом	2	3
15	несет в себе	1	3
16	заключается в том	1	3
17	и т п	2	3
18	до сих пор	2	3
19	с одной стороны	3	3
20	вслед за этим	1	3
21	сводится к тому	1	2
22	да и не	1	2
23	о том как	2	2
24	в приложении к	1	2
25	в это время	1	2
26	то время как	1	2
27	превращает их в	1	2
28	же самое что	2	2
29	с другой стороны	1	2
30	в то время	1	2
31	не только не	2	2
32	и в самом	1	2
33	том что у	1	2
34	к тому же	2	2
35	и т д	2	2
36	том что она	2	1
37	нам о том	1	1
38	мы знаем что	1	1
39	согласиться с толстым	1	1
40	сравнивает себя с	1	1
41	с толстым когда	1	1
42	а не в	2	1
43	не понимаю его	1	1
44	по отношению к	7	1
45	подобно тому как	4	1
46	мы ничего не	1	1
47	тон всему рассказу	1	1
48	я не понимаю	2	1
49	же как и	1	1
50	как это обычно	1	1
51	самом деле не	1	1
52	в таком случае	1	1
53	именно то что	1	1
54	одной стороны жизнь	1	1
55	жизни и смерти	1	1
56	всякий раз в	1	1
57	бы то ни	1	1
58	потому что это	1	1
59	она его любит	1	1
60	что она не	2	1
61	то же время	4	1
62	прежде всего тем	1	1
63	у которого нет	1	1
64	о нем он	1	1
65	что одна из	1	1
66	только для того	1	1
67	уже одно это	2	1
68	в противоречие с	1	1
69	лежит в основе	1	1
70	то что она	1	1
71	чтобы ответить на	1	1
72	говорит о своей	1	1
73	и в то	2	1
74	всего тем что	1	1
75	а также и	1	1
76	и не было	1	1
77	а с другой	1	1
78	перед нами в	1	1
79	начнем с рассказа	1	1
80	дело в том	1	1
81	я не могу	1	1
82	как бы в	1	1
83	бы не было	1	1
84	бы место в	1	1
85	мы имели дело	1	1
86	у него в	1	1
87	не может быть	3	1
88	к такого рода	1	1
89	на наших глазах	1	1
90	вот и все	1	1
91	то как мы	1	1
92	не только в	2	1
93	в конечном счете	3	1
94	можно сказать что	1	1
95	в то же	4	1
96	когда мы узнаем	1	1
97	тому что он	2	1
98	о том чтобы	1	1
99	для чего это	1	1
100	что и в	1	1
101	так или иначе	1	1
102	в жизни и	1	1
103	произведения и в	1	1
104	которое могло бы	1	1
