N	2gram	Vygotskiy__3	Komedia
1	и в	38	22
2	и не	10	21
3	том что	14	13
4	таким образом	12	12
5	в том	25	12
6	так как	6	11
7	со стороны	2	11
8	ни в	3	10
9	потому что	14	10
10	в самом	25	9
11	до сих	6	9
12	вместе с	5	9
13	сих пор	5	9
14	в этом	13	8
15	его в	3	8
16	в глазах	1	8
17	в своем	5	8
18	к ней	2	8
19	о том	6	8
20	если бы	14	8
21	в его	5	8
22	что и	4	8
23	что он	11	8
24	едва ли	3	7
25	то же	10	7
26	при этом	4	7
27	не по	1	7
28	в конце	2	7
29	о чем	1	7
30	только что	2	7
31	а в	7	7
32	в свою	4	7
33	того же	3	6
34	самом деле	21	6
35	еще не	1	6
36	так что	8	6
37	тому же	1	6
38	в то	3	6
39	и его	6	6
40	к тому	6	6
41	того чтобы	9	6
42	свою очередь	2	6
43	ясно что	6	6
44	и что	18	6
45	для того	8	6
46	может быть	19	6
47	как раз	8	6
48	к этому	3	6
49	речь идет	4	5
50	что его	2	5
51	отношение к	1	5
52	но в	3	5
53	не только	12	5
54	он не	6	5
55	в своей	5	5
56	в которых	6	5
57	то это	2	5
58	к себе	2	5
59	хотя и	1	5
60	с ним	2	5
61	что в	20	5
62	из них	6	5
63	тем что	3	5
64	как это	6	5
65	все это	3	5
66	и т	14	4
67	на себя	1	4
68	в ней	15	4
69	он был	3	4
70	с другой	7	4
71	тут же	1	4
72	нет и	1	4
73	отнюдь не	2	4
74	все же	8	4
75	когда он	4	4
76	то что	35	4
77	в себе	4	4
78	что она	16	4
79	но все	1	4
80	и с	1	4
81	должен был	2	4
82	с тем	8	4
83	несмотря на	5	4
84	точки зрения	16	4
85	не в	12	4
86	однако в	1	4
87	самого начала	6	4
88	на него	1	4
89	у него	4	4
90	и здесь	6	4
91	с самого	6	4
92	друг друга	1	4
93	так и	1	4
94	здесь нет	1	4
95	между собой	2	4
96	т п	5	4
97	вовсе не	8	4
98	само собой	1	4
99	но и	5	4
100	до конца	2	4
101	ничем не	1	4
102	а не	7	4
103	не является	1	4
104	и для	4	4
105	бы в	3	4
106	хотя бы	2	4
107	либо в	2	4
108	так же	2	4
109	идет о	4	3
110	над ней	1	3
111	столь же	2	3
112	с его	1	3
113	в ее	7	3
114	с этим	8	3
115	и к	3	3
116	ситуации в	1	3
117	в которой	5	3
118	представляет собой	2	3
119	в этой	13	3
120	и тот	1	3
121	на то	16	3
122	не могла	2	3
123	в нем	4	3
124	что ни	1	3
125	было бы	12	3
126	в них	3	3
127	все равно	1	3
128	далеко не	3	3
