N	4gram	Vygotskiy__1	Analitik
1	в то же время	1	6
2	может быть сведено к	2	2
3	в том что он	1	2
4	то же самое время	1	2
5	из того что в	1	2
6	в то же самое	1	2
7	и та и другая	1	1
8	одно и то же	2	1
9	в собственном смысле слова	1	1
10	или во всяком случае	1	1
11	одной и той же	2	1
12	же мере как и	1	1
13	такой же мере как	1	1
14	в отличие от элементов	1	1
15	во всех своих частях	1	1
16	с этой точки зрения	1	1
17	так как если бы	1	1
18	истинном значении этого слова	1	1
19	в том числе и	1	1
20	в такой же мере	3	1
21	в основе которого лежит	2	1
22	для того чтобы быть	1	1
23	в том виде в	1	1
24	том виде в каком	1	1
