N	2gram	Losev_Prob_5	Mirosoze
1	и в	30	46
2	в нем	6	22
3	у него	11	22
4	может быть	7	21
5	в этом	17	20
6	не только	18	18
7	и не	12	18
8	никогда не	7	18
9	но и	13	15
10	не может	5	15
11	как и	7	13
12	а не	5	13
13	прежде всего	6	12
14	потому что	13	12
15	и он	4	11
16	не было	1	11
17	но он	5	11
18	в ней	3	11
19	у нас	7	11
20	но в	9	10
21	в себе	4	10
22	он не	3	10
23	мировой гармонии	1	10
24	он был	2	9
25	не в	7	9
26	и есть	1	8
27	отношение к	2	8
28	в своем	11	8
29	на земле	9	8
30	любовь к	1	8
31	так как	6	8
32	она не	1	8
33	как бы	6	8
34	но это	1	8
35	человека и	4	7
36	человеческой природы	1	7
37	как в	2	7
38	и к	4	7
39	в нашем	1	7
40	в этой	10	7
41	зла и	2	7
42	человеческой личности	1	7
43	любви к	2	7
44	хотя бы	2	7
45	и потому	1	7
46	и для	6	7
47	что он	7	7
48	вопрос о	1	6
49	что это	1	6
50	в русской	3	6
51	он сам	3	6
52	и здесь	1	6
53	доходит до	1	6
54	в народе	1	6
55	жизнь в	3	6
56	так же	5	6
57	того что	3	6
58	жизни и	2	6
59	то же	2	5
60	я не	2	5
61	совсем не	3	5
62	в самом	5	5
63	бы и	1	5
64	свободу и	1	5
65	и вот	1	5
66	что она	1	5
67	бога и	1	5
68	в своей	22	5
69	в отношении	3	5
70	в конце	8	5
71	во всем	1	5
72	и его	6	5
73	к тому	2	5
74	и это	1	5
75	те же	1	5
76	добра и	1	5
77	это не	2	5
78	один из	2	5
79	человеческого духа	2	5
80	в его	12	5
81	него нет	1	5
82	для того	3	5
83	то что	18	5
84	гармонии и	1	5
85	и все	9	5
86	в духе	3	5
87	также и	12	4
88	мысль что	1	4
89	жизни это	1	4
90	с его	1	4
91	у них	1	4
92	его на	2	4
93	чем у	1	4
94	том что	17	4
95	с ума	1	4
96	жизнь и	3	4
97	тому что	1	4
98	не имеет	1	4
99	из людей	1	4
100	свободы и	4	4
101	того чтобы	2	4
102	только и	3	4
103	должен быть	1	4
104	что у	5	4
105	так и	7	4
106	ума и	1	4
107	уже не	6	4
108	вопроса о	1	4
109	что и	6	4
110	в свою	2	4
111	мужчины и	1	4
112	они не	2	4
113	до конца	1	4
114	есть уже	1	4
115	человека не	1	4
116	что в	5	4
117	все что	2	4
118	смысле слова	3	3
119	это и	1	3
120	к другому	1	3
121	они были	1	3
122	начала в	1	3
123	и самого	3	3
124	и на	6	3
125	иное как	3	3
126	в чем	2	3
127	духа и	1	3
128	он в	3	3
129	и она	1	3
130	душу и	1	3
131	страдания и	3	3
132	не будет	2	3
133	и с	5	3
134	его в	6	3
135	ни в	4	3
136	в них	2	3
137	и тогда	2	3
138	не мог	4	3
139	в такой	1	3
140	любовь и	2	3
141	что было	1	3
142	не для	1	3
143	любви и	4	3
144	страданий и	1	3
145	можно ли	1	3
146	того как	5	3
147	что иное	3	3
148	он хочет	2	3
149	по своей	2	3
150	людей и	13	3
151	в трагедии	4	3
152	себя и	1	3
153	момент в	1	3
154	прогресса и	1	3
155	в образе	1	3
156	с ним	3	3
157	и должно	1	3
158	о том	12	3
159	нет у	2	3
160	и можно	1	3
161	что они	3	3
162	в том	12	3
163	только в	9	3
164	есть в	2	3
165	не так	4	3
166	и никогда	3	3
167	тем что	2	3
168	от того	1	3
169	до сих	2	3
170	человек в	1	3
171	для человека	1	3
172	зло в	1	3
173	мировая гармония	1	3
174	жизни в	4	3
175	и нет	2	3
176	сих пор	2	3
177	и от	1	3
178	сказать что	9	3
179	не что	3	3
180	в своих	1	3
181	и человек	1	3
182	я и	1	2
183	отношения к	1	2
184	в обычном	1	2
185	он считает	2	2
186	сам по	1	2
187	поэтому он	1	2
188	от зла	1	2
189	и за	2	2
190	его не	2	2
191	науки и	1	2
192	грудь и	1	2
193	как то	1	2
194	из глубины	1	2
195	не от	1	2
196	не был	1	2
197	землю и	2	2
198	то он	1	2
199	по отношению	2	2
200	нельзя было	1	2
201	хотя и	8	2
202	от этого	3	2
203	на какой	1	2
204	то в	1	2
205	и этим	1	2
206	духа в	2	2
207	в которой	5	2
208	бы не	3	2
209	и те	1	2
210	если он	2	2
211	но на	1	2
212	и если	1	2
213	на его	2	2
214	не к	2	2
215	еще более	3	2
216	тут не	1	2
217	то все	1	2
218	стоит на	1	2
219	не всегда	3	2
220	чем в	1	2
221	самого последнего	1	2
222	точки зрения	10	2
223	нас не	3	2
224	в который	1	2
225	ее в	2	2
226	бог есть	1	2
227	его до	1	2
228	в атмосфере	2	2
229	тогда когда	4	2
230	правда в	1	2
231	чем не	1	2
232	ничего не	2	2
233	к ней	1	2
234	и любовь	1	2
235	связи с	7	2
236	было не	1	2
237	как будто	3	2
238	человека что	1	2
239	к себе	1	2
240	людей в	5	2
241	верит в	2	2
242	можно было	2	2
243	он проводит	1	2
244	еще в	5	2
245	в последней	1	2
246	после того	3	2
247	по себе	2	2
248	она порождает	1	2
249	и что	6	2
250	духа который	2	2
251	нас в	4	2
252	к нему	3	2
253	два начала	1	2
254	это лишь	1	2
255	все время	3	2
256	которое было	1	2
257	но с	1	2
258	тот же	3	2
259	к свету	1	2
260	мы увидим	1	2
261	между тем	2	2
262	так что	11	2
263	же и	1	2
264	со своим	1	2
265	уже в	2	2
266	него и	1	2
267	и других	1	2
268	себе в	1	2
269	не о	1	2
270	противоречии с	1	2
271	были бы	1	2
272	или иной	1	2
273	как у	1	2
274	что человек	1	2
275	на людей	1	2
276	всякого человека	1	2
277	души и	1	2
278	что не	2	2
279	и люди	2	2
280	превращается в	1	2
281	человеческой жизни	2	2
282	личности и	1	2
283	вместе с	7	2
284	в человеке	1	2
285	к своему	1	2
286	не видел	1	2
287	такого рода	2	2
288	да и	2	2
289	из этой	1	2
290	с бессмертием	1	2
291	всякий человек	1	2
292	ничего кроме	1	2
293	но для	2	2
294	в более	1	2
295	его с	1	2
296	человек и	2	2
297	но когда	1	2
298	и самое	1	2
299	бы в	1	2
300	а в	6	2
301	человеческого общества	1	2
302	к самым	1	2
303	это все	1	2
304	отношению к	2	2
305	всем и	1	1
306	он стоит	1	1
307	глубоком смысле	1	1
308	говорят о	1	1
309	и то	5	1
310	о любви	1	1
311	самом деле	2	1
312	людей на	1	1
313	только потому	1	1
314	мере в	2	1
315	он хотел	1	1
316	из-за любви	1	1
317	человеческой души	1	1
318	не вижу	1	1
319	значение но	1	1
320	только закон	1	1
321	он знает	1	1
322	мы не	2	1
323	преступления и	2	1
324	что если	1	1
325	даже до	1	1
326	но по	1	1
327	еще до	2	1
328	и ее	1	1
329	хотел сказать	1	1
330	не знают	1	1
331	что существует	1	1
332	не чуждо	1	1
333	и этого	1	1
334	величия его	1	1
335	в религии	1	1
336	а еще	1	1
337	тем как	2	1
338	нет не	1	1
339	друг на	1	1
340	человечество к	1	1
341	значение и	2	1
342	только тогда	3	1
343	не все	2	1
344	если в	1	1
345	в новом	1	1
346	него с	1	1
347	бог который	1	1
348	нет и	1	1
349	в свои	1	1
350	своего сына	2	1
351	сама по	1	1
352	которые не	1	1
353	необходимо и	1	1
354	возвести его	1	1
355	с этим	1	1
356	мира в	3	1
357	это был	1	1
358	могли бы	1	1
359	и как	6	1
360	атмосфере в	1	1
361	его к	1	1
362	для которого	1	1
363	истины и	1	1
364	из жизни	1	1
365	формы в	1	1
366	все эти	2	1
367	поскольку в	3	1
368	право на	1	1
369	раз в	2	1
370	на то	2	1
371	любовь влечет	1	1
372	она становится	1	1
373	он должен	1	1
374	в последний	1	1
375	ведь не	1	1
376	по образу	1	1
377	и окончательное	1	1
378	не могли	1	1
379	что ни	1	1
380	но все	4	1
381	и свободу	1	1
382	же не	4	1
383	то чтобы	1	1
384	они должны	1	1
385	в другом	3	1
386	об этом	4	1
387	их и	1	1
388	и бессмертие	1	1
389	входит в	1	1
390	цивилизации и	1	1
391	было бы	4	1
392	страдает от	1	1
393	всю свою	3	1
394	после этого	1	1
395	и тем	3	1
396	бессмертную душу	1	1
397	наказание в	1	1
398	к которым	1	1
399	с тем	5	1
400	на друга	1	1
401	эту тему	1	1
402	в я	1	1
403	с такой	2	1
404	я вас	2	1
405	бесконечные дали	1	1
406	и чувств	1	1
407	на себя	1	1
408	перед собой	1	1
409	но я	1	1
410	огне и	1	1
411	бы на	2	1
412	от своего	1	1
413	что такое	1	1
414	как сама	1	1
415	можно найти	6	1
416	и без	2	1
417	уже к	1	1
418	всему миру	1	1
419	эта тема	1	1
420	во времена	2	1
421	в котором	2	1
422	с точки	8	1
423	всего только	1	1
424	начало которое	1	1
425	степени не	1	1
426	себе а	2	1
427	нет ему	1	1
428	жизни с	1	1
429	своего рода	1	1
430	склоняется перед	1	1
431	него не	2	1
432	земле и	1	1
433	и более	2	1
434	и тайны	1	1
435	их в	1	1
436	нас к	1	1
437	иной раз	2	1
438	был уже	2	1
439	человека но	2	1
440	и хозяйства	1	1
441	как о	4	1
442	у кого	1	1
443	природы у	1	1
444	для всего	1	1
445	но любовь	1	1
446	с земли	1	1
447	и начал	1	1
448	у этого	1	1
449	и весь	1	1
450	ему и	1	1
451	есть это	1	1
452	за всех	1	1
453	не принадлежит	1	1
454	того же	4	1
455	до того	1	1
456	уже и	2	1
457	и делает	2	1
458	стоит перед	1	1
459	а мы	1	1
460	не потому	1	1
461	не знали	1	1
462	в нее	1	1
463	поводом к	1	1
464	не могут	2	1
465	великих и	1	1
466	уже было	1	1
467	удивительно что	1	1
468	как человек	1	1
469	он видит	3	1
470	все еще	4	1
471	без разбора	1	1
472	он никогда	1	1
473	и слишком	1	1
474	для себя	5	1
475	от человека	1	1
476	к земному	1	1
477	во вселенной	1	1
478	в ее	3	1
479	существа в	1	1
480	человеческой совести	1	1
481	насилие и	1	1
482	он с	1	1
483	в финале	1	1
484	в xix	1	1
485	как с	2	1
486	и сам	4	1
487	легенды о	1	1
488	на нее	1	1
489	по природе	1	1
490	в борьбе	1	1
491	которая была	1	1
492	мог бы	1	1
493	и каждый	1	1
494	о связи	1	1
495	когда в	1	1
496	революции а	1	1
497	мира и	2	1
498	но у	1	1
499	в эпоху	3	1
500	и всемирной	1	1
501	никогда и	1	1
502	глубины своей	1	1
503	а также	3	1
504	но к	1	1
505	в самой	3	1
506	которое потом	1	1
507	что такой	2	1
508	и который	3	1
509	в значительной	2	1
510	плане в	1	1
511	все в	3	1
512	это в	1	1
513	во втором	2	1
514	стоит и	1	1
515	души из	1	1
516	хотел бы	1	1
517	и только	2	1
518	тот момент	1	1
519	нем и	1	1
520	старого мира	1	1
521	который так	1	1
522	сердце в	1	1
523	человека как	1	1
524	и об	1	1
525	приковывается к	1	1
526	жизнь то	1	1
527	речи о	1	1
528	которых они	1	1
529	ли он	2	1
530	в какой	2	1
531	сознание в	1	1
532	же должен	1	1
533	в стороне	1	1
534	к свободе	1	1
535	в природе	1	1
536	бы ни	1	1
537	об их	1	1
538	а после	1	1
539	со всеми	2	1
540	не то	2	1
541	и хочет	3	1
542	и у	5	1
543	и хотел	1	1
544	и они	2	1
545	земли а	1	1
546	не принимает	1	1
547	человека когда	1	1
548	был бы	1	1
549	никто не	1	1
550	не находит	1	1
551	в землю	1	1
552	от тех	1	1
553	для них	3	1
554	в xx	1	1
555	бытия и	1	1
556	другому и	1	1
557	людей не	2	1
558	этом отношении	1	1
559	и всякий	1	1
560	средних веков	1	1
561	не были	1	1
562	пришли к	1	1
563	с другой	6	1
564	вслед за	2	1
565	о как	1	1
566	а с	4	1
567	на которые	1	1
568	окружающей его	1	1
569	больше и	1	1
570	к более	1	1
571	перед тем	1	1
572	у человека	1	1
573	власти и	2	1
574	но никогда	1	1
575	о чем	1	1
576	на эту	1	1
577	человеческого но	1	1
578	звучат слова	1	1
579	представляется нам	1	1
580	духовной свободы	1	1
581	он принимает	1	1
582	на самом	1	1
583	все свое	1	1
584	в европе	2	1
585	женщиной и	1	1
586	не сразу	1	1
587	и терзает	1	1
588	они кончаются	1	1
589	xix века	1	1
590	видит в	3	1
591	на тот	2	1
592	слова он	1	1
593	а потом	3	1
594	него есть	1	1
595	стремления к	1	1
596	с этой	2	1
597	этой трагедии	3	1
598	своей миссии	1	1
599	эта двойственность	1	1
600	все это	1	1
601	что выше	1	1
602	открытия которые	1	1
603	которые были	1	1
604	что наш	1	1
605	во мне	1	1
606	которых он	1	1
607	сам человек	2	1
608	имеет очень	1	1
609	своем я	1	1
610	в силах	1	1
611	а все	1	1
612	когда он	2	1
613	из себя	1	1
614	той или	1	1
615	конце концов	6	1
616	мы должны	1	1
617	за него	2	1
618	более всего	2	1
619	движения не	1	1
620	только что	1	1
621	самом себе	1	1
622	ученый или	1	1
623	и борьбе	1	1
624	от всякого	1	1
625	с личным	1	1
626	а о	1	1
627	с ней	1	1
628	да не	1	1
629	в эволюции	1	1
630	была бы	2	1
631	и судьба	1	1
632	остается на	2	1
633	из этого	4	1
634	которого нет	1	1
635	по поводу	2	1
636	человек во	1	1
637	к этому	2	1
638	им и	1	1
639	образ этот	1	1
640	которая не	1	1
