N	2gram	Berdyaev_M_1	Otkroven
1	о человеке	23	29
2	у него	17	22
3	человеческой природы	20	20
4	и в	28	19
5	у достоевского	42	19
6	но и	25	13
7	и не	11	13
8	в этом	20	12
9	из подполья	10	11
10	человека в	13	11
11	не в	16	11
12	не только	29	11
13	может быть	30	11
14	а не	25	11
15	человека и	14	10
16	вопрос о	2	10
17	в нем	13	10
18	и все	10	10
19	в самой	7	9
20	прежде всего	10	9
21	к человеку	9	9
22	не было	18	9
23	в человеке	8	9
24	никогда не	14	9
25	потому что	16	9
26	он был	14	8
27	и он	12	8
28	великий инквизитор	1	8
29	ивана карамазова	7	7
30	в его	9	7
31	человек не	10	7
32	он не	24	7
33	в глубине	8	7
34	лишь в	6	7
35	достоевского он	7	7
36	до конца	14	7
37	ни с	4	7
38	нет ничего	7	7
39	но он	9	7
40	от него	4	7
41	великом инквизиторе	5	6
42	человеческой личности	4	6
43	о великом	4	6
44	как и	5	6
45	все это	6	6
46	достоевский раскрывает	1	5
47	отношение к	4	5
48	в том	6	5
49	в самом	11	5
50	в этой	6	5
51	человеке и	8	5
52	человеке в	2	5
53	для него	11	5
54	в россии	2	5
55	нужно искать	2	5
56	достоевского и	10	5
57	раскрывается в	5	5
58	все герои	2	5
59	в творчестве	10	5
60	о его	1	5
61	для достоевского	5	5
62	русского человека	2	5
63	а в	4	5
64	то что	5	5
65	записок из	5	5
66	человеку и	2	5
67	о боге	6	4
68	курсив мой	4	4
69	человеке о	2	4
70	достоевского все	4	4
71	через человека	2	4
72	достоевского есть	19	4
73	он сам	6	4
74	в преступлении	2	4
75	с его	3	4
76	человеческой природе	3	4
77	все в	6	4
78	достоевского не	4	4
79	о человеческой	3	4
80	все эти	2	4
81	герои достоевского	4	4
82	него и	2	4
83	дважды два	5	4
84	на земле	2	4
85	в легенде	4	4
86	достоевский раскрыл	2	4
87	в самую	5	4
88	что не	1	4
89	в божественном	1	4
90	в идиоте	1	4
91	человеческих отношений	1	4
92	не может	28	4
93	в романах	1	4
94	т е	2	4
95	русского духа	2	4
96	достоевский не	6	4
97	того чтобы	2	4
98	человек и	6	4
99	есть лишь	9	4
100	русский человек	2	4
101	и мысли	1	4
102	и его	9	4
103	что в	10	4
104	только и	3	4
105	нем нет	1	3
106	загадка о	4	3
107	и есть	14	3
108	свободной любви	4	3
109	в бесах	2	3
110	достоевского в	9	3
111	различие между	2	3
112	человеческих страстей	1	3
113	быть может	7	3
114	о том	2	3
115	самой глубины	5	3
116	еще не	1	3
117	кроме человека	1	3
118	самого достоевского	2	3
119	во имя	10	3
120	к нему	7	3
121	дороже всего	1	3
122	экстазе и	1	3
123	человеку надо	3	3
124	человека его	3	3
125	легенде о	2	3
126	два четыре	4	3
127	и великий	1	3
128	было бы	10	3
129	того что	7	3
130	когда он	3	3
131	раскольникова ставрогина	2	3
132	что он	10	3
133	и ее	1	3
134	в себе	7	3
135	записках из	1	3
136	человеческого духа	26	3
137	в записках	1	3
138	не исчезает	1	3
139	и вот	3	3
140	не могут	5	3
141	для того	2	3
142	это было	1	3
143	проблема человека	1	3
144	что человек	3	3
145	это не	5	3
146	острота его	1	3
147	только одно	3	3
148	в огненную	1	3
149	к гибели	2	3
150	в экстазе	1	3
151	откровений о	1	3
152	творчестве его	4	3
153	достоевского было	3	3
154	самой глубине	4	3
155	никто не	2	3
156	достоевский был	9	3
157	мысли и	2	3
158	глубине человека	2	3
159	могут быть	2	3
160	как бы	2	3
161	записки из	1	3
162	романах достоевского	1	3
163	с ним	2	3
164	в свободе	7	3
165	в русской	1	3
166	и от	2	3
167	до самой	4	3
168	в этих	4	3
169	хотя бы	3	3
170	в своих	1	3
171	влечет к	3	3
172	он лишь	2	3
173	все что	2	3
174	и с	3	2
175	из всего	1	2
176	все противоречия	3	2
177	те которые	9	2
178	и то	1	2
179	в ее	3	2
180	достоевский открывает	3	2
181	достоевского к	5	2
182	этого мира	3	2
183	человека достоевский	2	2
184	так и	1	2
185	для человеческого	3	2
186	его не	3	2
187	версилова все	1	2
188	него всегда	1	2
189	ни у	1	2
190	и душа	1	2
191	и о	1	2
192	достоевский открыл	1	2
193	настолько же	1	2
194	движение в	2	2
195	с чего	2	2
196	идеалом содомским	2	2
197	вокруг ставрогина	1	2
198	был еще	4	2
199	природы все	1	2
200	с разных	2	2
201	чего это	1	2
202	быть человек	2	2
203	и на	6	2
204	и много	2	2
205	исступленное чувство	1	2
206	чтении достоевского	1	2
207	добром и	1	2
208	художественном творчестве	1	2
209	природы и	1	2
210	не все	2	2
211	что и	4	2
212	достоевский прежде	2	2
213	своем художественном	1	2
214	что они	1	2
215	природы он	2	2
216	в истории	2	2
217	ивана и	1	2
218	же можно	2	2
219	никакого другого	1	2
220	как к	1	2
221	в своем	10	2
222	и нет	2	2
223	все же	2	2
224	сразу же	1	2
225	героев достоевского	2	2
226	и к	2	2
227	диалектика о	3	2
228	в этот	2	2
229	не очень	1	2
230	и потому	10	2
231	с богом	1	2
232	должен был	4	2
233	добро и	3	2
234	так человек	2	2
235	и этим	1	2
236	в которой	6	2
237	что достоевский	4	2
238	он в	2	2
239	творчество достоевского	13	2
240	учение о	3	2
241	так что	1	2
242	откровениях о	1	2
243	уже в	4	2
244	к достоевскому	8	2
245	зла в	4	2
246	достоевский о	1	2
247	с чем	1	2
248	интересовали люди	1	2
249	в душе	1	2
250	антропологии достоевского	1	2
251	подходить с	1	2
252	одно из	3	2
253	всякий кто	1	2
254	периферии бытия	1	2
255	ведь это	2	2
256	его судьбе	5	2
257	он весь	7	2
258	единственно для	2	2
259	которую он	2	2
260	человеческую природу	3	2
261	художество достоевского	3	2
262	так как	3	2
263	пожелать себе	2	2
264	и никогда	1	2
265	тем что	4	2
266	за грани	2	2
267	даже и	2	2
268	момент в	2	2
269	образ человека	7	2
270	этом он	2	2
271	что ведь	2	2
272	к черту	2	2
273	и из	1	2
274	его в	3	2
275	человека а	3	2
276	к человекобожеству	1	2
277	и исступлении	1	2
278	одного только	1	2
279	иваном карамазовым	1	2
280	достоевского с	2	2
281	сказать что	2	2
282	с тем	9	2
283	было для	1	2
284	мити карамазова	1	2
285	чем в	2	2
286	русского народа	1	2
287	личности и	1	2
288	для человека	3	2
289	антихристово начало	2	2
290	должно быть	3	2
291	него не	2	2
292	подойти к	1	2
293	достоевским и	1	2
294	достоевского но	3	2
295	достоевского нет	5	2
296	том что	3	2
297	что есть	5	2
298	ко всем	3	2
299	черту и	2	2
300	человека к	2	2
301	достоевский всегда	1	2
302	от человека	3	2
303	на периферии	1	2
304	в дневнике	2	2
305	и против	1	2
306	не созерцает	3	2
307	к этому	2	2
308	что же	1	2
309	и там	4	2
310	человек всегда	1	2
311	свобода и	6	2
312	в исступлении	1	2
313	равно настолько	1	2
314	только бога	1	2
315	человеческая природа	5	2
316	своей жизни	1	2
317	человека есть	3	2
318	с которой	2	2
319	ничего кроме	1	2
320	своя воля	2	2
321	романов достоевского	3	2
322	не имеет	3	2
323	у кого	1	2
324	любовь к	2	2
325	и для	2	2
326	все дозволено	1	2
327	до глубины	11	2
328	и хаос	2	2
329	самое главное	1	2
330	открытия о	2	2
331	все вращается	4	2
332	ничего не	3	2
333	и ивана	2	2
334	в антропологии	1	2
335	достоевского совсем	1	2
336	природы в	3	2
337	о достоевском	7	2
338	себе даже	2	2
339	к ней	4	2
340	дневнике писателя	2	2
341	что человеку	2	2
342	ничто не	1	2
343	потребность в	1	2
