N	2gram	Losev_Prob_2	Psycholo
1	и в	35	38
2	то что	38	35
3	все время	1	30
4	в том	12	25
5	в самом	5	25
6	самом деле	4	21
7	что в	11	20
8	может быть	18	19
9	и что	13	18
10	на то	6	16
11	что она	4	16
12	точки зрения	2	16
13	в ней	2	15
14	то есть	39	15
15	и т	6	14
16	том что	19	14
17	если бы	4	14
18	как бы	4	14
19	потому что	13	14
20	в этом	17	13
21	в этой	9	13
22	и мы	2	13
23	совершенно ясно	1	13
24	не только	24	12
25	таким образом	4	12
26	было бы	8	12
27	не в	2	12
28	что он	4	11
29	то же	5	10
30	что это	1	10
31	и не	37	10
32	же самое	6	10
33	и все	5	10
34	о которых	3	9
35	того чтобы	2	9
36	и то	10	8
37	с этим	5	8
38	все же	8	8
39	и как	4	8
40	с тем	3	8
41	как и	5	8
42	в одном	1	8
43	и это	5	8
44	но только	4	8
45	так что	11	8
46	вовсе не	37	8
47	как раз	8	8
48	для того	3	8
49	перед нами	2	8
50	для нас	9	8
51	из этого	2	8
52	мы уже	3	7
53	с другой	6	7
54	заключается в	4	7
55	мы можем	6	7
56	не может	13	7
57	как мы	5	7
58	что у	1	7
59	никак не	11	7
60	между тем	1	7
61	а не	10	7
62	а в	4	7
63	и на	5	6
64	в которых	1	6
65	как это	1	6
66	и если	3	6
67	он не	2	6
68	тому что	3	6
69	она не	3	6
70	не имеет	7	6
71	самого начала	2	6
72	и его	1	6
73	с и	2	6
74	к тому	3	6
75	указывает на	5	6
76	с самого	3	6
77	ясно что	8	6
78	и здесь	4	6
79	о том	18	6
80	один из	3	6
81	с одной	5	6
82	если мы	9	6
83	так как	7	6
84	до сих	4	6
85	которых мы	1	6
86	он говорит	1	6
87	должна быть	1	5
88	мы не	7	5
89	я не	1	5
90	время в	1	5
91	в своем	4	5
92	могли бы	3	5
93	так сказать	1	5
94	на этом	1	5
95	в другом	1	5
96	несмотря на	3	5
97	с такой	1	5
98	казалось бы	7	5
99	и когда	1	5
100	в его	7	5
101	в какой	1	5
102	но и	16	5
103	одной стороны	5	5
104	вместе с	2	5
105	в той	2	5
106	сих пор	4	5
107	или в	2	5
108	о котором	3	5
109	другой стороны	5	5
110	совершенно не	2	5
111	что эти	1	4
112	что если	4	4
113	которую мы	1	4
114	время как	1	4
115	во всех	2	4
116	не то	2	4
117	что они	3	4
118	как в	1	4
119	в целом	3	4
120	все эти	7	4
121	в тех	2	4
122	раз в	1	4
123	в себе	5	4
124	если он	1	4
125	в нем	1	4
126	при этом	3	4
127	т д	6	4
128	здесь мы	3	4
129	не мог	1	4
130	но если	4	4
131	не могли	1	4
132	что эта	1	4
133	что с	2	4
134	и другое	1	4
135	одна из	3	4
136	никогда не	1	4
137	как будто	6	4
138	здесь совершенно	1	4
139	мы все	3	4
140	в виду	8	4
141	что и	2	4
142	только в	14	4
143	конечно не	2	4
144	не можем	4	4
145	при помощи	8	4
146	и даже	11	4
147	из которых	2	4
148	по своему	5	4
149	того что	12	4
150	мы могли	2	4
151	и для	6	4
152	речь идет	2	4
153	сказать что	24	4
154	который не	1	4
155	ее в	1	4
156	в своих	3	4
157	уже это	1	3
158	едва ли	9	3
159	и этот	3	3
160	по его	1	3
161	и значение	4	3
162	до такой	1	3
163	и заставляет	1	3
164	совсем не	7	3
165	и к	3	3
166	но в	6	3
167	из этих	3	3
168	могла бы	1	3
169	что все	6	3
170	бы в	3	3
171	его в	3	3
172	и тем	4	3
173	ни в	6	3
174	в них	2	3
175	далеко не	4	3
176	в такой	2	3
177	наше внимание	1	3
178	мы говорили	1	3
179	место в	1	3
180	из области	1	3
181	деле когда	1	3
182	бы не	3	3
183	в то	6	3
184	в плане	2	3
185	в основе	3	3
186	как только	3	3
187	и конечно	2	3
188	на это	2	3
189	и о	4	3
190	имеет никакого	2	3
191	и которые	2	3
192	каждого из	1	3
193	он был	1	3
194	были бы	2	3
195	эти два	1	3
196	и только	4	3
197	здесь не	2	3
198	тот же	4	3
199	которое мы	1	3
200	был бы	6	3
201	не так	2	3
202	к ним	1	3
203	тем что	4	3
204	что не	5	3
205	то и	4	3
206	в речи	1	3
207	это только	3	3
208	это одно	1	3
209	но это	6	3
210	все это	4	3
211	она должна	2	3
212	больше и	1	3
213	такой степени	1	3
214	одновременно и	3	3
215	что под	2	3
216	к этому	1	3
217	как на	2	3
218	в таком	11	3
219	отношения к	1	2
220	на самом	4	2
221	он может	1	2
222	бы для	1	2
223	по преимуществу	2	2
224	нас на	2	2
225	не имеют	1	2
226	все те	1	2
227	и больше	1	2
228	другой смысл	1	2
229	той же	2	2
230	и ничего	2	2
231	нам в	2	2
232	здесь с	1	2
233	совпадает с	2	2
234	оно есть	1	2
235	большей частью	3	2
236	между собой	5	2
237	столь же	1	2
238	всего этого	1	2
239	что его	1	2
240	все больше	1	2
241	но как	6	2
242	с самой	1	2
243	в общем	4	2
244	не просто	11	2
245	всему тому	1	2
246	и чем	1	2
247	отнюдь не	5	2
248	в истории	3	2
249	что именно	1	2
250	очень трудно	1	2
251	более и	1	2
252	и наконец	3	2
253	представляет собой	2	2
254	думать что	1	2
255	остановиться на	1	2
256	нами в	2	2
257	не могла	1	2
258	а вовсе	1	2
259	по самому	3	2
260	все другие	2	2
261	всех этих	4	2
262	до самого	1	2
263	в силу	1	2
264	одной и	2	2
265	и по	3	2
266	так например	1	2
267	в нее	2	2
