N	2gram	Nazirov_Vr_1	StatiiOP
1	и в	8	29
2	том что	3	27
3	в том	3	27
4	в этом	8	21
5	не только	9	19
6	но и	7	19
7	что в	7	19
8	о том	4	17
9	в его	3	13
10	что он	4	13
11	между прочим	1	12
12	то что	7	11
13	все это	4	11
14	таким образом	2	10
15	т е	3	10
16	в своем	3	9
17	он не	3	9
18	потому что	1	9
19	так и	1	9
20	этом отношении	1	9
21	и не	5	9
22	как на	1	9
23	но в	6	8
24	как раз	2	8
25	письме к	4	8
26	я не	3	7
27	в ней	4	7
28	в самом	1	7
29	в плагиате	1	7
30	в своей	2	7
31	в котором	6	7
32	того как	1	7
33	в виду	4	7
34	вместе с	2	7
35	одним из	3	6
36	все же	6	6
37	и его	3	6
38	об этом	5	6
39	и что	8	6
40	в одном	1	6
41	до сих	1	6
42	в свет	1	5
43	было бы	1	5
44	точки зрения	2	5
45	в русской	3	5
46	не знали	1	5
47	того что	1	5
48	между тем	5	5
49	в качестве	1	5
50	своего рода	1	5
51	в письме	5	5
52	прежде всего	1	5
53	о чем	2	5
54	в той	2	5
55	как бы	4	5
56	сих пор	1	5
57	речь идет	3	4
58	хотя и	1	4
59	в нем	6	4
60	что у	3	4
61	и с	6	4
62	еще до	1	4
63	ничего не	1	4
64	и о	3	4
65	но с	1	4
66	связи с	3	4
67	при помощи	2	4
68	для него	2	4
69	до того	1	4
70	с другой	1	4
71	именно в	1	4
72	в частности	1	4
73	в печати	1	4
74	работы над	1	4
75	еще более	1	4
76	в романе	6	4
77	к этому	3	4
78	вряд ли	1	3
79	же как	2	3
80	идет о	1	3
81	в году	18	3
82	в их	1	3
83	по его	1	3
84	и он	2	3
85	не был	1	3
86	но не	1	3
87	как в	1	3
88	с этим	1	3
89	не было	5	3
90	что это	1	3
91	в известном	2	3
92	тому же	1	3
93	в начале	6	3
94	в россии	5	3
95	этой поэмы	1	3
96	из них	2	3
97	не мог	2	3
98	в эту	2	3
99	в этих	1	3
100	одном из	1	3
101	в поэме	1	3
102	но он	3	3
103	не менее	2	3
104	что эта	1	3
105	в обоих	1	3
106	не могло	1	3
107	никогда не	2	3
108	нельзя не	1	3
109	это слово	1	3
110	тем что	3	3
111	на нее	1	3
112	он писал	2	3
113	но это	2	3
114	года в	7	3
115	с нею	2	3
116	всяком случае	1	3
117	связан с	1	3
118	и даже	6	3
119	в предисловии	1	3
120	а с	2	3
121	до конца	1	3
122	сколько в	1	3
123	так же	4	3
124	другой стороны	1	3
125	дворца в	1	3
126	давно уже	3	3
127	отношении к	1	3
128	во всяком	1	3
129	как известно	1	2
130	также и	1	2
131	в рукописи	1	2
132	того же	1	2
133	такое же	1	2
134	как пушкин	1	2
135	то же	5	2
136	в письмах	2	2
137	в полной	1	2
138	в числе	1	2
139	это время	1	2
140	далее в	1	2
141	с его	3	2
142	за него	1	2
143	письмо к	2	2
144	тогда как	2	2
