N	2gram	Vinokur_St_3	Myshleni
1	в развитии	2	28
2	то что	12	26
3	в этом	24	25
4	что он	19	25
5	потому что	5	21
6	таким образом	10	19
7	точки зрения	7	18
8	в том	20	18
9	не может	7	18
10	того чтобы	1	17
11	не только	12	16
12	и в	25	16
13	того что	5	16
14	так как	3	16
15	что в	19	16
16	том что	15	15
17	так же	1	15
18	для того	2	14
19	в сущности	2	13
20	между собой	1	13
21	сказать что	4	13
22	вопрос о	1	12
23	в области	6	12
24	и что	3	12
25	и не	10	12
26	отношение к	4	11
27	в его	12	11
28	но не	2	10
29	было бы	7	10
30	как мы	2	10
31	только в	6	10
32	а не	5	10
33	с помощью	1	10
34	с точки	4	9
35	в отношении	2	9
36	может быть	19	9
37	то же	5	8
38	в известном	1	8
39	должно быть	1	8
40	как и	4	8
41	если бы	4	8
42	о том	8	8
43	он не	5	8
44	точка зрения	4	8
45	того же	2	7
46	переход от	1	7
47	представляет собой	1	7
48	в нем	1	7
49	но он	3	7
50	по себе	1	7
51	приводит к	1	7
52	так и	5	7
53	известном смысле	1	7
54	и на	6	6
55	но в	5	6
56	в этой	14	6
57	как он	1	6
58	связанные с	1	6
59	состоит в	4	6
60	в другом	3	6
61	не в	6	6
62	своего развития	1	6
63	что все	3	6
64	у него	9	6
65	но и	9	6
66	речи и	1	6
67	в той	1	6
68	в какой	3	6
69	к тому	2	6
70	в такой	2	5
71	должна быть	1	5
72	мы и	1	5
73	что они	2	5
74	как в	6	5
75	в своем	1	5
76	говорит что	5	5
77	в которой	4	5
78	он должен	1	5
79	показывает что	3	5
80	тому что	3	5
81	с ним	1	5
82	самого начала	2	5
83	в то	7	5
84	тогда когда	2	5
85	того как	1	5
86	в деятельности	1	5
87	никогда не	2	5
88	ничего не	4	5
89	этом отношении	4	5
90	с самого	2	5
91	можно было	1	5
92	на вопрос	3	5
93	можно сказать	4	5
94	заключается в	2	5
95	хотя бы	1	5
96	для него	3	5
97	тем что	19	5
98	как бы	6	5
99	это значит	1	5
100	не является	3	5
101	только что	2	5
102	не знает	1	5
103	как известно	1	4
104	и то	1	4
105	уже по	1	4
106	той же	2	4
107	что если	2	4
108	ответить на	1	4
109	время как	4	4
110	за пределы	1	4
111	опирается на	1	4
112	в самом	2	4
113	все эти	3	4
114	и по	2	4
115	это не	7	4
116	такой же	2	4
117	лучшем случае	1	4
