N	2gram	Tiupa_Disk_2	Psycholo
1	то что	5	44
2	и в	16	33
3	в этом	16	28
4	и что	1	25
5	как бы	4	25
6	потому что	4	24
7	том что	10	22
8	может быть	16	22
9	что в	5	21
10	в том	8	21
11	о том	4	20
12	что он	2	20
13	как это	1	14
14	таким образом	1	13
15	то есть	12	13
16	и не	15	13
17	все это	2	13
18	сказать что	1	13
19	самом деле	1	12
20	в самом	1	12
21	все то	1	12
22	к тому	1	12
23	и все	3	12
24	он не	3	11
25	рассказа и	1	10
26	в его	3	10
27	как она	1	10
28	не может	9	10
29	то же	6	9
30	в этой	4	9
31	как будто	3	8
32	для этого	1	8
33	в рассказе	4	8
34	вместе с	2	8
35	в своем	5	7
36	раз в	1	7
37	не только	10	7
38	в нем	7	7
39	так что	1	7
40	и только	1	7
41	до конца	1	7
42	когда он	1	7
43	в сущности	1	6
44	в ней	2	6
45	перед нами	3	6
46	все эти	3	6
47	в себе	19	6
48	точки зрения	4	6
49	всякий раз	2	6
50	никак не	1	6
51	это не	3	6
52	а не	14	6
53	как на	3	6
54	это и	1	5
55	мы не	1	5
56	в целом	2	5
57	и на	5	5
58	о смерти	1	5
59	все же	6	5
60	и как	3	5
61	и может	3	5
62	как и	16	5
63	самого начала	1	5
64	никогда не	2	5
65	и его	3	5
66	и это	2	5
67	с самого	1	5
68	с ним	1	5
69	в какой	1	5
70	вовсе не	1	5
71	разговора с	1	5
72	из этого	1	5
73	и есть	1	4
74	той же	2	4
75	в которой	1	4
76	я не	1	4
77	не то	1	4
78	с совершенно	1	4
79	слова и	1	4
80	в своей	6	4
81	как все	2	4
82	с точки	2	4
83	одна из	1	4
84	на него	1	4
85	а в	2	4
86	об этом	1	4
87	о нем	1	4
88	не просто	1	4
89	того что	1	4
90	только в	3	4
91	и так	1	4
92	себя в	6	4
93	в жизни	1	4
94	из них	3	4
95	и гамлет	1	4
96	в частности	12	4
97	исходя из	1	4
98	с этой	1	4
99	рассказа как	4	4
100	жизни и	3	4
101	ее в	1	4
102	это в	2	4
103	к этому	4	4
104	речь идет	1	3
105	например в	3	3
106	же как	2	3
107	и сюжет	1	3
108	идет о	2	3
109	и до	1	3
110	говорить о	2	3
