N	3gram	Bakhtin_Pr_1	Myslijsy
1	по отношению к	19	8
2	в том что	3	7
3	не может быть	11	5
4	а между тем	1	4
5	то же самое	2	4
6	до сих пор	1	4
7	и т п	13	4
8	с тем что	1	4
9	и в этом	1	4
10	можно сказать что	2	4
11	на то что	1	4
12	для того чтобы	2	4
13	тем не менее	3	4
14	на самом деле	3	3
15	с точки зрения	6	3
16	и т д	1	3
17	и проч и	1	3
18	то же время	3	3
19	в то же	3	3
20	имеет для него	1	3
21	что иное как	1	2
22	подобно тому как	1	2
23	в том и	1	2
24	бы не было	1	2
25	в том же	2	2
26	хотя бы и	1	2
27	если бы не	1	2
28	до известной степени	1	2
29	сами по себе	1	2
30	в том смысле	1	2
31	между тем как	5	2
32	то что в	1	2
33	на этот вопрос	1	2
34	в данном случае	4	2
35	не могут быть	2	2
36	мы имеем дело	2	2
37	не в том	1	2
38	и в том	1	2
39	при этом в	1	2
40	а в том	1	2
41	и как бы	1	2
42	равно как и	1	2
43	то есть в	1	2
44	вопрос о том	1	2
45	в большинстве случаев	5	2
46	не что иное	1	2
47	можем сказать что	1	2
48	и проч но	3	2
49	а следовательно и	1	1
50	том смысле что	1	1
51	хотя и не	1	1
52	лицом к лицу	1	1
53	если бы все	1	1
54	рядом с ними	1	1
55	дело в том	1	1
56	да и не	1	1
57	на том основании	1	1
58	в настоящее время	1	1
59	о том как	1	1
60	но что в	1	1
61	со всех сторон	2	1
62	если так то	1	1
63	языка то есть	1	1
64	в виду что	1	1
65	его мы можем	1	1
66	по отношению ко	1	1
67	но и в	2	1
68	что все эти	1	1
69	не было бы	1	1
70	в этом отношении	2	1
71	но и при	1	1
72	в поэтическом произведении	1	1
73	и не может	2	1
74	могли бы быть	1	1
75	с ними в	1	1
76	и др в	2	1
77	может быть только	3	1
78	и не в	1	1
79	может быть и	1	1
80	различаем в слове	1	1
81	бы и в	1	1
82	и проч в	3	1
83	если бы мы	1	1
84	с одной стороны	3	1
85	смысле этого слова	1	1
86	в связи с	1	1
87	отношению к нему	1	1
88	имеем дело с	1	1
89	может иметь место	1	1
90	сказать и о	2	1
91	этом в виду	1	1
92	в свою очередь	1	1
93	о том какое	1	1
94	то есть не	1	1
95	выходя за пределы	2	1
96	с другой стороны	4	1
97	все то что	3	1
98	то есть я	1	1
99	в свое время	1	1
100	мы различаем в	1	1
101	и проч так	1	1
102	в истории и	1	1
103	не в его	1	1
104	есть не что	1	1
105	таким образом в	1	1
106	иметь в виду	1	1
107	следует прибавить что	1	1
108	том основании что	1	1
109	в то время	1	1
110	тем самым и	1	1
111	никогда не может	2	1
112	и в самом	1	1
113	не может стать	1	1
114	не более как	1	1
115	бы они ни	1	1
116	не выходя за	3	1
117	которые могут быть	1	1
118	и быть не	1	1
119	т п и	1	1
120	к тому что	1	1
121	конечно не в	1	1
122	они могут быть	1	1
123	у нас в	1	1
124	может быть объяснено	1	1
125	быть не может	1	1
126	проч но не	1	1
127	и проч а	1	1
128	как и в	1	1
129	не менее как	1	1
130	именно в том	1	1
131	художественного произведения но	1	1
