1	то же время	3	5
2	в то же	3	5
3	о том что	4	5
4	все то что	2	4
5	в самом деле	1	4
6	с одной стороны	5	4
7	в большинстве случаев	1	4
8	до сих пор	1	3
9	в этом отношении	3	3
10	и т.п но	1	3
11	вместо того чтобы	1	3
12	но и в	2	2
13	существенную роль в	2	2
14	никак не может	1	2
15	это прежде всего	1	2
16	а также и	1	2
17	одной стороны и	1	2
18	начало и конец	1	2
19	с точки зрения	2	2
20	в том что	8	2
21	в данном случае	6	2
22	то есть в	1	2
23	то что он	1	1
24	как раз в	1	1
25	и тем же	1	1
26	а с другой	1	1
27	и т.п то	1	1
28	не только в	6	1
29	и все что	1	1
30	в той или	1	1
31	и потому не	1	1
32	именно то что	2	1
33	в основе своей	1	1
34	пространственных и временных	1	1
35	прежде всего его	1	1
36	в литературном образе	1	1
37	быть самим собой	1	1
38	в связи с	1	1
39	не может выговорить	1	1
40	в чем же	1	1
41	в своем собственном	1	1
42	в строгом смысле	1	1
43	в зависимости от	1	1
44	одного и того	1	1
45	более или менее	1	1
46	в обоих случаях	1	1
47	для того чтобы	1	1
48	не может быть	2	1
49	видит в нем	1	1
50	связи с этой	1	1
51	то есть все	1	1
52	в которых он	1	1
53	с таким же	1	1
54	в себе самом	2	1
55	ничего подобного не	1	1
56	в нем не	1	1
57	как бы в	2	1
58	той или иной	3	1
59	на этот вопрос	1	1
60	и видит в	1	1
61	что он может	1	1
62	в то время	1	1
63	можно сказать что	3	1
64	между жизнью и	1	1
65	что с ним	1	1
66	и того же	1	1
67	жизнью и смертью	1	1
68	по отношению к	5	1
69	одним и тем	1	1
70	свидетельствует о том	1	1
