N	3gram	Berdyaev_M_2	NovoeSre
1	в высшей степени	3	6
2	не может быть	8	4
3	подобно тому как	2	3
4	во имя свободы	1	3
5	свои права и	1	2
6	никогда не было	3	2
7	xix века и	1	2
8	в нем нет	2	2
9	так же как	3	2
10	не может уже	2	2
11	и должно быть	1	2
12	в свои права	1	2
13	она не может	1	2
14	по своей природе	1	1
15	а не к	1	1
16	что она не	2	1
17	церковь превращается в	1	1
18	а не в	2	1
19	социализм есть лишь	1	1
20	есть прежде всего	5	1
21	же как и	3	1
22	и есть лишь	1	1
23	до сих пор	3	1
24	для себя и	1	1
25	в свою противоположность	2	1
26	но и в	1	1
27	тому как в	1	1
28	истины о человеке	1	1
29	она неизбежно должна	1	1
30	так и должно	1	1
31	не осталось ни	1	1
32	в этом он	2	1
33	это одна сторона	1	1
34	не будет уже	1	1
35	человека и в	1	1
36	находится во власти	1	1
37	христианской истины о	1	1
38	крестьяне и рабочие	1	1
39	приводит к отрицанию	1	1
40	по природе своей	1	1
41	значение и не	1	1
42	ни в какие	1	1
43	к этой теме	1	1
44	я не могу	1	1
45	в самом себе	1	1
46	хотя и в	1	1
47	переходит в свою	1	1
48	о том что	2	1
49	ни в чем	2	1
50	в значительной степени	1	1
51	испытание человеческой свободы	2	1
52	но для этого	2	1
53	имя свободы и	1	1
54	это и есть	3	1
55	не в силах	1	1
56	силы но я	1	1
57	та или иная	1	1
58	если нет бога	3	1
59	но я не	1	1
60	это есть прежде	1	1
61	он не хотел	1	1
62	это не есть	1	1
63	должно быть в	1	1
64	в том что	2	1
65	добро и зло	2	1
66	как и в	2	1
67	до последних пределов	1	1
68	во имя человека	1	1
69	прежде всего как	1	1
70	в россии и	2	1
