N	3gram	Potebnia_M_1	Problema
1	тем не менее	6	18
2	и т д	4	10
3	для того чтобы	2	8
4	на то что	1	8
5	сам по себе	1	7
6	в этом смысле	4	6
7	в таком случае	2	6
8	то что мы	1	6
9	о том что	1	5
10	в том что	13	5
11	точно так же	1	4
12	на самом деле	1	4
13	только то что	1	4
14	еще не есть	1	4
15	в связи с	1	4
16	ничего общего между	1	4
17	в то же	3	4
18	сама по себе	3	4
19	дело в том	2	3
20	более или менее	1	3
21	с точки зрения	3	3
22	до сих пор	1	3
23	сами по себе	1	3
24	что в нем	1	3
25	указывает на то	1	3
26	во всяком случае	1	3
27	то что в	1	3
28	д и т	1	3
29	и тем самым	1	3
30	не только не	2	3
31	с другой стороны	5	3
32	и того же	2	2
33	что иное как	2	2
34	а есть только	1	2
35	не говоря уже	1	2
36	то есть по	1	2
37	по крайней мере	2	2
38	то и другое	2	2
39	и что в	3	2
40	так же как	1	2
41	потому что оно	1	2
42	и в этом	6	2
43	в одно целое	1	2
44	тем что в	1	2
45	не может быть	9	2
46	и как бы	3	2
47	не потому что	1	2
48	тем и другим	1	2
49	с тем что	3	2
50	или вернее сказать	1	2
51	одного и того	2	2
52	в себе все	1	2
53	не что иное	2	2
54	можно было бы	1	2
55	только потому что	2	2
56	подобно тому как	3	2
57	на том что	1	2
58	таким образом что	2	1
59	и может быть	2	1
60	а между тем	3	1
61	без всяких усилий	1	1
62	в нем то	1	1
63	во что бы	1	1
64	чувственных восприятиях и	1	1
65	то ни стало	1	1
66	мы видели выше	1	1
67	должны сказать что	1	1
68	но то что	1	1
69	это все равно	1	1
70	в языке и	1	1
71	в действительности не	1	1
72	вместе с другими	1	1
73	как именно он	1	1
74	а следовательно и	1	1
75	говоря уже о	1	1
76	и притом не	2	1
77	что человек есть	1	1
78	друг на друга	1	1
79	в этом отношении	1	1
80	и т п	2	1
81	не менее он	1	1
82	обратить внимание на	1	1
83	потому что для	1	1
84	только тем что	1	1
85	что если и	1	1
86	как в жизни	1	1
87	что бы то	1	1
88	не менее если	1	1
89	внешним и внутренним	1	1
90	в логике но	1	1
91	если бы мы	1	1
92	не только в	3	1
93	если и в	1	1
94	того чтобы она	1	1
95	так и в	3	1
96	и потому что	2	1
97	но собственно говоря	1	1
98	или по крайней	1	1
99	между внешним и	1	1
100	это было бы	1	1
101	потому что она	1	1
102	не могут быть	2	1
103	они указывают на	1	1
104	еще и потому	1	1
105	бы то ни	2	1
106	не только потому	1	1
107	а не в	1	1
108	и в том	3	1
109	мысль о предмете	1	1
110	хотя бы даже	2	1
111	субъекта и объекта	4	1
112	притом не в	1	1
113	не было бы	1	1
114	не есть нечто	1	1
115	таким образом в	1	1
116	заключается в том	1	1
117	в то время	1	1
118	тогда когда есть	1	1
119	это значит что	1	1
120	то есть как	1	1
121	а потому что	2	1
122	для кого не	1	1
123	и тем более	1	1
124	том что все	1	1
125	примеров того как	1	1
126	в истории то	1	1
127	в каждом отдельном	1	1
128	при всем этом	1	1
129	к тому что	2	1
130	в том и	2	1
131	помнить что в	1	1
132	что в них	1	1
133	в сравнении с	2	1
134	слова мы должны	1	1
135	ни для кого	1	1
136	которая хотя и	1	1
137	как и в	2	1
138	говорить и о	1	1
139	только тогда когда	4	1
140	как мы видели	1	1
