N	2gram	Berdyaev_M_1	Istorich
1	и в	28	26
2	т е	2	22
3	так как	3	18
4	мы имеем	1	14
5	никогда не	14	13
6	потому что	16	13
7	и на	6	12
8	в этом	20	12
9	в том	6	12
10	что в	10	12
11	может быть	30	11
12	и т	1	10
13	не только	29	10
14	том что	3	10
15	в образе	1	10
16	и не	11	10
17	еще не	1	9
18	а именно	1	9
19	что он	10	9
20	но и	25	9
21	и это	12	8
22	все эти	2	8
23	все же	2	8
24	в нем	13	8
25	на небо	1	8
26	на том	3	8
27	с ним	2	8
28	вместе с	6	8
29	но в	7	7
30	и его	9	7
31	о том	2	7
32	уже не	4	7
33	ином мире	1	7
34	у него	17	7
35	мы уже	1	6
36	мы не	1	6
37	как в	2	6
38	этот случай	2	6
39	в греции	1	6
40	как он	2	6
41	в ином	2	6
42	так в	1	6
43	в русской	1	6
44	и с	3	6
45	то что	5	6
46	связан с	1	6
47	и там	4	6
48	в более	2	6
49	не может	28	6
50	в ней	15	5
51	за собой	2	5
52	и этим	1	5
53	как и	5	5
54	и эти	1	5
55	и что	2	5
56	в то	2	5
57	в иное	2	5
58	то это	1	5
59	так и	1	5
60	в его	9	5
61	мы видим	2	5
62	только в	6	5
63	тем что	4	5
64	связаны с	1	5
65	у нас	5	5
66	его в	3	5
67	и он	12	4
68	с его	3	4
69	имеем в	1	4
70	после этого	1	4
71	на земле	2	4
72	и по	4	4
73	это не	5	4
74	с тем	9	4
75	что и	4	4
76	себе в	1	4
77	до сих	2	4
78	прежде всего	10	4
79	связано с	2	4
80	как бы	2	4
81	в это	1	4
82	сих пор	2	4
83	но это	1	4
84	есть и	3	4
85	на своем	3	4
86	все что	2	4
87	и через	1	3
88	связана с	2	3
89	и то	1	3
90	должна быть	6	3
91	время как	2	3
92	это еще	1	3
93	когда он	3	3
94	и наконец	1	3
95	та же	1	3
96	в себе	7	3
97	если он	5	3
98	вообще не	2	3
99	что она	1	3
100	если бы	2	3
101	и вот	3	3
102	него и	2	3
103	в них	4	3
104	нет в	4	3
105	в своей	15	3
106	и ее	1	3
107	в одном	1	3
108	не в	16	3
109	она не	4	3
110	к концу	4	3
111	не потому	1	3
112	могут быть	2	3
113	вокруг него	1	3
114	его с	2	3
115	приходит к	1	3
116	то время	2	3
117	от него	4	3
118	же можно	2	3
119	один из	4	3
120	иной мир	4	3
121	и действительно	1	3
122	так что	1	3
123	ее не	1	3
124	от того	1	3
125	и увидел	1	3
126	и только	1	3
127	от этого	2	3
128	не было	18	3
129	попал в	1	3
130	в частности	1	3
131	в него	3	3
132	наряду с	1	3
133	как будто	2	3
134	и от	2	3
135	только одна	1	3
136	в греческой	1	3
137	вопрос о	2	3
138	а в	4	3
139	еще в	2	3
140	и эта	1	3
141	сказать что	2	3
142	в своих	1	3
143	к этому	2	3
144	небо и	4	3
145	они не	1	3
146	только он	1	2
147	ту же	1	2
148	есть царство	1	2
149	что иное	1	2
150	он был	14	2
151	но не	8	2
152	то он	1	2
153	по отношению	2	2
154	должны были	1	2
155	в свои	1	2
156	относится к	2	2
157	в одной	1	2
158	с этим	3	2
159	в своем	10	2
