N	2gram	Bakhtin_Pr_2	Hudozhes
1	и в	45	28
2	в рассказе	3	21
3	том что	7	19
4	в ее	3	18
5	и не	42	18
6	в том	8	15
7	а не	10	14
8	в этом	20	13
9	не в	8	13
10	о том	3	12
11	перед нами	4	11
12	не только	16	11
13	при этом	2	11
14	как и	14	11
15	в его	22	11
16	у нее	1	10
17	уже не	6	10
18	в себе	5	9
19	но и	15	9
20	так и	3	8
21	что он	7	8
22	себя в	2	8
23	в жизни	3	8
24	в душе	1	8
25	может быть	18	8
26	о чем	1	8
27	я не	6	7
28	по отношению	8	7
29	что она	4	7
30	в мире	3	7
31	об этом	3	7
32	к тому	1	7
33	в частности	1	7
34	как это	2	7
35	и все	1	7
36	с ним	8	7
37	жизни в	2	7
38	отношению к	8	7
39	я и	3	6
40	в котором	7	6
41	то же	5	6
42	не было	2	6
43	и с	7	6
44	в своей	6	6
45	в то	5	6
46	тем что	2	6
47	казалось бы	1	6
48	для себя	3	6
49	если бы	2	6
50	можно сказать	2	6
51	это не	3	6
52	человеческой жизни	2	6
53	а в	3	6
54	то что	5	6
55	жизни и	15	6
56	с его	8	5
57	в этой	1	5
58	как в	4	5
59	в самом	13	5
60	рядом с	3	5
61	в своем	5	5
62	не менее	2	5
63	у него	6	5
64	никогда не	17	5
65	к чужой	1	5
66	ничего не	3	5
67	и его	8	5
68	она не	5	5
69	и сам	3	5
70	его жизни	2	5
71	только на	1	5
72	одно из	1	5
73	для него	9	5
74	наряду с	1	5
75	как бы	15	5
76	да и	1	5
77	с ее	3	5
78	что в	6	5
79	и другие	4	5
80	но не	6	4
81	своей жизни	3	4
82	в художественном	3	4
83	то в	1	4
84	подобно тому	2	4
85	человека в	5	4
86	он не	9	4
87	в других	1	4
88	тем не	1	4
89	тому что	1	4
90	же время	3	4
91	и сама	1	4
92	как будто	1	4
93	и о	2	4
94	того чтобы	1	4
95	что они	3	4
96	только в	9	4
97	что и	5	4
98	как раз	6	4
99	для того	1	4
100	превращается в	4	4
101	не может	24	4
102	тому как	2	4
103	у вас	2	4
104	о своем	1	4
105	бы и	3	4
106	была бы	3	3
107	человека и	2	3
108	и он	3	3
109	в ней	7	3
110	еще не	9	3
111	и на	7	3
112	в ответ	1	3
113	перед глазами	1	3
114	не все	1	3
115	со стороны	4	3
116	бы не	3	3
117	как он	4	3
118	в нем	20	3
119	можно было	2	3
120	что все	3	3
121	мы уже	3	3
122	с другими	7	3
123	было бы	4	3
124	в них	4	3
125	несмотря на	1	3
126	в этих	4	3
127	что было	1	3
128	любви и	1	3
129	на него	2	3
130	о них	2	3
131	отдельного человека	1	3
132	со своим	1	3
133	личности в	3	3
134	как только	1	3
135	в человеке	10	3
136	не могу	1	3
137	что у	4	3
138	уже отмечали	1	3
139	и ему	1	3
140	все его	3	3
141	к нему	11	3
142	одной из	2	3
143	с ними	4	3
144	и ее	7	3
145	с одной	1	3
146	с нею	1	3
147	характерно что	2	3
148	в одном	6	3
149	что на	1	3
150	с другой	1	3
151	на ее	1	3
152	и тех	1	3
153	все время	3	3
154	а с	3	3
155	прежде всего	11	3
156	человек в	3	3
157	среди других	2	3
158	так же	5	3
159	все это	5	3
160	или в	2	3
161	к чужому	1	3
162	все они	4	3
163	героя и	7	3
164	о себе	3	3
165	есть и	3	3
166	по поводу	1	3
167	самом деле	4	3
168	все что	3	3
169	же как	4	2
170	но тем	1	2
171	в первом	1	2
172	той же	1	2
173	а как	4	2
174	который в	1	2
175	на пороге	4	2
176	говорить о	1	2
177	они были	1	2
178	он сам	6	2
179	ответ на	1	2
180	отношение к	8	2
181	тоже не	2	2
182	за человека	1	2
183	все же	4	2
184	и к	2	2
185	но в	6	2
186	точкой зрения	2	2
187	та же	1	2
188	бы с	1	2
189	в нашем	2	2
190	из этих	1	2
191	и становится	2	2
192	тому же	1	2
