N	2gram	Berdyaev_V_1	KulturaY
1	и т	2	39
2	потому что	4	25
3	и в	16	23
4	не только	2	20
5	в том	3	19
6	в этом	4	18
7	и не	20	16
8	так как	9	15
9	может быть	1	15
10	т д	2	14
11	все эти	3	12
12	у нас	1	12
13	в самом	1	12
14	но в	3	11
15	том что	2	11
16	того чтобы	2	11
17	в русском	1	10
18	а не	7	10
19	что в	3	10
20	вопрос о	1	9
21	хотя бы	3	9
22	то что	9	9
23	можно было	2	9
24	вовсе не	1	9
25	для того	1	9
26	не в	3	8
27	и что	3	8
28	уже не	2	8
29	прежде всего	2	8
30	с другой	1	8
31	что это	1	7
32	все же	1	7
33	и с	1	7
34	но и	5	7
35	другой стороны	1	7
36	то же	1	6
37	и на	1	6
38	но не	2	6
39	в этой	1	6
40	слово это	1	6
41	да и	2	6
42	это не	2	6
43	по крайней	1	6
44	между тем	2	6
45	крайней мере	1	6
46	что не	4	6
47	что мы	4	6
48	и то	2	5
49	я не	1	5
50	зависимости от	1	5
51	еще не	8	5
52	должна быть	3	5
53	и вот	1	5
54	что все	4	5
55	лишь в	3	5
56	и тем	1	5
57	не могут	2	5
58	в его	4	5
59	один из	2	5
60	тот же	3	5
61	что он	4	5
62	только в	2	5
63	вместе с	1	5
64	как это	1	5
65	этого слова	1	5
66	все это	5	5
67	во всяком	2	5
68	говорить о	4	4
69	что я	3	4
70	хотя и	5	4
71	бы и	3	4
72	в нем	4	4
73	так и	4	4
74	но все	1	4
75	должно быть	3	4
76	эта не	1	4
77	можно ли	1	4
78	не имеет	3	4
79	ничего не	1	4
80	что на	1	4
81	к тому	3	4
82	могут быть	2	4
83	это слово	1	4
84	для нас	2	4
85	ни в	3	4
86	в конце	3	4
87	в них	3	4
88	не было	3	4
89	как бы	5	4
90	в результате	1	4
91	к этому	1	4
92	так же	1	4
93	в первый	3	3
94	как не	3	3
95	как в	1	3
96	то и	1	3
97	и по	1	3
98	на этом	1	3
99	в процессе	1	3
100	слова не	1	3
101	всего в	2	3
102	что оно	1	3
103	как мы	1	3
104	в виду	1	3
105	в ней	4	3
106	а в	2	3
107	вот почему	2	3
108	что и	3	3
109	в форме	2	3
110	не надо	1	3
111	конце концов	1	3
112	того что	5	3
113	уже в	1	3
114	у него	1	3
115	тем что	2	3
116	но это	3	3
117	от слова	1	3
118	и это	2	3
119	речь идет	1	2
120	и потому	7	2
121	и есть	4	2
122	нам право	1	2
123	и до	1	2
124	свое место	1	2
125	но вот	1	2
126	думаю что	1	2
127	мы будем	1	2
128	не просто	1	2
129	что они	7	2
130	материалом для	2	2
131	в своем	1	2
132	могли бы	1	2
133	его к	2	2
134	от этого	3	2
135	и если	1	2
136	по словам	1	2
137	словах как	1	2
138	в головы	1	2
139	все равно	2	2
140	с тем	2	2
141	как и	4	2
142	не всегда	1	2
143	в своей	3	2
144	таким же	1	2
145	в их	1	2
146	в которых	1	2
147	в атмосфере	1	2
148	как можно	1	2
149	она не	1	2
150	того как	1	2
151	но что	1	2
152	в день	1	2
153	под этим	2	2
154	всего что	1	2
155	оно не	3	2
156	нам и	1	2
157	роль в	1	2
158	на том	2	2
159	когда в	2	2
160	это только	1	2
161	по сравнению	1	2
162	мы в	1	2
163	и вообще	1	2
164	после того	1	2
165	к нему	1	2
166	в глазах	1	2
167	с ними	1	2
168	отказ от	1	2
169	их не	1	2
170	же и	1	2
171	конечно не	2	2
172	никогда не	3	2
173	еще и	1	2
174	превращается в	3	2
175	мы скажем	1	2
176	вопросе о	2	2
177	о возможности	1	2
178	с этой	1	2
179	и для	3	2
180	и от	1	2
181	и все	4	2
182	будто бы	1	2
183	есть продукт	1	2
184	в своих	1	2
185	это в	1	2
186	в сердце	1	1
187	так легко	1	1
188	за которым	1	1
189	в котором	4	1
190	по которым	2	1
191	есть не	1	1
192	говорим мы	1	1
193	вот вместо	1	1
194	мы не	2	1
195	но источник	1	1
196	вместо того	2	1
197	мы и	2	1
198	же что	1	1
199	способ выражения	1	1
200	он был	1	1
201	бы то	1	1
202	с его	3	1
203	это имеет	1	1
204	но как	1	1
205	так говорят	1	1
206	себе и	1	1
207	нет и	2	1
208	и нам	1	1
209	не любят	2	1
210	говорит что	1	1
211	по пути	5	1
212	несравненно более	1	1
213	нельзя более	1	1
214	в себя	2	1
215	в которой	1	1
216	в целом	1	1
217	сущности и	1	1
218	в известном	1	1
219	от которого	3	1
220	слова которое	1	1
221	под конец	2	1
222	и свободу	1	1
223	то ни	1	1
224	не будет	2	1
225	с самыми	1	1
226	есть одна	1	1
227	которого не	1	1
