N	3gram	Voloshinov_1	FransuaR
1	в большинстве случаев	3	5
2	нужно отметить что	1	3
3	для того чтобы	1	3
4	таким образом и	1	3
5	это и есть	1	3
6	с самого начала	4	3
7	подобно тому как	1	3
8	с точки зрения	6	2
9	с одной стороны	1	2
10	в разных местах	1	2
11	но вернемся к	1	2
12	о том что	2	2
13	и с его	2	2
14	если бы он	1	1
15	можно сказать что	3	1
16	и того же	1	1
17	уже знаем что	1	1
18	дело в том	1	1
19	и др но	1	1
20	то же самое	1	1
21	и т.п и	1	1
22	на первый план	1	1
23	до сих пор	3	1
24	как мы сказали	1	1
25	в чем не	3	1
26	самых широких кругах	1	1
27	в этом отношении	1	1
28	со всех сторон	1	1
29	касается не только	1	1
30	в данном случае	1	1
31	на первый взгляд	1	1
32	ни в чем	3	1
33	а с другой	1	1
34	в связи с	1	1
35	так и в	1	1
36	как мы знаем	1	1
37	не может быть	3	1
38	мы уже знаем	1	1
39	в нем нет	2	1
40	говорить о том	1	1
41	прежде всего к	1	1
42	мы можем сказать	2	1
43	в конечном счете	2	1
44	но даже и	1	1
45	одного и того	1	1
46	но мы уже	1	1
47	на самом деле	4	1
48	в самых широких	1	1
49	в том что	1	1
50	это касается не	1	1
51	можем сказать что	1	1
