N	2gram	Bakhtin_Pr_3	VerxiiNi
1	и в	34	26
2	таким образом	5	22
3	с тем	5	18
4	в этом	16	15
5	вместе с	4	15
6	точки зрения	8	13
7	как бы	27	12
8	в том	3	11
9	не только	10	10
10	и с	15	10
11	может быть	19	10
12	связи с	1	9
13	так как	4	9
14	но и	12	9
15	что в	7	9
16	но не	4	8
17	в общем	4	8
18	главным образом	1	8
19	и у	5	8
20	с другой	4	8
21	и не	29	8
22	как на	2	8
23	но в	16	7
24	но все	5	7
25	из них	5	7
26	том что	3	7
27	потому что	12	7
28	к нему	14	7
29	с одной	1	7
30	то что	11	7
31	а с	3	7
32	того же	2	6
33	все же	7	6
34	все эти	4	6
35	в себе	6	6
36	всяком случае	5	6
37	с точки	4	6
38	в отношении	9	6
39	к тому	5	6
40	так и	6	6
41	о том	2	6
42	в конце	5	6
43	что и	5	6
44	несмотря на	1	6
45	и потому	2	6
46	все это	16	6
47	мы должны	5	6
48	во всяком	5	6
49	отношение к	6	5
50	сих пор	1	5
51	и к	12	5
52	тому же	2	5
53	в мире	4	5
54	лишь в	5	5
55	по крайней	3	5
56	того чтобы	1	5
57	никогда не	8	5
58	с другом	2	5
59	для того	1	5
60	образом в	1	5
61	в его	22	5
62	крайней мере	3	5
63	до сих	1	5
64	а не	9	5
65	друг с	2	5
66	и для	8	5
67	так же	8	5
68	одной из	1	5
69	в котором	3	4
70	то же	14	4
71	в самом	8	4
72	в этой	1	4
73	и по	1	4
74	что все	4	4
75	то есть	1	4
76	с другими	4	4
77	он не	15	4
78	далеко не	3	4
79	бога и	1	4
80	в которых	2	4
81	в то	12	4
82	в нем	19	4
83	а в	5	4
84	что оно	2	4
85	и что	5	4
86	и только	2	4
87	только в	6	4
88	и вместе	1	4
89	на этот	1	4
90	ничем не	1	4
91	не может	19	4
92	из которых	1	4
93	и от	5	4
94	в этих	1	4
95	во время	2	4
96	что он	23	4
97	в виде	4	4
98	из всех	1	3
99	к богу	1	3
100	в своем	2	3
101	когда он	2	3
102	и как	3	3
103	за собой	3	3
104	в которой	2	3
105	что это	5	3
106	и если	2	3
107	при этом	4	3
108	и при	1	3
109	оказывается что	1	3
110	тем не	2	3
111	если бы	4	3
112	не менее	3	3
113	к концу	3	3
114	в других	1	3
115	и о	1	3
116	уже с	2	3
117	с самого	8	3
118	на нее	2	3
119	ясно что	1	3
120	можно сказать	1	3
121	душ и	1	3
122	в значительной	1	3
123	путь к	1	3
124	того что	5	3
125	но с	2	3
126	хотя бы	5	3
127	так что	5	3
