N	2gram	Tiupa_Narr_2	Literetu
1	и не	14	22
2	тогда как	15	17
3	в мире	4	16
4	и в	13	16
5	при этом	14	15
6	в этом	13	14
7	не только	26	14
8	но и	15	14
9	в том	14	12
10	может быть	10	12
11	а не	17	12
12	то что	8	12
13	хх века	2	11
14	в частности	11	11
15	своего рода	9	10
16	не в	8	10
17	такого рода	12	10
18	е годы	1	9
19	то же	4	9
20	так и	9	9
21	в то	5	9
22	того что	6	9
23	в е	1	8
24	в этой	4	8
25	в жизни	6	8
26	том что	13	8
27	не может	8	8
28	к себе	7	8
29	как бы	6	8
30	в своей	4	7
31	тем самым	5	7
32	же время	3	7
33	только в	11	7
34	себя в	2	7
35	со стороны	6	7
36	точки зрения	5	7
37	я в	5	7
38	еще не	2	6
39	с его	3	6
40	в себе	8	6
41	состоит в	12	6
42	в другом	4	6
43	по мысли	5	6
44	о том	5	6
45	и его	3	6
46	в его	6	6
47	присутствия в	2	6
48	и т.п	6	6
49	с другой	5	6
50	к тому	9	6
51	в отличие	5	5
52	отличие от	5	5
53	субъекта и	1	5
54	как в	5	5
55	всего лишь	6	5
56	в целом	3	5
57	тому же	4	5
58	то есть	9	5
59	это не	3	5
60	соответствии с	3	5
61	как и	4	5
62	что я	3	5
63	в основе	1	5
64	коммуникативного события	8	5
65	этом отношении	3	5
66	в ее	4	5
67	что он	5	5
68	в качестве	14	5
69	именно в	2	5
70	а именно	1	5
71	вместе с	1	5
72	а в	9	5
73	перед лицом	1	4
74	одним из	1	4
75	но не	3	4
76	по отношению	5	4
77	в рамках	6	4
78	хотя и	5	4
79	входит в	1	4
80	должно быть	1	4
81	место в	5	4
82	однако в	2	4
83	никогда не	6	4
84	в тексте	8	4
85	данном случае	6	4
86	коммуникативное событие	6	4
87	а также	6	4
88	другого в	1	4
89	с одной	5	4
90	в начале	2	4
91	одно из	2	4
92	в одном	1	4
93	как будто	1	4
94	как у	4	4
95	одной стороны	5	4
96	в данном	10	4
97	и для	3	4
98	я как	1	4
99	жизни в	6	4
100	отношению к	5	4
101	отношения к	1	3
102	например в	1	3
103	самом деле	3	3
104	для которого	1	3
105	едва ли	3	3
106	той же	2	3
107	с ее	1	3
108	но уже	1	3
109	в сторону	1	3
110	отнюдь не	4	3
111	однако не	2	3
112	и как	1	3
113	и наконец	1	3
114	и к	6	3
115	но в	6	3
116	то в	1	3
117	бы и	1	3
118	[] в	1	3
119	самим собой	3	3
120	в глазах	4	3
121	и тем	5	3
122	в слове	3	3
123	с точки	2	3
124	себе самому	5	3
125	по своей	3	3
126	потому что	2	3
127	в области	2	3
128	личности в	2	3
129	еще в	1	3
130	не случайно	2	3
131	обратим внимание	1	3
132	прежде всего	6	3
133	между тем	3	3
134	вслед за	6	3
135	все время	1	3
136	уже не	4	3
137	в самом	2	3
138	хх столетия	1	3
139	пастернаковского романа	1	3
140	наконец в	1	3
141	в соответствии	3	3
142	более того	1	3
143	о чем	2	3
144	ивана иваныча	2	3
145	мира в	4	3
146	как это	4	3
147	тому как	2	3
148	восходящая к	1	3
149	в романе	1	3
150	жизни и	4	3
151	как на	2	3
152	а я	1	3
