N	2gram	Tiupa_Narr_2	Myslijsy
1	потому что	2	49
2	для нас	2	31
3	то есть	9	30
4	и в	13	24
5	в душе	2	23
6	может быть	10	23
7	в сознании	2	23
8	то что	8	20
9	и не	14	19
10	в том	14	18
11	а не	17	18
12	что в	4	16
13	не только	26	15
14	того же	1	14
15	при этом	14	13
16	в слове	3	13
17	не в	8	13
18	было бы	2	13
19	то же	4	12
20	но не	3	12
21	не может	8	12
22	мы не	2	11
23	таким образом	5	11
24	вместе с	1	11
25	если бы	4	11
26	что и	2	11
27	что мы	1	11
28	только в	11	11
29	тогда как	15	10
30	как в	5	10
31	в себе	8	10
32	для него	4	10
33	так что	1	10
34	в нем	5	9
35	вовсе не	2	9
36	то и	3	9
37	но и	15	9
38	как бы	6	9
39	точно так	2	9
40	в этом	13	8
41	более или	1	8
42	том что	13	8
43	или менее	1	8
44	а в	9	8
45	в чем	2	7
46	во всех	1	7
47	мысль о	2	7
48	как и	4	7
49	всяком случае	1	7
50	не могут	1	7
51	быть может	2	7
52	прежде всего	6	7
53	тем что	1	7
54	того что	6	7
55	во всяком	1	7
56	и т	2	6
57	между двумя	1	6
58	и как	1	6
59	и того	3	6
60	одного и	1	6
61	тем не	5	6
62	в то	5	6
63	не имеет	2	6
64	связи с	1	6
65	есть только	1	6
66	между тем	3	6
67	не можем	1	6
68	в одном	1	6
69	заметить что	1	6
70	с другой	5	6
71	в свою	2	6
72	по поводу	2	6
73	столь же	2	5
74	что они	3	5
75	все же	6	5
76	мертвых душ	2	5
77	бы не	1	5
78	на то	2	5
79	есть не	1	5
80	и уже	4	5
81	не от	1	5
82	не менее	4	5
83	с ним	4	5
84	так и	9	5
85	о том	5	5
86	а потому	1	5
87	для того	1	5
88	что не	1	5
89	и их	1	5
90	или не	1	5
91	же в	4	5
92	в памяти	2	5
93	в которой	1	5
94	а между	1	4
95	к другому	2	4
96	в самом	2	4
97	время как	1	4
98	еще не	2	4
99	но в	6	4
100	уже не	4	4
101	из этих	2	4
102	как он	2	4
103	так сказать	3	4
104	в нее	1	4
105	в котором	5	4
106	место в	5	4
107	том смысле	1	4
108	сих пор	1	4
109	стало быть	2	4
110	они не	2	4
111	тем самым	5	4
112	подобно тому	2	4
113	одна из	3	4
114	от их	1	4
115	и сами	1	4
116	то время	1	4
117	никогда не	6	4
118	и что	2	4
119	что он	5	4
120	с одной	5	4
121	указания на	1	4
122	как кажется	1	4
123	которые могут	1	4
124	в других	2	4
125	до сих	1	4
126	если не	2	4
127	в человеке	1	4
128	тому как	2	4
129	во время	2	4
130	мысли о	1	4
131	себе не	1	4
132	в таком	3	4
133	говоря о	1	3
134	например в	1	3
135	тем же	1	3
136	с таким	2	3
137	той же	2	3
138	но она	1	3
139	очевидно что	1	3
140	со стороны	6	3
141	относится к	1	3
142	хотя и	5	3
143	что это	4	3
144	в целом	3	3
145	что она	2	3
146	о которой	3	3
147	при виде	1	3
148	его не	1	3
149	это не	3	3
150	эту минуту	1	3
151	и тем	5	3
152	далеко не	5	3
153	в этих	1	3
154	в ней	2	3
155	и притом	1	3
156	на него	5	3
157	в каком	1	3
158	об одном	1	3
159	оно не	2	3
160	языка и	1	3
161	те же	2	3
162	не с	1	3
163	том как	2	3
164	но мы	1	3
165	и во	1	3
166	вслед за	6	3
167	и у	4	3
168	одно из	2	3
169	искать в	1	3
170	т п	2	3
171	только по	2	3
172	одной стороны	5	3
173	в самой	1	3
174	слова и	1	3
175	но это	2	3
176	к другим	1	3
177	и для	3	3
178	и от	1	3
179	и все	4	3
180	только что	2	3
181	с ними	3	3
182	все что	4	3
183	как на	2	3
184	в движение	1	2
185	предполагает что	1	2
186	таком случае	1	2
187	самом деле	3	2
188	на самом	2	2
189	чего не	1	2
190	которое может	1	2
191	отношения к	1	2
192	вопрос о	1	2
193	оба эти	1	2
194	с его	3	2
195	не все	2	2
196	по отношению	5	2
197	в общем	1	2
198	за пределы	1	2
199	могли бы	2	2
200	в действительности	1	2
201	отношения между	2	2
202	все эти	3	2
203	в нашем	2	2
204	восприятие а	1	2
205	состоит в	12	2
206	что ни	1	2
207	смысле как	1	2
208	и по	3	2
209	на этом	1	2
210	в другом	4	2
211	вместе со	1	2
212	в жизни	6	2
213	должно быть	1	2
214	не столько	5	2
215	от себя	1	2
216	он представляется	1	2
217	но он	2	2
218	с такою	2	2
219	их в	1	2
220	для нее	1	2
221	тому что	3	2
222	что есть	1	2
223	и его	3	2
224	что с	2	2
225	сказать что	3	2
226	например что	1	2
227	того чтобы	3	2
228	вытекает из	1	2
229	же время	3	2
230	с нами	1	2
231	к ней	3	2
232	у нас	2	2
233	превращается в	2	2
234	пространство и	2	2
235	во все	1	2
236	как для	1	2
237	что все	1	2
238	и образ	1	2
239	на другой	1	2
240	в себя	4	2
241	на другом	1	2
242	что у	2	2
243	как содержание	1	2
244	было в	1	2
245	не другое	1	2
246	и здесь	2	2
247	внимание на	3	2
248	это было	1	2
249	существования в	2	2
250	этом смысле	1	2
251	в формах	1	2
252	один из	3	2
253	что только	1	2
254	в какой	4	2
255	есть в	1	2
256	с нею	2	2
257	в нашей	1	2
258	а то	2	2
259	но что	1	2
260	у него	6	2
261	связано с	1	2
262	быть для	1	2
263	ожидания и	1	2
264	к которому	2	2
265	а с	2	2
266	между ними	1	2
267	как часть	1	2
268	у человека	1	2
269	ничем не	1	2
270	не на	1	2
271	зависит от	2	2
272	в связи	1	2
273	как именно	1	2
274	так же	2	2
275	и потому	1	2
276	как это	4	2
277	не сразу	1	2
278	в разговоре	1	2
279	перехода от	1	2
280	быть только	1	2
281	все это	1	2
282	например мы	3	2
283	слова но	1	2
284	в его	6	2
285	или в	1	2
286	о котором	3	2
287	а к	3	2
288	бы в	2	2
289	мы должны	1	2
290	не непосредственно	1	2
291	хотя бы	2	2
292	нам не	1	2
293	имеет место	2	2
294	но эти	1	2
295	к этому	1	2
296	можно назвать	2	2
297	не иначе	1	1
298	чем было	1	1
299	одним из	1	1
300	отношение к	1	1
301	не имел	1	1
302	он может	2	1
303	словами и	1	1
304	мере в	2	1
305	и так	1	1
306	должна быть	2	1
307	видеть в	1	1
308	если к	1	1
309	им самим	1	1
310	говоря и	1	1
311	не была	1	1
312	ограничено только	1	1
313	принадлежит к	1	1
314	на мой	1	1
315	и другая	1	1
316	которое не	2	1
317	мы и	1	1
318	а теперь	1	1
319	так а	3	1
320	и самого	1	1
321	двух или	2	1
322	в отличие	5	1
323	быть в	1	1
324	руку к	1	1
325	бы она	1	1
326	что вполне	1	1
327	без которого	1	1
328	в ее	4	1
329	а тем	1	1
330	могло быть	1	1
331	всякий раз	2	1
332	мы будем	1	1
333	в сторону	1	1
334	для других	3	1
335	сознания не	1	1
336	ответ на	5	1
337	себе и	2	1
338	отличие от	5	1
339	сколько ее	1	1
340	в одной	1	1
341	если она	1	1
342	что именно	1	1
343	стороны и	1	1
344	как к	3	1
345	ней в	2	1
346	однако не	2	1
347	перед нами	4	1
348	по форме	1	1
349	и наконец	1	1
350	психологии но	1	1
351	характер ее	1	1
352	имеет в	1	1
353	о самом	1	1
354	то в	1	1
355	будто и	1	1
356	точкой зрения	1	1
357	бы и	1	1
358	и различаются	1	1
359	и исчезает	1	1
360	за этим	1	1
361	в известном	3	1
362	рассказ о	1	1
363	только на	2	1
364	с их	1	1
365	тому же	4	1
366	зависимое от	1	1
367	например как	1	1
368	бы с	2	1
369	не следует	3	1
370	которого в	1	1
371	следов прежнего	1	1
372	он не	5	1
373	от которого	3	1
374	на том	3	1
375	без чего	1	1
376	не к	4	1
377	из виду	1	1
378	чтобы в	2	1
379	из него	1	1
380	никому не	1	1
381	прежде чем	1	1
382	объяснить его	1	1
383	мы его	2	1
384	не будет	2	1
385	об этом	4	1
386	и с	1	1
387	входит в	1	1
388	следует рассматривать	1	1
389	приходит в	1	1
390	деле не	1	1
391	содержание сознания	4	1
392	делает его	1	1
393	ни в	1	1
394	и восприятие	1	1
395	не всегда	1	1
396	жизни но	1	1
397	в развитии	1	1
398	можно сказать	6	1
399	в ходе	1	1
400	похоже было	1	1
401	таким же	1	1
402	никаких оснований	1	1
403	а как	3	1
404	в такой	1	1
405	и без	1	1
406	это только	1	1
407	с точки	2	1
408	все и	1	1
409	то его	1	1
410	в которых	1	1
411	мысли и	1	1
412	что я	3	1
413	внутренней речи	3	1
414	мир и	1	1
415	и более	2	1
416	этих и	1	1
417	всего его	1	1
418	раз и	1	1
419	между людьми	1	1
420	человека есть	2	1
421	с которой	1	1
422	и время	1	1
423	извне и	1	1
424	на котором	1	1
425	до поры	1	1
426	в единство	1	1
427	какой бы	1	1
428	появляется в	1	1
429	иначе не	1	1
430	только не	2	1
431	а еще	1	1
432	не имели	1	1
433	ничего не	6	1
434	находятся в	1	1
435	обратим внимание	1	1
436	всего на	1	1
437	с одним	1	1
438	другой как	1	1
439	мыслей и	1	1
440	глядя на	1	1
441	по своей	3	1
442	слове и	1	1
443	же было	1	1
444	для другого	1	1
445	согласия или	1	1
446	звуки музыки	1	1
447	которая не	2	1
448	к себе	7	1
449	и сам	3	1
450	независимой от	1	1
451	говорящего и	1	1
452	к тому	9	1
453	что при	1	1
454	где он	1	1
455	как мы	1	1
456	был его	1	1
457	легче чем	1	1
458	он вовсе	1	1
459	но при	4	1
460	напротив они	1	1
461	здесь не	2	1
462	не могло	2	1
463	не говорит	1	1
464	второго лица	2	1
465	хотя не	1	1
466	или нескольких	1	1
467	его самого	1	1
468	если они	1	1
469	всего следует	1	1
470	на нее	1	1
471	времени и	4	1
472	жизнь а	1	1
473	начала и	2	1
474	и прочих	1	1
475	во многом	1	1
476	сознания и	1	1
477	всей вероятности	1	1
478	по сравнению	1	1
479	к воспроизведенному	1	1
480	движение которое	1	1
481	и внешней	1	1
482	все его	4	1
483	человек есть	1	1
484	то они	1	1
485	никак не	3	1
486	той степени	1	1
487	его жизни	2	1
488	утверждает что	1	1
489	на что	1	1
