N	2gram	Bakhtin_sl_2	FransuaR
1	и в	39	45
2	то есть	26	25
3	и т.п	2	16
4	и не	22	15
5	в этом	16	14
6	но в	6	14
7	не только	24	14
8	во всех	12	13
9	и его	33	13
10	в его	7	13
11	как бы	7	12
12	что в	3	12
13	то же	4	11
14	в своем	6	11
15	в то	4	11
16	в романе	46	11
17	в нем	19	10
18	и с	9	10
19	как и	6	10
20	в том	5	10
21	но и	21	10
22	прежде всего	8	10
23	же время	4	9
24	в ней	3	8
25	таким образом	8	8
26	с миром	1	8
27	как мы	7	8
28	мира и	5	8
29	жизни и	6	8
30	вовсе не	10	8
31	и др	4	8
32	также и	2	7
33	с его	7	7
34	мы видели	2	7
35	том что	5	7
36	не в	9	7
37	что и	3	7
38	на мир	2	7
39	в конце	1	7
40	и все	5	7
41	все это	16	7
42	здесь не	4	6
43	в этой	1	6
44	он не	2	6
45	всех этих	4	6
46	в них	6	6
47	мысли и	1	6
48	того чтобы	2	6
49	связи с	3	6
50	так и	15	6
51	что он	2	6
52	так как	4	6
53	для того	2	6
54	одним из	2	5
55	например в	5	5
56	это и	2	5
57	с ее	2	5
58	и на	4	5
59	хотя и	2	5
60	и как	3	5
61	и к	6	5
62	в себя	2	5
63	все эти	6	5
64	на этом	3	5
65	его в	4	5
66	с ним	7	5
67	этом отношении	3	5
68	одной из	1	5
69	со всеми	2	5
70	и их	5	5
71	как раз	1	5
72	и образов	1	5
73	в связи	2	5
74	не может	20	5
75	но это	3	5
76	мы уже	2	4
77	той же	3	4
78	его не	4	4
79	мы не	2	4
80	и о	1	4
81	в сущности	6	4
82	но не	6	4
83	перед нами	3	4
84	кроме того	2	4
85	в самом	1	4
86	об этом	1	4
87	зрения на	2	4
88	это было	1	4
89	точки зрения	8	4
90	известной степени	2	4
91	в их	2	4
92	до известной	1	4
93	в основе	4	4
94	у него	3	4
95	и это	1	4
96	здесь как	2	4
97	ничего не	1	4
98	и здесь	2	4
99	о том	2	4
100	только в	5	4
101	с этим	2	4
102	характерно что	1	4
103	мы находим	1	4
104	и даже	7	4
105	здесь в	3	4
106	сказать что	3	4
107	а не	14	4
108	его как	2	4
109	чем же	1	4
110	как это	3	4
111	и от	3	4
112	все они	2	4
113	а также	3	4
114	а в	4	4
115	такой же	1	4
116	том числе	1	4
117	ведь и	2	3
118	единство и	3	3
119	почти все	2	3
120	но она	2	3
121	к началу	1	3
122	того же	1	3
123	и возможности	1	3
124	менее всего	2	3
125	как в	13	3
126	дело идет	2	3
127	в одной	1	3
128	но его	1	3
129	как он	2	3
130	но на	1	3
131	вообще не	1	3
132	что она	1	3
133	связанные с	4	3
134	как они	1	3
135	этой традиции	1	3
136	здесь нет	1	3
137	ни в	4	3
138	до сих	2	3
139	нисколько не	1	3
140	в своей	1	3
141	от его	1	3
142	не менее	4	3
143	дело в	2	3
144	от их	1	3
145	и образ	2	3
146	всего этого	1	3
147	в другом	2	3
148	нем не	1	3
149	нуждается в	2	3
150	это не	5	3
151	именно в	2	3
152	того что	1	3
153	характерно для	1	3
154	словом и	8	3
155	до нас	1	3
156	поэтому и	4	3
157	для всех	4	3
158	в поэзии	2	3
159	для него	7	3
160	в одном	2	3
161	но он	2	3
162	не было	2	3
163	ни грана	1	3
164	там где	6	3
165	вместе с	2	3
166	но этот	1	3
167	дело здесь	1	3
168	сих пор	2	3
169	и для	5	3
170	с помощью	4	3
171	и ни	2	3
172	речей и	1	3
173	и другие	2	3
174	и наиболее	1	2
175	ту же	3	2
176	можно говорить	2	2
177	в средние	1	2
178	и есть	1	2
179	с точки	3	2
180	и до	1	2
181	и за	1	2
182	он знает	1	2
183	и языка	4	2
184	мы говорили	1	2
185	говорить о	3	2
186	в целом	1	2
187	подчеркнуть что	2	2
188	слово на	1	2
189	в различных	2	2
190	в чем	3	2
191	в данном	2	2
192	в сторону	1	2
193	вступают в	1	2
194	отличие от	13	2
195	из важнейших	2	2
196	между словом	3	2
197	в истории	11	2
198	независимо от	2	2
199	сочетается с	1	2
200	все же	6	2
201	и наконец	5	2
202	он в	1	2
203	очень важно	1	2
204	роль в	2	2
205	при этом	7	2
206	оно было	2	2
207	но именно	1	2
208	в xvii	2	2
209	и связанные	2	2
210	чувствует себя	1	2
211	мы слышим	1	2
212	конечно в	2	2
213	самого автора	2	2
214	на все	1	2
215	лишь в	3	2
216	с которой	1	2
217	но их	1	2
218	рядом с	3	2
219	несмотря на	1	2
220	одно из	1	2
221	этих произведений	1	2
222	освобождает от	1	2
223	во второй	1	2
224	мысль и	1	2
225	и без	1	2
226	не столько	3	2
227	но эта	2	2
228	точку зрения	3	2
229	языков и	9	2
230	даже в	2	2
231	в отношении	4	2
232	на котором	2	2
233	на него	2	2
234	слова но	1	2
235	и притом	1	2
236	к ней	2	2
237	которая не	1	2
238	за его	1	2
239	конечно и	2	2
240	в духе	1	2
241	его для	1	2
