N	2gram	Berdyaev_M_1	Marksizm
1	точки зрения	4	34
2	может быть	30	26
3	и не	11	26
4	не может	28	24
5	и в	28	19
6	и его	9	19
7	в этом	20	16
8	как бы	2	15
9	прежде всего	10	13
10	как и	5	12
11	так и	1	11
12	и для	2	11
13	самом деле	1	10
14	в нем	13	10
15	в самом	11	10
16	лишь в	6	9
17	только в	6	9
18	для него	11	9
19	все же	2	8
20	не только	29	8
21	до сих	2	8
22	но и	25	8
23	– это	1	8
24	сих пор	2	8
25	то что	5	8
26	во всех	1	7
27	в ее	3	7
28	но в	7	7
29	все эти	2	7
30	и те	2	7
31	в каждом	1	7
32	а не	25	7
33	так же	1	7
34	мы не	1	6
35	ничего не	3	6
36	в пределах	1	6
37	в его	9	6
38	в том	6	6
39	– не	5	6
40	в смысле	1	6
41	отличие от	1	5
42	конечно не	3	5
43	входит в	2	5
44	рядом с	1	5
45	в отличие	1	5
46	не в	16	5
47	того чтобы	2	5
48	совершается в	1	5
49	и все	10	5
50	этот вопрос	1	5
51	в начале	2	5
52	в конце	7	5
53	вовсе не	1	5
54	за пределы	4	5
55	до конца	14	5
56	и потому	10	5
57	хотя бы	3	5
58	к этому	2	5
59	во всяком	1	5
60	переход от	1	4
61	вопрос о	2	4
62	и на	6	4
63	нет и	5	4
64	как в	2	4
65	к одному	1	4
66	лишь с	1	4
67	было бы	10	4
68	не столько	1	4
69	мысли и	2	4
70	не менее	1	4
71	в отношении	1	4
72	в ней	15	4
73	– говорит	3	4
74	еще не	1	4
75	это –	16	4
76	от того	1	4
77	для того	2	4
78	с этим	3	4
79	что же	1	4
80	а в	4	4
81	отношении к	2	4
82	жизни в	2	4
83	и эта	1	4
84	сказать что	2	4
85	что в	10	4
86	на самом	1	3
87	и есть	14	3
88	между двумя	1	3
89	высшей степени	2	3
90	а как	2	3
91	имеет свою	1	3
92	по отношению	2	3
93	в истории	2	3
94	целый ряд	1	3
95	и как	2	3
96	и к	2	3
