N	2gram	Bakhtin_Fr_1	PoTuStor
1	может быть	6	17
2	и в	65	16
3	и пр	5	12
4	в этом	15	9
5	и только	1	9
6	прежде всего	11	9
7	и с	3	8
8	точки зрения	7	8
9	и его	10	8
10	не может	3	8
11	совершенно не	4	8
12	с его	5	7
13	не только	10	7
14	сказать что	6	7
15	самом деле	3	6
16	конечно не	1	6
17	при этом	6	6
18	с точки	3	6
19	и это	2	6
20	для него	5	6
21	и к	4	6
22	еще не	6	5
23	в чем	2	5
24	отношение к	4	5
25	все эти	10	5
26	что такое	1	5
27	только для	1	5
28	ту сторону	1	5
29	как бы	22	5
30	на самом	6	4
31	и ее	1	4
32	и на	11	4
33	и наконец	2	4
34	но в	14	4
35	в этой	4	4
36	в нем	13	4
37	и может	1	4
38	его в	7	4
39	мысли и	4	4
40	все это	9	4
41	по ту	1	4
42	как мы	6	4
43	так и	10	4
44	можно сказать	2	4
45	в его	9	4
46	а потому	1	4
47	с ними	1	4
48	только в	7	4
49	для всех	1	4
50	и их	3	4
51	так как	6	4
52	и даже	8	4
53	но и	10	4
54	и не	22	4
55	и все	5	4
56	хотя бы	1	4
57	все что	1	4
58	отношения к	2	3
59	тех же	1	3
60	и значение	1	3
61	во всех	9	3
62	в общем	4	3
63	и как	1	3
64	с их	5	3
65	на две	1	3
66	и вот	2	3
67	их в	2	3
68	на этом	1	3
69	на этой	3	3
70	том что	6	3
71	во время	4	3
72	сих пор	4	3
73	в одном	5	3
74	в основе	8	3
75	до сих	4	3
76	к себе	2	3
77	его ученики	1	3
78	те же	1	3
79	мира и	4	3
80	на язык	1	3
81	и она	1	3
82	в том	16	3
83	назад в	1	3
84	в большинстве	2	3
85	только на	2	3
86	большинстве случаев	2	3
87	всяком случае	1	3
88	в области	7	3
89	и др	24	3
90	пр и	1	3
91	но оно	1	3
92	и потому	10	3
93	как это	1	3
94	могут быть	2	3
95	в основном	2	3
96	ступенях развития	1	3
97	что в	3	3
98	в этих	2	3
99	то что	3	3
100	между ними	4	3
101	жизни и	7	3
102	во всяком	1	3
103	нем нет	1	2
104	нам кажется	2	2
105	определить как	1	2
106	в самом	4	2
107	мы уже	12	2
108	мы не	1	2
109	говорить о	1	2
110	на них	2	2
111	и идеологическая	1	2
112	из этих	2	2
113	но как	3	2
114	нет и	2	2
115	за пределы	8	2
116	с этим	1	2
117	в этот	1	2
118	вообще не	1	2
119	он не	2	2
120	момента в	1	2
121	представлениями и	1	2
122	нашего времени	1	2
123	и по	2	2
124	то же	1	2
125	по своему	8	2
126	связанные с	1	2
127	связанных с	1	2
128	на ранних	2	2
129	на протяжении	5	2
130	было бы	1	2
131	в жизни	4	2
132	в них	5	2
133	как и	5	2
134	на первый	1	2
135	в своей	5	2
136	почти не	1	2
137	все и	1	2
138	материнского лона	1	2
139	находится на	1	2
140	и вся	1	2
141	не менее	1	2
142	его целом	1	2
143	в науке	1	2
144	всей их	3	2
145	никогда не	6	2
146	только уже	1	2
147	только и	1	2
148	свет для	1	2
149	всей жизни	1	2
150	сводится к	1	2
151	здесь же	1	2
152	и исторического	1	2
153	что на	1	2
154	все то	1	2
155	не могут	3	2
156	и всех	1	2
157	т.е в	1	2
158	и этим	2	2
159	в пределах	1	2
160	как с	1	2
161	и вообще	3	2
162	с ним	3	2
163	находится в	1	2
164	о том	2	2
165	рождения и	1	2
166	для нас	4	2
167	ранних ступенях	1	2
168	три основных	2	2
169	что и	1	2
170	во всей	3	2
171	один из	1	2
172	образов и	2	2
173	мы видим	2	2
174	что он	3	2
175	и действительно	1	2
176	и так	2	2
177	поэтому и	4	2
178	всех его	2	2
179	есть в	5	2
180	с нею	1	2
181	можно определить	1	2
182	в начале	1	2
183	на этих	1	2
184	и других	3	2
185	к ним	1	2
186	при всей	2	2
187	у него	1	2
188	момент в	1	2
189	и т.п	17	2
190	характерно для	3	2
191	оно не	1	2
192	себя и	1	2
193	что не	2	2
194	а на	1	2
195	не на	1	2
196	в развитии	1	2
197	что мы	2	2
198	в частности	5	2
199	в область	1	2
200	в мир	2	2
201	в свое	2	2
202	но это	3	2
203	и для	2	2
204	и образы	2	2
