N	3gram	Bakhtin_Fr_1	KulturaY
1	для того чтобы	1	15
2	в том что	6	15
3	с точки зрения	3	9
4	по отношению к	1	8
5	в самом деле	1	7
6	с другой стороны	1	6
7	в этом отношении	3	5
8	во всяком случае	1	5
9	до сих пор	4	4
10	том что он	1	4
11	не потому что	1	3
12	в связи с	1	3
13	не может быть	1	3
14	сводится к тому	1	2
15	чуть ли не	1	2
16	на самом деле	2	2
17	так как именно	1	2
18	и вовсе не	2	2
19	так и в	2	2
20	в свое время	2	2
21	то же время	1	2
22	несколько слов о	1	2
23	но все же	2	2
24	в то же	1	2
25	но прежде всего	1	1
26	и может быть	1	1
27	потому что он	1	1
28	поскольку о нем	1	1
29	в какой мере	1	1
30	прежде всего на	2	1
31	в настоящее время	1	1
32	из этих видов	1	1
33	это уже не	3	1
34	и его ученики	1	1
35	так и не	3	1
36	с одной стороны	2	1
37	как раз и	2	1
38	такие явления как	1	1
39	что с точки	1	1
40	связанная с этим	1	1
41	сами по себе	1	1
42	можно говорить о	1	1
43	в отличие от	4	1
44	при этом что	1	1
45	можно только в	1	1
46	в собственном смысле	1	1
47	к тому чтобы	1	1
48	об особом речевом	1	1
49	на этот вопрос	2	1
50	не укладывается в	1	1
51	в тех или	1	1
52	как об особом	1	1
53	и ничего не	1	1
54	его в духе	2	1
55	в известной мере	3	1
56	в прокрустово ложе	1	1
57	в это время	2	1
58	в применении к	3	1
59	в особенности в	1	1
60	до конца и	1	1
61	не только в	1	1
62	можно говорить как	1	1
63	тех или иных	1	1
64	и обновляется в	1	1
65	главным образом на	2	1
66	во всех этих	2	1
67	укладывается в прокрустово	1	1
68	имеем в виду	1	1
69	ищет в них	1	1
70	и пр и	1	1
71	до наших дней	1	1
72	как и всякая	1	1
73	вовсе не в	2	1
74	языках и здесь	1	1
75	мы наблюдаем в	1	1
76	одно из самых	1	1
77	той или иной	5	1
78	мы имеем в	1	1
79	друг от друга	1	1
80	в литературе и	1	1
81	говорить как об	1	1
82	в большинстве случаев	2	1
83	нас в том	1	1
84	пр и пр	1	1
85	даже в области	1	1
86	среди других вещей	1	1
87	все то что	1	1
88	форме и вовсе	1	1
89	но еще и	1	1
