N	2gram	Vinokur_St_2	FransuaR
1	и в	29	41
2	таким образом	10	19
3	в этом	21	15
4	как и	2	14
5	и все	1	14
6	то же	2	13
7	все эти	2	13
8	в этой	2	13
9	в его	13	12
10	в себе	2	11
11	как мы	1	11
12	в том	27	11
13	прежде всего	5	11
14	так и	9	10
15	в то	2	10
16	все это	11	10
17	в своем	9	9
18	не в	4	9
19	же время	1	9
20	и его	6	9
21	в качестве	5	9
22	но и	19	9
23	что в	19	9
24	но в	8	8
25	в конце	2	8
26	то что	11	8
27	и от	1	8
28	по существу	2	8
29	в нем	4	7
30	в эпоху	1	7
31	вовсе не	6	7
32	в них	2	7
33	как бы	5	7
34	и не	9	7
35	в романе	4	7
36	и до	1	6
37	ни в	3	6
38	о том	17	6
39	только в	2	6
40	для него	4	6
41	у него	1	6
42	все они	1	6
43	в году	3	5
44	как в	3	5
45	и к	4	5
46	не только	19	5
47	на этом	1	5
48	мы видели	1	5
49	точки зрения	5	5
50	того как	7	5
51	потому что	9	5
52	и это	2	5
53	в ней	7	5
54	до нас	1	5
55	уже в	1	5
56	что и	2	5
57	вместе с	7	5
58	так же	3	5
59	и для	1	5
60	а в	1	5
61	к этому	4	5
62	место в	1	4
63	в сущности	1	4
64	и на	6	4
65	хотя и	4	4
66	целый ряд	1	4
67	что это	3	4
68	он не	9	4
69	но все	7	4
70	и с	4	4
71	на этой	1	4
72	том что	27	4
73	одном из	3	4
74	но он	3	4
75	одна из	1	4
76	ничего не	4	4
77	в виду	7	4
78	в образе	3	4
79	в последней	1	4
80	и здесь	3	4
81	после того	4	4
82	может быть	2	4
83	в более	1	4
84	было бы	5	4
85	конце концов	1	4
86	все что	1	4
87	том числе	1	4
88	например в	3	3
89	с точки	2	3
90	той же	1	3
91	я не	7	3
92	он был	2	3
93	на них	1	3
94	совсем не	1	3
95	кроме того	4	3
96	выражение в	2	3
97	и те	2	3
98	при этом	2	3
99	но именно	1	3
100	и по	3	3
101	его в	2	3
102	несмотря на	2	3
103	во время	2	3
104	в своей	7	3
105	в их	3	3
106	в отношении	2	3
107	не имеет	2	3
108	тем что	3	3
109	свою очередь	1	3
110	легенды о	1	3
111	можно было	1	3
112	за то	3	3
113	что у	4	3
114	связанных с	1	3
115	и вся	2	3
116	в форме	1	3
117	в свете	1	3
118	что он	13	3
119	поэтому и	1	3
120	по этому	2	3
121	из них	3	3
122	и их	1	3
123	в одном	6	3
124	так как	2	3
125	к брату	1	3
126	не на	2	3
127	не было	3	3
128	ничем не	1	3
129	в руках	1	3
130	не может	2	3
131	и потому	2	3
132	в той	5	3
133	но этот	1	3
134	в это	2	3
135	такой же	1	3
136	но это	3	3
137	не подлежит	1	3
138	с ними	1	3
139	в свою	1	3
140	того же	2	3
141	является и	1	3
142	жизни и	1	3
143	и другие	2	3
144	ту же	1	2
145	также и	2	2
146	xvii века	1	2
147	и то	1	2
148	на самом	3	2
149	из всех	1	2
150	со всех	1	2
151	мы не	1	2
152	в которой	11	2
153	по адресу	2	2
154	не совсем	1	2
155	беседует с	1	2
156	еще не	1	2
157	в чем	1	2
158	с его	2	2
159	точка зрения	1	2
160	по отношению	1	2
161	отношение к	1	2
162	не просто	1	2
163	в течение	6	2
164	в одной	2	2
165	говорит что	1	2
166	более или	2	2
167	где все	1	2
168	как он	2	2
169	заключительной части	1	2
170	и еще	1	2
171	свое время	1	2
172	одно и	1	2
173	значительной степени	2	2
174	что все	1	2
175	это было	2	2
176	душа моя	1	2
177	с этим	3	2
178	брань и	1	2
179	в тоне	1	2
180	не мог	3	2
181	что значит	1	2
182	в этих	3	2
183	места в	1	2
184	во второй	1	2
185	или менее	2	2
186	своего рода	5	2
187	было связано	1	2
188	что есть	1	2
189	дело не	2	2
190	дело в	4	2
191	в процессе	2	2
192	все свои	1	2
193	и всегда	2	2
194	подробное описание	1	2
195	этом отношении	9	2
196	в области	2	2
197	нет ни	1	2
198	года он	1	2
199	к тому	10	2
200	они и	1	2
201	оно не	3	2
202	в каждой	1	2
203	на другой	1	2
204	с самого	3	2
205	роль в	1	2
206	на том	1	2
207	путешествие в	1	2
208	о тех	1	2
209	никогда не	3	2
210	особенно в	2	2
211	здесь нет	1	2
212	в построении	1	2
213	связанное с	1	2
214	а также	2	2
215	одного из	1	2
216	в значительной	2	2
217	и во	1	2
218	бы в	1	2
219	еще более	4	2
220	все время	1	2
221	в лице	1	2
222	того что	5	2
223	тот же	1	2
224	одной из	3	2
225	только на	1	2
226	же в	1	2
227	связано с	1	2
228	отношению к	1	2
229	них и	1	2
230	нужно сказать	1	2
231	к самому	1	2
232	в особенности	2	2
233	связан с	3	2
234	именно в	4	2
235	и др	2	2
236	а на	1	2
237	до конца	3	2
238	а не	5	2
239	его как	2	2
240	в связи	1	2
241	нигде не	2	2
242	по своему	2	2
243	в изображении	1	2
244	в данном	2	2
245	своего времени	4	2
246	вокруг которого	1	2
247	которые были	1	2
248	царей и	2	2
249	или в	1	2
250	в результате	2	2
251	этой системы	1	2
252	и смысл	1	2
253	и как	2	2
254	ни было	2	2
255	почти ничего	1	2
256	одновременно и	1	2
257	в свое	1	2
258	нас не	2	2
259	во всяком	3	2
260	произведения но	1	1
261	одним из	6	1
262	до него	2	1
263	с жизнью	1	1
264	как его	1	1
265	сам по	1	1
266	самом деле	3	1
267	была лишена	1	1
268	это и	1	1
269	в приведенном	1	1
270	вряд ли	3	1
271	в первом	1	1
272	характерное для	1	1
273	своего романа	1	1
274	всем что	1	1
275	смысл этого	2	1
276	едва ли	1	1
277	по его	3	1
278	его не	3	1
279	в несколько	1	1
280	а как	4	1
281	с абсолютной	1	1
282	почти все	2	1
283	оба эти	3	1
284	этот был	1	1
285	есть нечто	1	1
286	и отрицательных	1	1
287	все здесь	1	1
288	а во-вторых	1	1
289	бы ни	2	1
290	направлением в	1	1
291	конечно и	2	1
292	в письме	5	1
293	был знаком	1	1
294	подчеркнуть что	3	1
295	это время	2	1
296	что судьба	1	1
297	он сам	1	1
298	этот текст	1	1
299	не был	3	1
300	этим не	1	1
301	в знаменитой	1	1
302	только после	1	1
303	в ее	2	1
304	при жизни	1	1
305	но не	3	1
306	бы его	1	1
307	тогда как	2	1
308	себе и	1	1
