N	2gram	Losev_Prob_1	Problemy
1	из подполья	2	35
2	и в	32	35
3	как бы	14	31
4	и не	31	27
5	что он	7	24
6	в его	6	21
7	но в	14	19
8	как и	3	18
9	не может	8	18
10	в нем	13	16
11	то есть	33	16
12	то же	10	15
13	с самим	1	15
14	и все	7	15
15	в сущности	2	14
16	в этом	19	14
17	и его	3	14
18	для него	2	14
19	может быть	14	14
20	но и	9	14
21	все это	7	14
22	он не	3	13
23	что я	1	13
24	к нему	3	13
25	и с	2	12
26	в другом	1	12
27	у достоевского	1	12
28	прежде всего	10	12
29	и к	1	12
30	в пределах	1	11
31	в то	6	11
32	слова и	1	11
33	самом деле	6	10
34	в двойнике	1	10
35	не только	17	10
36	не в	4	10
37	то что	42	10
38	а я	1	10
39	на самом	6	9
40	самим собою	1	9
41	в отношении	3	9
42	ни одного	1	9
43	мы уже	5	8
44	я не	1	8
45	все же	1	8
46	как мы	7	8
47	так и	12	8
48	и слово	1	8
49	и для	4	8
50	потому что	16	8
51	слово о	2	7
52	еще не	9	7
53	с его	2	7
54	лишь в	1	7
55	таким образом	6	7
56	для себя	3	7
57	и сам	1	7
58	в виде	15	7
59	вовсе не	35	7
60	так же	9	7
61	что же	9	7
62	точки зрения	3	7
63	с ним	3	7
64	а в	4	7
65	и на	8	6
66	он сам	2	6
67	но не	9	6
68	что они	3	6
69	в самом	6	6
70	в каждом	1	6
71	к тому	3	6
72	и что	9	6
73	только в	7	6
74	но это	8	6
75	от него	1	6
76	не знает	1	6
77	что в	12	6
78	и то	6	5
79	как в	4	5
80	в себе	15	5
81	я вам	2	5
82	на протяжении	1	5
83	он и	8	5
84	в конце	6	5
85	даже в	1	5
86	я вас	1	5
87	во время	1	5
88	да и	3	5
89	его с	1	5
90	и это	9	5
91	в том	9	5
92	так что	6	5
93	к самому	1	5
94	и даже	11	5
95	к своему	1	5
96	ивана карамазова	1	4
97	так чтобы	1	4
98	он в	2	4
99	в чем	3	4
100	нет и	2	4
101	же и	3	4
102	сливается с	1	4
103	что это	3	4
104	но на	1	4
105	на его	2	4
106	но все	3	4
107	его в	6	4
108	в них	7	4
109	в эту	2	4
110	в своей	8	4
111	в такой	1	4
112	нему и	1	4
113	но он	3	4
114	друг другу	2	4
115	по себе	15	4
116	никогда не	7	4
117	и без	1	4
118	как раз	13	4
119	как будто	3	4
120	и делает	3	4
121	той или	5	4
122	где он	1	4
123	говорили что	2	4
124	сознания и	2	4
125	а впрочем	1	4
126	между тем	2	4
127	тотчас же	1	4
128	все время	2	4
129	и так	2	4
130	только на	4	4
131	всяком случае	3	4
132	так как	11	4
133	не о	2	4
134	тем что	7	4
135	или иной	5	4
136	с другой	3	4
137	что не	3	4
138	в стиле	1	4
139	а не	15	4
140	с которым	1	4
141	но как	6	4
142	по своему	9	4
143	но зато	1	4
144	тот же	1	4
145	во всяком	7	4
146	себя как	1	3
147	а между	1	3
148	как его	2	3
149	и свой	1	3
150	говорить о	6	3
151	в виду	6	3
152	как символ	6	3
153	это действительно	1	3
154	бы то	1	3
155	во всех	7	3
156	совсем не	4	3
157	в общем	1	3
158	за пределы	6	3
159	в одной	1	3
160	с этим	3	3
161	его к	1	3
162	все эти	8	3
163	ее как	1	3
164	тому же	1	3
165	в братьях	1	3
166	одно и	1	3
167	то ни	1	3
168	было бы	8	3
169	этом смысле	6	3
170	нет в	1	3
171	с тем	5	3
172	другим и	1	3
173	в котором	5	3
174	не как	2	3
175	раз и	9	3
176	знал что	3	3
177	которого он	2	3
178	но только	2	3
179	ничего не	10	3
180	или как	3	3
181	только с	1	3
182	с ее	1	3
183	в ее	3	3
184	под влиянием	1	3
185	сводится к	1	3
186	и во	3	3
187	это не	6	3
188	в него	2	3
189	того что	7	3
190	он уже	1	3
191	со всеми	2	3
192	человека с	1	3
193	уже не	3	3
194	уже в	3	3
195	из них	3	3
196	его и	1	3
197	братьях карамазовых	1	3
198	даже и	8	3
199	другого и	1	3
200	он только	1	3
201	мы остановимся	1	3
202	слов в	1	3
203	сам не	1	3
204	должно быть	2	3
205	в начале	1	3
206	и от	1	3
207	конце концов	4	3
208	мы должны	5	3
209	только что	2	3
210	ни было	1	3
211	том что	12	3
212	сказать что	13	3
213	другой стороны	3	3
214	бы его	1	3
215	я и	2	2
216	например в	2	2
217	чтобы не	1	2
218	сам по	7	2
219	показать что	1	2
220	в первом	2	2
221	не хочет	3	2
222	проникает в	1	2
223	и этот	1	2
224	он ничего	1	2
225	мы говорили	4	2
226	еще до	1	2
227	время как	1	2
228	своему смыслу	1	2
229	кто же	1	2
230	в которых	3	2
231	быть в	1	2
232	что его	3	2
233	бы не	1	2
234	именно тем	1	2
235	но конечно	1	2
236	в голове	1	2
237	друг на	1	2
238	с которыми	4	2
239	не просто	23	2
240	однако в	2	2
241	в своем	5	2
242	им в	1	2
243	виду и	2	2
244	мы можем	4	2
245	хотя и	6	2
246	и как	6	2
247	в которой	2	2
248	бы и	1	2
249	его целом	1	2
250	мне не	1	2
251	еще один	1	2
252	раз в	1	2
253	но ведь	3	2
254	как он	4	2
255	в записках	1	2
256	вообще не	2	2
257	при этом	6	2
258	но именно	3	2
259	всех этих	7	2
260	их в	4	2
261	что тут	4	2
262	на этом	1	2
263	бы они	1	2
264	что все	3	2
265	хочет чтобы	1	2
266	той же	1	2
267	это было	2	2
268	с другими	2	2
269	то все	1	2
270	он есть	4	2
271	кажется что	1	2
272	ни в	7	2
273	но уже	5	2
274	и вы	1	2
275	все равно	5	2
276	и того	2	2
277	в этих	3	2
278	с точки	3	2
279	и другого	1	2
280	войти в	1	2
281	что сам	1	2
282	тому чтобы	1	2
283	можем сказать	1	2
284	тому что	4	2
285	вопрос о	1	2
286	если и	1	2
287	слова мы	1	2
288	не менее	19	2
289	но что	2	2
290	о них	1	2
291	к другим	1	2
292	слово и	1	2
293	подобно тому	2	2
294	этих двух	1	2
295	к ней	1	2
296	по своей	1	2
297	очень часто	1	2
298	иван карамазов	1	2
299	есть только	8	2
300	этого и	1	2
301	а что	1	2
302	бы он	1	2
303	что вы	3	2
304	здесь еще	1	2
305	и самое	1	2
306	без всякого	2	2
307	уже с	2	2
308	всей своей	1	2
309	в дальнейшем	4	2
310	с собой	2	2
311	можно было	3	2
312	на нее	1	2
313	конечно в	2	2
314	особенно в	2	2
315	мог бы	1	2
316	для этого	3	2
317	и вообще	4	2
318	о нем	3	2
319	о том	11	2
320	и та	1	2
321	почему же	1	2
322	переходит в	1	2
323	и об	1	2
324	в самый	1	2
325	быть и	3	2
326	мы увидим	3	2
327	что даже	1	2
328	то в	5	2
329	себя в	1	2
330	конечно не	1	2
331	в жизни	3	2
332	в душе	1	2
333	за ним	1	2
334	этот раз	2	2
335	мы знаем	1	2
336	совсем другое	1	2
337	остановимся только	1	2
338	друг друга	1	2
339	не случайно	1	2
340	каждый из	1	2
341	уже и	3	2
342	всех тех	1	2
343	связан с	1	2
344	что на	1	2
345	здесь в	3	2
346	не прощу	1	2
347	говорит о	3	2
348	от другого	2	2
349	на этот	3	2
350	на друга	1	2
351	у человека	1	2
352	мы видели	1	2
353	вступает в	1	2
354	вместе с	2	2
355	не знал	5	2
356	чем теперь	1	2
357	тому как	2	2
358	с этой	1	2
359	будет и	1	2
360	но для	3	2
361	пока еще	3	2
362	или в	4	2
363	что оно	3	2
364	и ни	4	2
365	хотя бы	3	2
366	будто бы	1	2
367	еще очень	2	2
368	себе но	3	2
369	но эти	1	2
370	ни на	4	2
371	это в	1	2
372	же нам	1	1
373	думал я	1	1
374	кто его	1	1
375	если вы	1	1
376	именно как	4	1
377	ту же	1	1
378	одним из	1	1
379	оно менее	1	1
380	начинается с	1	1
381	функции в	4	1
382	мной и	1	1
383	всего ее	1	1
384	мы здесь	2	1
385	он может	1	1
386	в стороне	1	1
387	здесь и	1	1
388	с выражением	1	1
389	по преимуществу	2	1
390	и до	2	1
391	уже указывали	1	1
392	что эти	1	1
393	и больше	1	1
394	этого он	1	1
395	отношения к	1	1
396	уже по	1	1
397	входящих в	1	1
398	в их	4	1
399	по его	2	1
400	которыми он	1	1
401	есть не	6	1
402	до времени	1	1
403	а уж	1	1
404	или наоборот	1	1
405	мы не	2	1
406	и ничего	2	1
407	которую мы	1	1
408	тогда-то и	1	1
409	почти все	1	1
410	есть нечто	11	1
411	которое не	1	1
412	но даже	1	1
413	то это	1	1
414	сказать о	2	1
415	себе что	2	1
416	за этот	1	1
417	того же	3	1
418	с большим	1	1
419	мы без	1	1
420	собою и	2	1
421	и самого	1	1
422	на другом	1	1
423	он был	1	1
424	а еще	1	1
425	оглядки на	1	1
426	без которого	3	1
427	ли его	2	1
428	себе к	1	1
429	сказать и	3	1
430	вот тогда-то	1	1
431	он вообще	1	1
432	он строит	1	1
433	то он	2	1
434	с самой	1	1
435	в качестве	2	1
436	тут же	1	1
437	герой как	1	1
438	хочет убить	1	1
439	так до	1	1
440	сама по	4	1
441	который однако	1	1
442	меньше всего	2	1
443	отнюдь не	10	1
444	чем же	2	1
445	раскольникова со	1	1
446	к истинному	1	1
447	нас прежде	1	1
448	но пока	1	1
449	символ а	1	1
450	тем более	5	1
451	того не	1	1
452	очень трудно	2	1
453	и пр	4	1
454	перед нами	5	1
455	кроме того	2	1
456	голядкина в	1	1
457	я вовсе	1	1
458	говорит что	1	1
459	что по	1	1
460	и словом	1	1
461	всего как	1	1
462	подумал я	1	1
463	именно эта	1	1
464	чего же	1	1
465	мы это	1	1
466	ни один	1	1
467	тут и	1	1
468	тоже не	7	1
469	есть как	2	1
470	в этой	10	1
471	вы меня	1	1
472	нами в	1	1
473	во многих	2	1
474	чтобы они	1	1
475	об исповеди	1	1
476	а вовсе	1	1
477	он должен	2	1
478	идеи и	1	1
479	на тот	2	1
480	ведь не	1	1
481	был и	1	1
482	и если	6	1
483	ни были	1	1
484	с последней	1	1
485	так уж	1	1
486	чтобы в	1	1
487	говорите что	1	1
488	из него	1	1
489	его можно	1	1
490	так например	1	1
