N	2gram	Nazirov_Tv_1	Dialekti
1	не есть	1	54
2	т е	1	48
3	и не	7	27
4	а не	5	26
5	и т	3	24
6	и в	21	24
7	значит что	2	24
8	это значит	1	24
9	не только	7	23
10	т д	1	23
11	что такое	1	21
12	по себе	1	20
13	не может	4	19
14	и есть	1	16
15	и что	1	15
16	что все	3	14
17	то что	8	14
18	в таком	1	14
19	таким образом	5	13
20	что он	6	13
21	вовсе не	5	13
22	может быть	5	13
23	и даже	3	13
24	что это	1	12
25	есть только	1	12
26	того что	3	12
27	не менее	6	11
28	не имеет	1	11
29	что же	1	11
30	в сущности	1	10
31	отнюдь не	5	10
32	тем не	2	10
33	только не	1	10
34	не существует	3	10
35	есть не	2	9
36	то это	1	9
37	что она	2	9
38	ни в	1	9
39	но и	3	9
40	в этом	6	8
41	и как	4	8
42	это есть	1	8
43	учение о	1	8
44	отличается от	1	8
45	так что	2	8
46	в виде	3	8
47	прежде всего	4	8
48	том что	11	8
49	если же	1	8
50	это и	3	7
51	в самом	3	7
52	как и	12	7
53	никогда не	3	7
54	как раз	1	7
55	потому что	5	7
56	что оно	1	7
57	в виду	2	7
58	только на	2	7
59	но что	1	7
60	даже и	1	7
61	что в	12	7
62	самом деле	2	6
63	что иное	1	6
64	я не	3	6
65	иное как	1	6
66	то же	13	6
67	об этом	2	6
68	и с	3	6
69	превращается в	1	6
70	оно не	1	6
71	что и	2	6
72	о том	6	6
73	так как	3	6
74	не на	1	6
75	и все	6	6
76	все это	10	6
77	кроме того	1	6
78	но если	3	6
79	не что	1	6
80	что его	2	5
81	хотя и	3	5
82	и к	1	5
83	он не	8	5
84	по крайней	2	5
85	так и	2	5
86	было бы	1	5
87	всего прочего	1	5
88	в них	1	5
89	и тогда	1	5
90	в том	7	5
91	в то	15	5
92	и притом	2	5
93	и его	6	5
94	только в	5	5
95	уже не	3	5
96	одно из	1	5
97	крайней мере	2	5
98	что не	2	5
99	что для	2	5
100	как это	1	5
101	с этой	1	5
102	но это	5	5
103	личности и	2	5
104	только как	1	5
105	жизни и	3	5
106	чего не	1	4
107	в возможности	1	4
108	время как	1	4
109	говорить о	1	4
110	в чем	2	4
111	в истории	1	4
112	он просто	1	4
113	это не	4	4
114	на первый	1	4
115	от себя	1	4
116	если нет	1	4
117	тому что	1	4
118	но только	2	4
119	не могут	1	4
120	а что	2	4
121	и это	1	4
122	нет никакой	1	4
123	можно только	1	4
124	жизнь и	1	4
125	о нем	1	4
126	к тому	2	4
127	с другой	3	4
128	богословия и	1	4
129	для него	6	4
130	говорит о	3	4
131	у нас	1	4
132	так же	3	4
133	хотя бы	5	4
134	только что	2	4
135	сказать что	2	4
136	себя как	2	3
137	была бы	1	3
138	из самых	1	3
139	мы уже	1	3
140	той же	3	3
141	и тут	1	3
142	но даже	1	3
143	и на	7	3
144	и всякий	1	3
145	и я	1	3
146	в одной	2	3
147	с этим	1	3
148	в своем	4	3
149	все же	5	3
150	перед нами	2	3
151	все эти	1	3
152	но его	2	3
153	тем более	1	3
154	в нем	3	3
155	не значит	1	3
156	не будет	2	3
157	он и	1	3
158	миф о	1	3
159	не в	2	3
160	тем самым	7	3
161	она не	1	3
162	одна из	2	3
163	в основе	2	3
164	но она	2	3
165	на себя	1	3
166	же время	12	3
167	не мир	1	3
168	и о	1	3
169	быть может	2	3
170	вот это	1	3
171	движения и	1	3
172	утверждает что	1	3
173	это было	1	3
174	к нему	1	3
175	не надо	1	3
176	все время	1	3
177	и ее	1	3
178	вопрос об	1	3
179	с одной	1	3
180	то и	1	3
181	при помощи	2	3
182	из них	2	3
183	мы знаем	1	3
184	сами по	1	3
185	тем что	1	3
186	есть подлинная	1	3
187	не было	1	3
188	его как	2	3
189	ни на	3	3
190	веровать в	1	3
191	одной стороны	1	3
192	а если	1	3
193	в сферу	1	3
194	как бы	17	3
195	на свете	2	3
196	и от	4	3
197	из материи	1	3
198	не знает	2	3
199	я и	3	2
200	также и	1	2
201	же как	1	2
202	в частности	2	2
203	в первом	2	2
204	исходит из	1	2
205	не имеют	4	2
206	прошлое и	1	2
207	уже по	1	2
208	его не	1	2
209	что если	1	2
210	есть основа	3	2
211	в разные	1	2
212	что можно	1	2
213	и он	2	2
214	в ней	2	2
215	еще не	1	2
216	всего этого	1	2
217	бы то	1	2
218	с его	11	2
219	но не	3	2
220	и уж	1	2
221	и где	1	2
222	в мысли	1	2
223	сознания в	1	2
224	целый ряд	1	2
225	но в	7	2
226	то в	2	2
227	в себе	2	2
228	тому же	1	2
229	в жертву	1	2
230	но на	1	2
231	и если	1	2
232	при этом	7	2
233	перестает быть	1	2
234	явление но	1	2
235	и вот	1	2
236	что у	1	2
237	и по	3	2
238	на этом	1	2
239	людей и	2	2
240	и чтобы	1	2
241	все равно	1	2
242	показывает что	1	2
243	и уже	1	2
244	к истории	1	2
245	в их	3	2
246	настоящее и	1	2
247	отличен от	1	2
248	что этот	1	2
249	что их	1	2
250	учения о	1	2
251	же он	1	2
252	исторического процесса	1	2
253	не вполне	1	2
254	личности в	2	2
255	уже о	1	2
256	могут быть	2	2
257	есть проявление	1	2
258	более не	2	2
259	меня в	1	2
260	так в	1	2
261	и необходимости	2	2
262	и когда	2	2
263	с первым	1	2
264	для этого	1	2
265	его помощи	1	2
266	и здесь	1	2
267	никак не	1	2
268	она всегда	1	2
269	нас в	1	2
270	грань между	1	2
271	в его	13	2
272	себя но	2	2
273	на словах	1	2
274	о бытии	1	2
275	только он	1	2
276	даже если	1	2
277	их не	1	2
278	и тем	2	2
279	со всеми	3	2
280	и тела	1	2
281	себя в	1	2
282	же и	2	2
283	и у	2	2
284	же в	1	2
285	хочет быть	1	2
286	ведь это	1	2
287	у него	7	2
288	именно в	2	2
289	души и	1	2
290	своего собственного	2	2
291	себя и	1	2
292	зависит от	2	2
293	пространства и	2	2
294	нет ни	2	2
295	куда же	1	2
296	в данном	2	2
297	в смысле	1	2
298	и мыслит	1	2
299	до степени	1	2
300	природе как	1	2
301	или в	2	2
302	из себя	2	2
303	а в	6	2
304	может и	1	2
305	другой стороны	1	2
306	бы его	1	2
307	точно так	2	2
308	к этой	1	2
309	а я	1	2
310	ее в	3	2
311	в своих	5	2
312	от этой	1	1
313	ту же	3	1
314	этого в	1	1
315	в сфере	1	1
316	чтобы не	1	1
317	и фактически	1	1
318	на самом	3	1
319	но тем	1	1
320	основан на	1	1
321	по преимуществу	2	1
322	мировоззрения и	2	1
323	и этот	1	1
324	момент истории	1	1
325	а как	2	1
326	отличается и	1	1
327	на первом	2	1
328	человека у	2	1
329	что никто	1	1
330	мир с	2	1
331	построения в	1	1
332	себе что	1	1
333	из ее	1	1
334	ибо это	1	1
335	и самого	1	1
336	определяет человека	1	1
337	отношения и	1	1
338	во всех	1	1
339	не то	2	1
340	друг на	1	1
341	конечном счете	4	1
342	тогда как	1	1
343	и будет	2	1
344	свободы и	2	1
345	с какой	1	1
346	и каждому	1	1
347	от одной	1	1
348	как к	2	1
349	что как	2	1
350	о жизни	1	1
351	и наконец	2	1
352	это тоже	1	1
353	себе не	2	1
354	них он	1	1
355	в этот	1	1
356	мы но	1	1
357	со своей	1	1
358	к чему	1	1
359	та же	4	1
360	в которой	3	1
361	из жизни	1	1
362	к необходимости	1	1
363	же невозможно	1	1
364	его содержания	1	1
365	если мы	1	1
366	и будущее	2	1
367	эпохи и	1	1
368	чем его	1	1
369	говорят о	1	1
370	имеем в	1	1
371	если он	1	1
372	по самому	2	1
373	он ни	3	1
374	а просто	1	1
375	всех этих	1	1
376	свою собственную	1	1
377	и настоящее	1	1
378	же это	1	1
379	чем у	1	1
380	не к	1	1
381	как от	1	1
382	его можно	1	1
383	с фактами	1	1
384	то ни	1	1
385	им как	1	1
386	в мире	4	1
387	в глубине	1	1
388	на ту	1	1
389	его в	1	1
390	знает что	1	1
391	это вовсе	1	1
392	общества в	1	1
393	в него	2	1
394	времени так	1	1
395	известно что	2	1
396	весь мир	1	1
397	и самыми	1	1
398	далеко не	3	1
399	восприятие и	1	1
400	личности не	2	1
401	мы имеем	1	1
402	на друга	1	1
403	о чем	1	1
404	нет оно	1	1
405	жизни но	1	1
406	бога и	2	1
407	такой же	2	1
408	школы и	1	1
409	менее чем	1	1
410	во время	1	1
411	в отношении	1	1
412	в котором	6	1
413	место в	3	1
414	бытие в	1	1
415	представление о	3	1
416	не от	1	1
417	организации пространства	1	1
418	как одна	1	1
419	но он	2	1
420	человек по	4	1
421	и более	1	1
