N	3gram	Voloshinov_1	Problema
1	не может быть	2	11
2	с точки зрения	5	6
3	в большинстве случаев	1	5
4	с другой стороны	1	4
5	в конечном счете	1	4
6	на самом деле	3	3
7	художественного творчества и	1	3
8	в самом деле	1	3
9	можно было бы	1	3
10	все то что	2	3
11	как мы увидим	2	3
12	то же время	7	3
13	в том что	1	3
14	в то же	9	3
15	тем не менее	1	3
16	художественное творчество и	2	3
17	можно сказать что	2	2
18	то же самое	4	2
19	но и в	3	2
20	и во всех	1	2
21	и не может	1	2
22	и в области	2	2
23	то или иное	4	2
24	лишь там где	1	2
25	к миру и	2	2
26	и в то	2	2
27	не только в	3	2
28	приходится иметь дело	2	2
29	того или иного	5	2
30	во всех своих	3	2
31	и тем самым	3	2
32	той или иной	3	2
33	для того чтобы	7	2
34	в этом отношении	2	2
35	только в этих	1	1
36	что иное как	2	1
37	какое значение имеет	1	1
38	и в таких	1	1
39	иметь в виду	1	1
40	в виду что	1	1
41	в свою очередь	4	1
42	же мы должны	1	1
43	не говоря уже	1	1
44	в том и	1	1
45	до сих пор	1	1
46	и завершение и	1	1
47	хотя бы и	1	1
48	в ней как	1	1
49	а в этом	1	1
50	в одном и	1	1
51	которое может быть	3	1
52	как это ни	1	1
53	вследствие того что	1	1
54	но каким образом	1	1
55	не было бы	2	1
56	или хотя бы	2	1
57	к личности говорящего	1	1
58	ни в какой	1	1
59	здесь же мы	1	1
60	отнюдь не является	1	1
61	в значительной степени	2	1
62	не что иное	2	1
63	не только его	1	1
64	находит свое отражение	1	1
65	но в то	2	1
66	к чему не	2	1
67	будем в дальнейшем	1	1
68	смысле этого слова	2	1
69	может обойтись без	1	1
70	как мы это	1	1
71	с помощью которого	1	1
72	и в этом	1	1
73	по сравнению с	1	1
74	до того времени	1	1
75	и как бы	1	1
76	в нашем случае	1	1
77	в связи с	2	1
78	о том какое	1	1
79	и от всех	1	1
80	в дальнейшем называть	1	1
81	значение имеет язык	1	1
82	мы будем называть	1	1
83	это возможно лишь	1	1
84	и в романе	1	1
85	уже не к	1	1
86	по себе не	1	1
87	из всего сказанного	1	1
88	хотя бы только	1	1
89	есть не что	2	1
90	ни к чему	2	1
91	всего сказанного нами	1	1
92	равно как и	2	1
93	войти в историю	1	1
94	та или иная	1	1
95	хотя бы в	1	1
96	вопрос о том	1	1
97	и для выражения	1	1
98	миру и к	1	1
99	и как мы	1	1
100	в самом широком	1	1
101	не может обойтись	1	1
102	ни от чего	1	1
103	в себе все	1	1
104	как мы уже	2	1
105	это как бы	1	1
106	к тому что	2	1
107	самом широком смысле	1	1
108	но как только	1	1
109	что у нас	2	1
110	как и в	1	1
111	на этот вопрос	1	1
112	является как бы	1	1
113	о чем говорится	1	1
114	то есть к	1	1
