N	2gram	Vinokur_St_3	Myslijsy
1	потому что	5	49
2	для нас	1	31
3	то есть	2	30
4	и в	25	24
5	может быть	19	23
6	то что	12	20
7	и не	10	19
8	в том	20	18
9	а не	5	18
10	что в	19	16
11	не только	12	15
12	по себе	1	15
13	того же	2	14
14	не в	6	13
15	было бы	7	13
16	то же	5	12
17	но не	2	12
18	не может	7	12
19	мы не	2	11
20	таким образом	10	11
21	вместе с	2	11
22	если бы	4	11
23	что и	1	11
24	что мы	3	11
25	только в	6	11
26	как в	6	10
27	для него	3	10
28	тогда когда	2	10
29	так что	11	10
30	так как	3	10
31	независимо от	5	9
32	в нем	1	9
33	вовсе не	2	9
34	то и	2	9
35	но и	9	9
36	как бы	6	9
37	и на	6	8
38	в этом	24	8
39	более или	1	8
40	том что	15	8
41	или менее	1	8
42	в одно	1	8
43	могут быть	2	8
44	а в	6	8
45	в чем	4	7
46	во всех	2	7
47	с этим	7	7
48	как и	4	7
49	между собою	2	7
50	всяком случае	4	7
51	того как	1	7
52	прежде всего	10	7
53	тем что	19	7
54	того что	5	7
55	во всяком	4	7
56	и т	8	6
57	что если	2	6
58	и как	1	6
59	в состоянии	1	6
60	и того	1	6
61	тем не	2	6
62	в то	7	6
63	не имеет	2	6
64	связи с	3	6
65	свою очередь	1	6
66	между тем	6	6
67	и только	2	6
68	не можем	1	6
69	в одном	1	6
70	заметить что	2	6
71	с другой	5	6
72	не было	4	6
73	этого слова	2	6
74	в свою	2	6
75	а и	1	5
76	что они	2	5
77	все же	4	5
78	уже в	3	5
79	бы не	1	5
80	на то	5	5
81	есть не	1	5
82	не менее	2	5
83	по крайней	4	5
84	с ним	1	5
85	судя по	1	5
86	так и	5	5
87	по мере	1	5
88	о том	8	5
89	а потому	2	5
90	крайней мере	4	5
91	слова в	1	5
92	из них	1	5
93	от того	2	5
94	в них	5	5
95	для того	2	5
96	что не	2	5
97	и их	1	5
98	в которой	4	5
99	сам по	1	4
100	в самом	2	4
101	время как	4	4
102	еще не	2	4
103	что хотя	1	4
104	но в	5	4
105	уже не	3	4
106	из этих	6	4
107	как он	1	4
108	так сказать	2	4
109	одно целое	1	4
110	и если	3	4
111	в нее	1	4
112	с тем	4	4
113	такой же	2	4
114	в котором	5	4
115	место в	6	4
116	том смысле	2	4
117	сих пор	2	4
118	одном из	1	4
119	между прочим	3	4
120	они не	1	4
121	образом в	1	4
122	одна из	2	4
123	от их	1	4
124	в некоторых	3	4
125	то время	4	4
126	так в	1	4
127	никогда не	2	4
128	и что	3	4
129	для самого	1	4
130	что он	19	4
131	с одной	2	4
132	указания на	1	4
133	в других	1	4
134	до сих	2	4
135	влияние на	1	4
136	там где	1	4
137	если не	1	4
138	тому как	1	4
139	во время	3	4
140	вряд ли	1	3
141	например в	4	3
142	и то	1	3
143	тем же	1	3
144	той же	2	3
145	то это	1	3
146	не совсем	2	3
147	что его	2	3
148	только тогда	2	3
149	если в	2	3
150	очевидно что	1	3
151	со стороны	3	3
152	относится к	4	3
153	которые не	1	3
154	что это	16	3
155	в целом	4	3
156	думать что	1	3
157	во многих	2	3
158	что она	1	3
159	т д	2	3
160	о которой	2	3
161	не как	2	3
162	и может	2	3
163	его не	2	3
164	его в	1	3
165	это не	7	3
166	и тем	4	3
167	о которых	3	3
168	рядом с	1	3
169	и тогда	2	3
170	в эту	4	3
171	в этих	11	3
172	и при	1	3
173	приблизительно так	1	3
174	но во	1	3
175	быть не	2	3
176	того кто	1	3
177	бы быть	1	3
178	в ней	4	3
179	на него	1	3
180	в каком	4	3
181	те же	1	3
182	том как	1	3
183	мы в	1	3
184	в словах	3	3
185	и вообще	1	3
186	находится в	1	3
187	на вопрос	3	3
188	от них	2	3
189	и во	2	3
190	в языке	8	3
191	как например	8	3
192	и у	2	3
193	одно из	2	3
194	не так	3	3
195	т п	6	3
196	что для	3	3
197	одной стороны	3	3
198	в самой	1	3
199	смысле этого	1	3
200	но это	4	3
201	и для	4	3
202	и все	1	3
203	или нет	1	3
204	только что	2	3
205	все что	1	3
206	как на	6	3
207	самом деле	2	2
208	на самом	1	2
209	отношения к	1	2
210	этот взгляд	1	2
211	не во	1	2
212	вопрос о	1	2
213	с его	3	2
214	тем как	2	2
215	то мы	1	2
216	то к	1	2
217	что за	1	2
218	не все	1	2
