N	2gram	Berdyaev_M_2	Literetu
1	не только	18	24
2	но и	15	17
3	в том	3	16
4	а не	13	16
5	том что	4	14
6	может быть	21	13
7	сознания в	1	12
8	и не	18	12
9	в этом	20	12
10	в своем	8	11
11	своего рода	1	11
12	прежде всего	12	11
13	в русской	6	10
14	такого рода	2	10
15	то что	5	10
16	в целом	1	8
17	не в	9	8
18	и в	46	8
19	только в	3	8
20	я и	2	7
21	я не	5	7
22	как бы	8	7
23	в себе	10	7
24	в его	5	7
25	уже не	4	7
26	как и	13	6
27	точки зрения	2	6
28	и сам	1	6
29	того что	6	6
30	связи с	2	6
31	в жизни	4	6
32	себя в	4	6
33	на смену	3	6
34	xix века	1	6
35	то же	5	5
36	как в	7	5
37	для себя	1	5
38	а также	1	5
39	что он	7	5
40	уже в	2	5
41	не может	15	5
42	с этой	1	5
43	с его	4	5
44	в своей	5	4
45	в этой	7	4
46	всего лишь	1	4
47	по преимуществу	5	4
48	перестает быть	1	4
49	с собой	2	4
50	лишь в	2	4
51	духовной жизни	1	4
52	для этого	4	4
53	и его	5	4
54	ведет к	13	4
55	никогда не	18	4
56	так и	4	4
57	еще в	2	4
58	и тем	1	4
59	мир в	1	4
60	в конце	5	4
61	друг друга	12	4
62	это не	5	4
63	культуры в	1	4
64	в своих	3	4
65	в сфере	2	3
66	и есть	8	3
67	также и	4	3
68	самого себя	4	3
69	по отношению	2	3
70	более чем	2	3
71	в самом	5	3
72	бы не	2	3
73	той же	3	3
74	его в	3	3
75	не мог	3	3
76	у тютчева	1	3
77	но в	10	3
78	в основе	2	3
79	к себе	2	3
80	в пределах	1	3
81	приводит к	1	3
82	другого в	2	3
83	по своей	3	3
84	один из	5	3
85	и прежде	1	3
86	сознание в	1	3
87	своего другого	1	3
88	потому что	12	3
89	у него	22	3
90	с другой	1	3
91	не было	11	3
92	мира в	1	3
93	да и	2	3
94	мыслится как	1	3
95	в культуре	1	3
96	жизни и	6	3
97	что в	4	3
98	а в	2	3
99	свободы от	1	3
100	же и	2	3
101	всем и	1	2
102	чтобы не	3	2
103	человека и	7	2
104	того же	1	2
105	и то	1	2
106	самом деле	1	2
107	должна быть	1	2
108	от всякой	1	2
109	та же	10	2
110	в сущности	2	2
111	в решении	1	2
112	а для	2	2
113	на себя	1	2
114	х годов	1	2
115	во мне	1	2
116	и самого	3	2
117	во имя	16	2
118	то он	2	2
119	нет не	1	2
120	его я	1	2
121	и нет	3	2
122	все эти	1	2
123	не оставляет	1	2
124	но без	1	2
125	во многих	1	2
126	как он	3	2
127	в нем	22	2
128	окружающей его	1	2
129	не к	2	2
130	подобно тому	2	2
131	на этом	2	2
132	самим собой	1	2
133	было бы	1	2
134	на почве	3	2
135	для них	1	2
136	бы на	1	2
137	от своего	1	2
138	что такое	1	2
139	как все	1	2
140	с точки	1	2
141	жизни с	1	2
142	эта мысль	2	2
143	в россии	3	2
144	так называемого	1	2
145	ничего кроме	2	2
146	жизни не	2	2
147	в сознании	1	2
148	как будто	2	2
149	этом отношении	1	2
150	к тому	5	2
151	должен быть	4	2
152	у достоевского	34	2
153	направленной на	2	2
154	самим собою	2	2
155	роль в	1	2
156	друг для	2	2
157	в мире	7	2
158	новых и	1	2
159	или иной	2	2
160	в другом	1	2
161	о том	3	2
162	все та	1	2
163	мир и	2	2
164	между тем	2	2
165	во втором	1	2
166	и только	1	2
167	будь то	1	2
168	хотя бы	7	2
169	человеческого духа	5	2
170	что не	2	2
171	не сам	1	2
172	для него	18	2
173	себе в	2	2
174	а потому	1	2
175	от тех	1	2
176	не случайно	2	2
