N	3gram	Tiupa_Teor_1	Analitik
1	в том что	8	7
2	по отношению к	4	7
3	так и не	4	5
4	с другой стороны	5	5
5	о том что	1	5
6	мы имеем дело	2	4
7	по крайней мере	1	4
8	во второй строфе	4	4
9	в свою очередь	2	4
10	как и в	2	4
11	и того же	3	3
12	в сочетании с	2	3
13	присутствия я в	6	3
14	всех без исключения	3	3
15	роли в миропорядке	5	3
16	до известной степени	2	3
17	о полку игореве	2	3
18	в русской литературе	2	3
19	в данном случае	5	3
20	и а а	3	3
21	в тарасе бульбе	2	3
22	то же время	5	3
23	в первой строфе	4	3
24	не только не	2	3
25	а всего лишь	3	3
26	той или иной	1	3
27	в то же	5	3
28	одного и того	3	3
29	дело в том	1	2
30	в русской поэзии	2	2
31	не более чем	1	2
32	подобно тому как	1	2
33	относительно своей роли	2	2
34	так и его	2	2
35	с точки зрения	3	2
36	в отличие от	6	2
37	имеем дело не	1	2
38	стих звучит ритмическим	2	2
39	тот или иной	2	2
40	в соответствии со	1	2
41	в значительной степени	1	2
42	однако в строке	2	2
43	пушкина что в	2	2
44	и его внешней	2	2
45	с одной стороны	2	2
46	кто говорит и	1	2
47	не в самом	2	2
48	сама по себе	1	2
49	тем не менее	3	2
50	своей роли в	2	2
51	внутренняя граница личности	2	2
52	не только к	1	2
53	однако при этом	2	2
54	тем или иным	1	2
55	в пределах строки	2	2
56	авторской позиции и	1	2
57	в слове о	2	2
58	ролью в миропорядке	1	2
59	а и а	2	2
60	имени тебе моем?	1	2
61	о о и	2	2
62	а в том	1	2
63	я в мире	7	2
64	в миропорядке в	1	2
65	со своей ролью	1	2
66	в конечном счете	6	2
67	о у о	2	2
68	можно сказать что	2	2
69	что в имени	2	2
70	у о о	2	2
71	слове о полку	2	2
72	в имени тебе	2	2
73	в миропорядке судьбы	1	2
74	этого текста в	1	2
75	в сравнении с	1	2
76	к поэтессе с	1	1
77	собственную персону с	1	1
78	маяковского во весь	1	1
79	сила так в	1	1
80	жизни оказывается уже	1	1
81	кладущего конец повторам	1	1
82	степени и к	1	1
83	из н из	1	1
84	созвучие внутреннего мира	1	1
85	однако и в	1	1
86	ударением во второй	1	1
87	в подобном случае	1	1
88	поэзии повтор т	1	1
89	анаграмматической инверсией первых	1	1
90	и лирическое стихотворение	1	1
91	муза и является	1	1
92	музой поэтому никаких	1	1
93	смятенного порыва и	1	1
94	строфе в из	1	1
95	первоначально озвучивает отречение	1	1
96	е о а	1	1
97	архетипичность музы прозрачна	1	1
98	совмещения внутренней и	1	1
99	иных жизненных ценностей	1	1
100	и в сущности	1	1
101	к очевидно а	1	1
102	значимостью ритмико-ассонансная субструктура	1	1
103	данту диктовала страницы	2	1
104	по своей природе	2	1
105	раскола вины за	1	1
106	во втором эстетическая	1	1
107	впоследствии при виде	1	1
108	исчезает очевидным образом	1	1
109	круг внешнего хронотопа	1	1
110	и их внешней	1	1
111	его летописных версиях	1	1
112	эта встреча не	1	1
113	сердца своего мужествомъ	1	1
114	мужествомъ наплънився ратнаго	1	1
115	ответная эстетическая реакция	1	1
116	однажды аллитерация в	1	1
117	тем это разграничение	1	1
118	музы прозрачна и	1	1
119	который значительнее свободы	1	1
120	встречи-разлуки полная вписанность	1	1
121	парадоксальное сочетание самозабвения	1	1
122	моем? имя как	1	1
123	но умиротворенного согласия	1	1
124	выступающая анаграмматическим субститутом	1	1
125	диссонанса раскола вины	1	1
126	эдип в одноименной	1	1
127	тройной повтор ударного	1	1
128	обретает право на	1	1
129	с не меньшими	1	1
130	забвение всего непричастного	1	1
131	лирическая героиня не	1	1
132	разрушить художественную целостность	1	1
133	долга оказывается всего	1	1
134	это уже не	1	1
135	не забвение сверхличного	1	1
136	имитирующей сцену распятия	1	1
137	общей фонемы зависимые	1	1
138	диктование предполагает иерархические	1	1
139	тараса любит сынов	1	1
140	раз в том	1	1
141	большого сверхличного я	1	1
142	личности ничтожно мала	1	1
143	превратилась в одно	1	1
144	а между тем	1	1
145	только раскрывают содержание	1	1
146	что иное как	1	1
147	эстетического отношения еще	1	1
148	оказывается горизонтальным хронотопом	1	1
149	вся глядела всеми	1	1
150	говорит ему о	1	1
151	защищенностью в круге	1	1
152	оценке его в	1	1
153	выступать как эстетической	1	1
154	что они хотят	1	1
155	дмитрий карамазов в	1	1
156	редукции оговоримся что	1	1
157	трагических коллизий эта	1	1
158	теряют статус границ	1	1
159	ударных о в	1	1
160	нимало не дорожит	1	1
161	ценностей жизни почести	1	1
162	равной степени и	1	1
163	бессодержательной оболочкой я	1	1
164	в этом мире	2	1
165	сформулированным ю.н тыняновым	1	1
166	точка золотого сечения	1	1
167	появление этого слова	1	1
168	две реплики общения	1	1
169	волосок жизни диктовка	1	1
170	раскрывают содержание судьбы	1	1
171	звучит ритмическим эхом	1	1
172	лирического персонажа фонетически	1	1
173	фонетический сигнал олицетворения	1	1
174	готовностью этого я	1	1
175	свято дорожит люлькой	1	1
176	я и мир	1	1
177	и ударной строки	1	1
178	оказывается в разладе	1	1
179	явственно доминирует гласная	1	1
180	в качестве модуса	1	1
181	мы есмы ци	1	1
182	в тени большого	1	1
183	фонологически значимой редукции	1	1
184	художественности эстетическим аналогом	1	1
185	комизма для сатиры	1	1
186	традициях общечеловеческой культуры	1	1
187	взглянула на меня	3	1
188	встреча не приносит	1	1
189	присутствия в мире	5	1
190	способна оборвать волосок	1	1
191	сверхличного ради личного	1	1
192	звонкого д и	1	1
193	самим собой так	1	1
194	вся превратилась в	1	1
195	обесценивающее привычные жизненные	1	1
196	вести речь о	1	1
197	заполнить собою ту	1	1
198	в миропорядке пустым	1	1
199	а в его	1	1
200	сверхличной заданности в	1	1
201	не меньшими основаниями	1	1
202	сглаживается семантическая разность	1	1
203	полная вписанность ночного	1	1
204	картину своей неповторимой	1	1
205	со сверхсхемным ударением	1	1
206	романе достоевского где	1	1
207	в самом наличии	1	1
208	и своя милыя	1	1
209	воспроизведением мифологемы в	1	1
210	характеризует всех без	1	1
211	стороны бытия мысли	1	1
212	мотивом инкарнационного вторжения	1	1
213	стихотворения в русской	1	1
214	позиция условного героя	1	1
215	внимательно и диктовала	1	1
216	совершается как бы	1	1
217	сверхсхемное ударение на	1	1
218	в той или	1	1
219	же собе хвалы	1	1
220	личности восхищенное эстетическое	1	1
221	с мотивом инкарнационного	1	1
222	видения со стороны	1	1
223	к видам пафоса	1	1
224	жизни всегда осложнена	1	1
225	самой себе чтобы	1	1
226	души-личности и сверхличной	1	1
227	как дневной хронотоп	1	1
228	ту сторону сакральной	1	1
229	осужденный за непособие	1	1
230	третьей стопах при	1	1
231	множества половцев ужасошася	1	1
232	индивидуального я с	1	1
233	нашествием приводит к	1	1
234	ударной строки смятенного	1	1
235	поэтического дудения муза	1	1
236	своем оказывается горизонтальным	1	1
237	я с я	1	1
238	стопе в соотношении	1	1
239	доминирующего повтора следует	1	1
240	слов данту диктовала	1	1
241	с другими звуками	1	1
242	покрывало несовместимое с	1	1
243	обличают себя сами	1	1
244	своей ролью при	1	1
245	сверхличное метапоэтическое я	1	1
246	замечательный образец зарождения	1	1
247	от всего самостного	1	1
248	здесь и теперь	1	1
249	что звуки и/ы	1	1
250	внутренний хронотоп ожидания	1	1
251	граница сопрягающая и	1	1
252	подвига перестают быть	1	1
253	отделен от своей	1	1
254	духа роковое знамение	1	1
255	собе рекуще мы	1	1
256	образом соотнесены между	1	1
257	восходит к героическому	1	1
258	первой строфе соответствующей	1	1
259	воспринимающего сознания бахтин	1	1
260	подвергается героизации наделяется	1	1
261	и только ритм	1	1
262	стопного ямба служат	1	1
263	личности относительно своей	1	1
264	выступает оппозиция повторов	1	1
265	жизнерадостной поэзии повтор	1	1
266	третий стих во	1	1
267	внутренняя данность индивидуальной	1	1
268	отношения диктата исключающего	1	1
269	явление музы не	1	1
270	внутренне единую систему	1	1
271	своего объекта и	1	1
272	усложняющее строку в	1	1
273	для него неприемлемой	1	1
274	авторской эмоциональности однако	1	1
275	своей ролевой границей	1	1
276	поле актуализации д	1	1
277	не является ни	1	1
278	доминирует гласная фонема	1	1
279	ровно из случаев	1	1
280	исключения персонажей ревизора	1	1
281	отношений и отпочкованию	1	1
282	но важнейшим наиболее	1	1
283	миропорядком в основе	1	1
284	смеховая ревизия началась	1	1
285	противопоставлены в произведении	1	1
286	точке выхода его	1	1
287	обеспечивается как внутренней	1	1
288	самоопределение лирического мы	1	1
289	слово этого текста	1	1
290	строфе задает аллитерация	1	1
291	суетных амбиций в	1	1
292	ч первоначально озвучивает	1	1
293	героика не сводится	1	1
294	что в соседстве	1	1
295	и гордости характеризует	1	1
296	иерархические отношения диктата	1	1
297	психологический парадокс характеризует	1	1
298	звуки соседних слов	1	1
299	традиционалистского заглавия обладает	1	1
300	типах ситуаций или	1	1
301	готовится сгущением ударных	1	1
302	в рамках одного	1	1
303	а не с	1	1
304	освобождения от ложных	1	1
305	нет в его	1	1
306	строфе гласным а	1	1
307	при этом общеэстетические	1	1
308	на второй и	1	1
309	соседства с другими	1	1
310	и внимательно и	1	1
311	с явственно знаменует	1	1
312	вписать свое имя	1	1
313	не замутненного самолюбием	1	1
314	чего нет в	1	1
315	аллитерацию д ты	1	1
316	однако в музе	1	1
317	размежевывающая личность с	1	1
318	ударном положении совершенно	1	1
319	но и отвечает	1	1
320	героини-поэтессы ассонансная структура	1	1
321	в центральной стопе	1	1
322	и иных жизненных	1	1
323	который выставляет на	1	1
324	служат лишь поддержанию	1	1
325	ударный стих обретает	1	1
326	своей значимости своего	1	1
327	только посещает лирическую	1	1
328	приводит к снятию	1	1
329	финале же стихотворения	1	1
330	еще не составляет	1	1
331	в соотношении этих	1	1
332	есть культура границ	1	1
333	аристофана где действительность	1	1
334	и обозначенного им	1	1
335	строк снижение напряженности	1	1
336	одной общей фонемы	1	1
337	суть фонетические субституты	1	1
338	себя две реплики	1	1
339	в контексте целого	1	1
340	русской культуре вызванный	1	1
341	высказывания как правило	1	1
342	на стадии становления	1	1
343	это всеобъемлющая эстетическая	1	1
344	молитвою из личного	1	1
345	воспевание их вершителей-героев	1	1
346	вопрошает о судьбе	1	1
347	и диктовала ассонанс	1	1
348	оказывается пустым звуком	1	1
349	фельетонного я из	1	1
350	приносит хотя муза	1	1
351	поведению главного героя	1	1
352	знаменательна ддд ссс	1	1
353	дегероизированной системе ценностей	1	1
354	поскольку вместо ожидаемого	1	1
355	злата стола и	1	1
356	в ее внутренней	1	1
357	неизбежно принадлежит к	1	1
358	героя жития протопопа	1	1
359	амбиций в дегероизированной	1	1
