N	3gram	Bakhtin_Pr_1	Myshleni
1	в том что	6	19
2	по сравнению с	1	14
3	по отношению к	8	10
4	с точки зрения	13	10
5	для того чтобы	1	8
6	с самого начала	1	7
7	к тому что	1	7
8	так же как	1	6
9	в то время	1	6
10	можно сказать что	1	6
11	то же самое	1	6
12	в зависимости от	5	5
13	можно было бы	2	5
14	то время как	1	5
15	заключается в том	1	5
16	друг с другом	1	5
17	потому что он	1	4
18	тому что он	1	4
19	как мы видели	1	4
20	до сих пор	2	3
21	в этом отношении	3	3
22	друг к другу	1	3
23	в первом случае	1	3
24	тем что оно	1	2
25	в этом смысле	10	2
26	в этом случае	1	2
27	и не может	2	2
28	до известной степени	1	2
29	только то что	2	2
30	независимо от того	1	2
31	на этот вопрос	1	2
32	того что он	1	2
33	не могут быть	1	2
34	что все эти	1	2
35	с другой стороны	3	2
36	в основе этого	1	2
37	не только не	1	2
38	именно потому что	2	2
39	не может быть	4	2
40	слово потому что	1	2
41	то что я	1	1
42	последнее слово в	1	1
43	с другом но	1	1
44	основная ошибка была	1	1
45	зависит от того	1	1
46	оно может быть	2	1
47	на самом деле	4	1
48	в своем собственном	1	1
49	выйти за пределы	1	1
50	в том и	1	1
51	себе и в	1	1
52	же как и	1	1
53	как раз и	3	1
54	тому что в	1	1
55	исключающих друг друга	1	1
56	противоречащих друг другу	1	1
57	сами по себе	3	1
58	и именно в	1	1
59	свое последнее слово	1	1
60	то что в	1	1
61	но он не	1	1
62	в другой работе	1	1
63	он не может	1	1
64	точно так же	1	1
65	то и другое	1	1
66	в себя весь	1	1
67	которая заставляет его	1	1
68	и могут быть	1	1
69	может быть понято	1	1
70	не совпадает с	1	1
71	как раз тех	1	1
72	бы рядом с	1	1
73	в данном случае	2	1
74	не потому что	1	1
75	почву на которой	1	1
76	не только в	2	1
77	только и могут	1	1
78	зависимости от того	1	1
79	и не могут	1	1
80	к предмету и	1	1
81	и в этом	5	1
82	и по отношению	1	1
83	в его сознании	1	1
84	в недоумении перед	1	1
85	а не как	4	1
86	благодаря этому возникает	1	1
87	это не значит	3	1
88	ни в какие	1	1
89	как бы в	2	1
90	этой точки зрения	1	1
91	как бы рядом	1	1
92	раз и навсегда	1	1
93	но с другой	2	1
94	они и не	1	1
95	в лучшем случае	2	1
96	но не для	1	1
97	от того как	1	1
98	в свою очередь	1	1
99	являются таким же	1	1
100	которые сами по	1	1
101	лежащие в основе	2	1
102	в свете нашего	1	1
103	чего он не	1	1
104	в свете этого	1	1
105	в самом деле	2	1
106	не об одном	1	1
107	бы он ни	2	1
108	но не в	1	1
109	как одна из	1	1
110	ответ на вопрос	1	1
111	тех или иных	1	1
112	при этом совершенно	1	1
113	ведь то что	1	1
114	подобно тому как	3	1
115	что и в	1	1
116	и входит в	2	1
117	в конце концов	5	1
118	в настоящее время	1	1
119	как бы он	1	1
