N	2gram	Voloshinov_1	FransuaR
1	и в	15	45
2	то есть	1	25
3	и т.п	2	16
4	и не	16	15
5	в этом	13	14
6	но в	9	14
7	не только	5	14
8	во всех	8	13
9	и его	15	13
10	в его	9	13
11	как бы	11	12
12	во время	5	12
13	эти образы	1	12
14	что в	6	12
15	то же	7	11
16	в своем	2	11
17	в то	6	11
18	в нем	4	10
19	образов в	1	10
20	и с	7	10
21	как и	6	10
22	в том	4	10
23	но и	4	10
24	прежде всего	11	10
25	же время	5	9
26	в ней	5	8
27	таким образом	21	8
28	как мы	10	8
29	мира и	1	8
30	жизни и	5	8
31	вовсе не	2	8
32	и др	8	8
33	так же	1	8
34	также и	1	7
35	он был	3	7
36	с его	8	7
37	образы в	1	7
38	мы видели	5	7
39	том что	5	7
40	не в	4	7
41	потому что	4	7
42	в эпоху	3	7
43	что и	2	7
44	на мир	1	7
45	и все	4	7
46	все это	5	7
47	в этой	5	6
48	он не	4	6
49	всех этих	5	6
50	мысли и	4	6
51	в атмосфере	1	6
52	того чтобы	2	6
53	связи с	1	6
54	так и	10	6
55	что он	8	6
56	так как	9	6
57	для того	1	6
58	одним из	3	5
59	например в	1	5
60	самом деле	7	5
61	на самом	2	5
62	это и	1	5
63	с ее	3	5
64	и на	3	5
65	хотя и	1	5
66	и как	1	5
67	и к	7	5
68	в себя	5	5
69	и у	6	5
70	все эти	9	5
71	на этом	5	5
72	его в	8	5
73	страха и	1	5
74	и образы	3	5
75	с ним	12	5
76	этом отношении	2	5
77	свободу и	1	5
78	мы видим	1	5
79	одной из	1	5
80	со всеми	3	5
81	человека с	2	5
82	как раз	2	5
83	не может	13	5
84	но это	2	5
85	от всех	1	5
86	есть и	2	5
87	же как	1	4
88	мы уже	5	4
89	той же	2	4
90	мы не	4	4
91	и о	3	4
92	и страха	1	4
93	но не	5	4
94	в общем	1	4
95	перед нами	1	4
96	в самом	6	4
97	освобождение от	2	4
98	по своему	1	4
99	об этом	4	4
100	это было	1	4
101	между собою	1	4
102	точки зрения	13	4
103	известной степени	1	4
104	до известной	1	4
105	в основе	3	4
106	у него	3	4
107	и это	1	4
108	ничего не	2	4
109	и здесь	1	4
110	о том	1	4
111	и во	1	4
112	только в	6	4
113	в первой	1	4
114	с этим	6	4
115	мы находим	1	4
116	и даже	2	4
