N	2gram	Vinokur_Ku_1	Problemy
1	и в	24	43
2	и не	12	29
3	т е	38	26
4	может быть	13	23
5	как бы	7	22
6	не может	7	18
7	в пределах	4	16
8	как и	2	14
9	у достоевского	1	14
10	но и	6	14
11	и т	33	13
12	в этом	14	13
13	точки зрения	14	13
14	что он	6	13
15	в нем	4	12
16	в одном	3	12
17	слова в	1	12
18	слова и	4	12
19	не только	10	11
20	в каждом	2	11
21	не в	11	11
22	по себе	2	11
23	и на	4	10
24	но в	2	10
25	как мы	1	10
26	в его	12	10
27	прежде всего	9	10
28	в сущности	3	9
29	еще не	5	9
30	он не	2	9
31	никогда не	2	9
32	в большинстве	2	9
33	т п	18	9
34	то же	8	8
35	слово не	1	8
36	лишь в	2	8
37	для него	1	8
38	с точки	9	8
39	и его	5	8
40	большинстве случаев	1	8
41	или в	2	8
42	слово в	1	8
43	ведь и	1	7
44	свой предмет	2	7
45	перед нами	1	7
46	в самом	10	7
47	к себе	4	7
48	в то	2	7
49	слова с	1	7
50	и сам	1	7
51	в него	1	7
52	до сих	4	7
53	устную речь	1	7
54	а не	8	7
55	что же	6	7
56	сих пор	4	7
57	то что	9	7
58	так сказать	5	6
59	при этом	6	6
60	к одному	1	6
61	в этих	4	6
62	что я	2	6
63	здесь не	3	6
64	о нем	2	6
65	в том	30	6
66	в котором	3	6
67	и все	2	6
68	самом деле	9	5
69	и он	3	5
70	но не	5	5
71	по отношению	8	5
72	слова на	1	5
73	хотя и	3	5
74	в себе	3	5
75	все эти	6	5
76	но ведь	2	5
77	на то	4	5
78	да и	1	5
79	таким образом	12	5
80	и с	5	5
81	было бы	15	5
82	рядом с	5	5
83	в слове	2	5
84	это слово	3	5
85	в речи	3	5
86	о том	9	5
87	никак не	2	5
88	и что	5	5
89	же время	2	5
90	слов и	1	5
91	слово с	2	5
92	мы увидим	3	5
93	так что	4	5
94	вовсе не	10	5
95	в той	5	5
96	все это	6	5
97	бы в	7	5
98	а в	5	5
99	отношению к	9	5
100	достоевского в	1	4
101	так чтобы	1	4
102	я не	2	4
103	с его	4	4
104	во всех	1	4
105	себе и	2	4
106	отличие от	1	4
107	там где	4	4
108	в своем	3	4
109	своему предмету	1	4
110	т д	14	4
111	же не	1	4
112	может стать	1	4
113	в них	7	4
114	далеко не	1	4
115	между собою	2	4
116	должно быть	3	4
117	в своей	2	4
118	в отличие	1	4
119	но он	1	4
120	том же	2	4
121	как его	1	4
122	в самой	4	4
123	достоевский в	1	4
124	к тому	5	4
125	типов и	1	4
126	в чужом	1	4
127	в словах	1	4
128	из одного	3	4
129	по мере	3	4
130	чужую речь	1	4
131	этот вопрос	1	4
132	только в	11	4
133	же и	2	4
134	ни одного	2	4
135	так как	9	4
136	как раз	8	4
137	с другой	7	4
138	на этот	2	4
139	до конца	2	4
140	более того	1	4
141	не на	4	4
142	не могут	2	4
143	но это	1	4
144	в результате	5	4
145	между ними	2	4
146	речи и	5	4
147	совершенно не	1	4
148	что в	17	4
149	но эти	1	4
150	также и	2	3
151	связи между	1	3
152	не хочет	1	3
153	должна быть	3	3
154	той же	3	3
155	что если	2	3
156	так я	1	3
157	и со	1	3
158	в виду	5	3
159	что так	3	3
160	в одной	1	3
161	направленное на	1	3
162	кроме того	1	3
163	когда он	3	3
164	более или	3	3
165	еще один	2	3
166	только на	1	3
167	тому же	1	3
168	я вам	1	3
169	это не	7	3
170	в жизни	1	3
171	или менее	3	3
172	и их	1	3
173	в их	3	3
174	он тоже	1	3
175	даже в	3	3
176	в одно	1	3
177	ничего не	2	3
