N	3gram	Bakhtin_Fr_4	Formalny
1	не может быть	1	10
2	в связи с	1	10
3	с точки зрения	2	7
4	в этом отношении	1	7
5	то же время	8	5
6	в то же	8	5
7	как мы видели	2	4
8	на самом деле	1	3
9	и не может	1	3
10	и в то	4	3
11	но и в	3	3
12	может быть и	1	3
13	в большинстве случаев	5	3
14	с другой стороны	3	3
15	до известной степени	1	3
16	так и в	1	3
17	для того чтобы	3	3
18	на первый план	1	2
19	это время и	1	2
20	в отличие от	1	2
21	в том случае	1	2
22	и в дальнейшем	1	2
23	в конце концов	4	2
24	тем путем что	1	2
25	ни в чем	1	2
26	с самого начала	3	2
27	в том что	1	2
28	как мы знаем	1	2
29	и в конце	1	1
30	можем судить о	1	1
31	но как раз	1	1
32	в виду что	1	1
33	более или менее	3	1
34	и до сих	1	1
35	но даже и	1	1
36	и др но	1	1
37	по преимуществу на	1	1
38	становится особенно ясным	1	1
39	с одной стороны	2	1
40	в одной из	1	1
41	находится в противоречии	1	1
42	до сих пор	1	1
43	в различных формах	1	1
44	и в других	2	1
45	но вовсе не	1	1
46	как мы увидим	1	1
47	что каждый из	1	1
48	того что они	1	1
49	том случае если	1	1
50	сочетаются здесь с	1	1
51	в данном случае	1	1
52	были в нем	1	1
53	но в то	1	1
54	тем что он	1	1
55	и тот же	2	1
56	смысле этого слова	1	1
57	в той же	1	1
58	это и есть	3	1
59	все же не	1	1
60	здесь все время	1	1
61	один и тот	2	1
62	элементы речи и	1	1
63	таким образом в	3	1
64	раз и навсегда	1	1
65	в свою очередь	1	1
66	и без того	1	1
67	в узком смысле	2	1
68	что и в	1	1
69	в ней и	1	1
70	в чем не	1	1
