N	3gram	Losev_Prob_5	Psycholo
1	в том что	8	9
2	не может быть	2	8
3	на то что	2	8
4	и т д	1	8
5	в самом деле	1	7
6	о том что	9	7
7	во всяком случае	2	6
8	то время как	3	5
9	в то время	3	5
10	этой точки зрения	1	5
11	с другой стороны	5	5
12	с одной стороны	3	5
13	для того чтобы	2	5
14	с этой точки	1	4
15	только тогда когда	3	4
16	до сих пор	2	3
17	точно так же	3	3
18	указывает на то	1	3
19	ни в какой	1	3
20	в конце концов	6	3
21	что у него	1	3
22	потому что он	2	2
23	хотя и не	1	2
24	то что я	1	2
25	состоит в том	1	2
26	в настоящее время	3	2
27	в этом смысле	3	2
28	никак не может	2	2
29	в силу того	1	2
30	с точки зрения	8	2
31	в таком случае	2	2
32	в этом отношении	1	2
33	несмотря на то	1	2
34	то или иное	1	2
35	вместе с тем	3	2
36	тех или иных	2	2
37	как будто бы	3	2
38	и таким образом	1	2
39	силу того что	1	2
40	от того что	1	2
41	так и в	1	2
42	в результате его	1	2
43	то есть в	1	2
44	по этому поводу	2	2
45	сама по себе	1	2
46	на самом деле	1	2
47	тем не менее	5	2
48	по себе а	1	2
49	и в конце	1	1
50	даже тогда когда	1	1
51	не так легко	1	1
52	такой же мере	1	1
53	какой степени не	1	1
54	в те времена	2	1
55	а вовсе не	1	1
56	дело в том	2	1
57	одним и тем	1	1
58	не только о	1	1
59	тот и другой	1	1
60	в том числе	2	1
61	и вслед за	1	1
62	том что он	2	1
63	точки зрения в	1	1
64	к этому что	1	1
65	не удивительно что	1	1
66	то что и	1	1
67	таким образом как	1	1
68	и при помощи	1	1
69	что только в	1	1
70	и воды и	1	1
71	и для того	1	1
72	у него есть	1	1
73	что он должен	1	1
74	в значительной мере	2	1
75	может быть только	3	1
76	и то что	3	1
77	ту или иную	1	1
78	в это время	2	1
79	едва ли не	1	1
80	не потому что	1	1
81	и тем же	1	1
82	между тем как	1	1
83	не только в	1	1
84	потому что оно	1	1
85	и в этом	1	1
86	которая может быть	1	1
87	в какой степени	1	1
88	в такой же	1	1
89	это и есть	1	1
90	той и другой	1	1
91	прибавим к этому	1	1
92	в связи с	7	1
93	же указывает на	1	1
94	мере в какой	1	1
95	не содержится в	1	1
96	бросается в глаза	1	1
97	внутреннюю форму и	1	1
98	только о том	1	1
99	что от него	1	1
100	таким образом мы	1	1
101	и вместе с	1	1
102	и даже у	1	1
103	искусства и не	1	1
104	с самого начала	1	1
105	вопрос о том	1	1
106	сказать что здесь	1	1
107	что иное как	3	1
108	можно сказать что	3	1
109	и в частности	3	1
110	никак не могут	2	1
111	и учение о	1	1
112	не что иное	3	1
113	вслед за ним	1	1
114	и в том	1	1
115	в результате этого	1	1
116	для нас не	2	1
117	к тому же	1	1
118	на задний план	1	1
119	том что и	1	1
120	в нем не	1	1
121	том числе и	1	1
122	кто иной как	2	1
