N	3gram	Vinokur_St_3	Myslijsy
1	то что я	2	7
2	в том что	11	7
3	по крайней мере	4	5
4	не может быть	5	5
5	о том что	4	5
6	то же самое	1	4
7	до сих пор	2	4
8	и т п	6	4
9	с тем что	3	4
10	сам по себе	1	4
11	и в этом	2	4
12	только тогда когда	2	4
13	можно сказать что	1	4
14	на то что	3	4
15	для того чтобы	1	4
16	тем не менее	2	4
17	на самом деле	1	3
18	может быть назван	2	3
19	с точки зрения	4	3
20	вместе с тем	1	3
21	во всяком случае	4	3
22	и т д	2	3
23	то же время	3	3
24	от того что	1	3
25	не только не	1	3
26	потому что в	1	3
27	в то же	3	3
28	что если бы	2	2
29	вопрос что такое	1	2
30	в том же	1	2
31	в том смысле	2	2
32	сказать несколько слов	1	2
33	между тем как	2	2
34	то что в	1	2
35	а что такое	1	2
36	можно сравнить с	1	2
37	так или иначе	1	2
38	все более и	2	2
39	не в том	3	2
40	не было и	1	2
41	вопрос о том	1	2
42	более и более	2	2
43	значение этого слова	1	2
44	том смысле что	1	1
45	и в речи	1	1
46	то об этом	1	1
47	он говорит и	1	1
48	что же касается	1	1
49	а не в	1	1
50	и той же	1	1
51	но так как	1	1
52	в том виде	1	1
53	сплошь да рядом	1	1
54	он может быть	1	1
55	сам и не	1	1
56	обратите внимание на	1	1
57	кто произносит это	1	1
58	она проявляется в	1	1
59	форма в которой	1	1
60	смысле в каком	1	1
61	ответить на вопрос	1	1
62	но и в	2	1
63	в этом отношении	4	1
64	никакого сомнения в	1	1
65	виде в каком	1	1
66	и не в	2	1
67	т п но	1	1
68	в этом обществе	1	1
69	тем что мы	1	1
70	но как скоро	1	1
71	к убеждению что	1	1
72	может быть не	1	1
73	того что он	1	1
74	с одной стороны	2	1
75	в которой есть	1	1
76	в связи с	3	1
77	если бы в	1	1
78	носит на себе	1	1
79	это не так	2	1
80	в немногих случаях	1	1
81	целым рядом других	1	1
82	в свою очередь	1	1
83	приблизительно в том	1	1
84	кроме того в	1	1
85	в одно целое	1	1
86	с другой стороны	4	1
87	то что совершается	1	1
88	том смысле в	1	1
89	но на самом	1	1
90	в свое время	1	1
91	на вопрос что	1	1
92	том виде в	1	1
93	таким образом в	1	1
94	иметь в виду	1	1
95	было бы совершенно	2	1
96	что совершается в	1	1
97	заключается в том	2	1
98	в то время	4	1
99	в том чтобы	2	1
100	в одном из	1	1
101	с самого начала	2	1
102	его к новым	1	1
103	и в самом	1	1
104	речь идет о	1	1
105	не менее в	1	1
106	тогда когда мы	1	1
107	из которых один	1	1
108	утверждать что это	1	1
109	произносит это слово	1	1
110	к тому что	2	1
111	одной и той	1	1
112	том что такое	1	1
113	которая связана с	1	1
114	это однако не	1	1
115	дело не в	1	1
116	все эти качества	1	1
117	не вдаваясь в	1	1
118	что это значит	1	1
119	то что никогда	1	1
