N	2gram	Potebnia_M_4	StatiiOP
1	и в	23	44
2	в том	23	36
3	и т	7	30
4	что в	17	30
5	том что	12	29
6	в этом	23	21
7	т д	3	21
8	вовсе не	7	19
9	не только	10	18
10	то что	29	18
11	было бы	8	17
12	о том	8	17
13	а в	5	17
14	а не	12	16
15	и не	18	16
16	может быть	26	15
17	в области	2	14
18	в данном	4	14
19	как в	7	13
20	можно было	2	13
21	не в	11	12
22	в первой	1	12
23	самом деле	3	11
24	в этой	1	11
25	того чтобы	4	11
26	у нас	2	11
27	точки зрения	4	11
28	но в	8	10
29	ясно что	1	10
30	для того	6	10
31	что он	4	10
32	только в	15	10
33	но и	11	10
34	как и	14	9
35	в отношении	1	9
36	в то	4	9
37	так и	6	9
38	во второй	1	9
39	если бы	13	9
40	того что	14	9
41	в его	5	9
42	т п	4	9
43	с другой	2	9
44	например в	3	8
45	во всех	1	8
46	все же	1	8
47	это не	7	8
48	из них	1	8
49	с точки	3	8
50	и его	2	8
51	не может	11	8
52	я не	2	7
53	в самом	3	7
54	таким образом	24	7
55	другой стороны	1	7
56	для нас	14	7
57	и об	1	7
58	этом отношении	1	7
59	до сих	4	7
60	прежде всего	1	7
61	сих пор	4	7
62	сказать что	8	7
63	по поводу	4	7
64	на самом	3	6
65	со стороны	3	6
66	из этих	2	6
67	в своей	1	6
68	потому что	33	6
69	данном случае	2	6
70	что и	7	6
71	всяком случае	3	6
72	так что	5	6
73	для него	5	6
74	именно в	3	6
75	дело в	1	6
76	в той	4	6
77	что же	5	6
78	но это	3	6
79	хотя бы	4	6
80	во всяком	5	6
81	вряд ли	1	5
82	и то	5	5
83	то же	14	5
84	той же	3	5
85	все эти	3	5
86	в нем	7	5
87	и по	3	5
88	в слове	22	5
89	в котором	4	5
90	в которых	3	5
91	не менее	5	5
92	никогда не	3	5
93	могут быть	7	5
94	так как	14	5
95	тем что	10	5
96	и даже	2	5
97	нужно сказать	1	5
98	там где	3	5
99	что мы	10	5
100	все это	5	5
101	была бы	1	5
102	жизни и	1	5
103	так же	4	5
104	речь идет	1	4
105	как это	1	4
106	в которой	6	4
107	вопрос о	2	4
108	столь же	2	4
109	в новом	1	4
110	бы и	5	4
111	что это	7	4
112	на то	7	4
113	что она	2	4
114	но все	1	4
115	но если	1	4
116	том как	1	4
117	дело не	2	4
118	не имеет	5	4
119	же время	3	4
120	это слово	4	4
121	как будто	1	4
122	в ее	2	4
123	языка и	3	4
124	что у	3	4
125	на вопрос	4	4
126	и что	7	4
127	заключается в	1	4
128	во втором	1	4
129	этот вопрос	3	4
130	в качестве	1	4
131	никто не	2	4
