N	2gram	Propp_Isto_4	DiskursI
1	в качестве	7	34
2	не только	15	28
3	в том	3	23
4	а не	6	22
5	тогда как	4	19
6	том что	3	19
7	представляет собой	2	17
8	может быть	14	17
9	как и	7	16
10	и в	26	16
11	в этом	7	15
12	еще не	6	14
13	но и	12	14
14	при этом	3	13
15	по своей	2	11
16	но не	5	11
17	прежде всего	1	11
18	и не	9	11
19	как в	7	10
20	с другой	4	10
21	в нем	2	9
22	не может	6	9
23	в частности	2	9
24	но в	5	8
25	своего рода	1	8
26	о том	4	8
27	так и	10	8
28	а также	3	8
29	не было	1	7
30	в себе	2	7
31	то же	8	7
32	не в	5	7
33	в основе	1	7
34	роль в	1	7
35	со стороны	1	7
36	в его	5	7
37	только в	3	7
38	в своем	2	6
39	и как	5	6
40	ни к	1	6
41	и на	2	5
42	во всех	1	5
43	в силу	5	5
44	в котором	1	5
45	в эпоху	1	5
46	можно сказать	1	5
47	а с	1	5
48	в данном	3	5
49	как бы	3	5
50	к тому	1	5
51	а в	8	5
52	то что	16	5
53	в своей	4	5
54	в которых	4	4
55	отношение к	2	4
56	в истории	2	4
57	и к	1	4
58	уже не	5	4
59	в целом	2	4
60	на его	3	4
61	не как	1	4
62	лишь в	2	4
63	в них	1	4
64	потому что	6	4
65	могут быть	6	4
66	внимание на	1	4
67	как правило	1	4
68	одной из	1	4
69	что он	10	4
70	в особенности	2	4
71	не обязательно	1	4
72	по своим	1	4
73	что не	1	4
74	связи с	3	4
75	такого рода	2	4
76	что в	14	4
77	в одной	3	3
78	с этим	2	3
79	перед нами	3	3
80	и сказка	1	3
81	это не	5	3
82	точки зрения	1	3
83	в сказке	47	3
84	в своих	1	3
85	однако в	2	3
86	по себе	2	3
87	в то	1	3
88	к той	1	3
89	таким образом	10	3
90	должны быть	1	3
91	как не	1	3
92	и даже	4	3
93	или на	2	3
94	что и	9	3
95	хотя бы	2	3
96	в сказании	1	3
97	из них	2	3
98	первобытного человека	1	3
99	к ним	2	3
100	тем что	5	3
101	именно в	1	3
102	при всей	1	3
103	понятие о	1	3
104	неотделимо от	1	3
105	тому как	1	3
106	того что	2	3
107	один из	1	3
108	все же	9	3
109	мог быть	1	3
110	на смену	3	3
111	сказать что	2	3
112	другой стороны	4	3
113	одним из	1	2
114	например в	3	2
115	и есть	2	2
116	к другому	1	2
117	он всегда	3	2
118	мы имеем	7	2
119	совпадает с	1	2
120	на себя	4	2
121	ему в	2	2
122	в виду	1	2
123	между собой	1	2
124	в различных	1	2
125	сказать и	1	2
126	но как	1	2
127	себя в	2	2
128	как к	1	2
129	с некоторыми	1	2
130	хотя и	2	2
131	когда он	6	2
132	целый ряд	1	2
133	исторические корни	1	2
134	в тех	4	2
135	в этой	2	2
136	не следует	1	2
137	том чтобы	1	2
138	подобно тому	1	2
139	и по	5	2
140	на этом	2	2
141	так например	2	2
142	человека в	1	2
143	исходя из	1	2
144	об этом	7	2
145	и тем	2	2
146	не всегда	6	2
147	иначе говоря	1	2
148	не от	1	2
149	и герой	1	2
150	по мере	1	2
151	не менее	2	2
152	дело не	2	2
153	не могло	2	2
154	в тексте	2	2
155	и его	10	2
156	однако это	1	2
157	в момент	1	2
158	к себе	3	2
159	в сказках	1	2
160	же самое	2	2
161	не есть	2	2
162	и он	3	2
163	как мы	5	2
164	с ее	1	2
165	говорит и	1	2
166	данном случае	3	2
167	что делает	1	2
168	в пределах	1	2
169	приводит к	1	2
170	на том	2	2
171	в другом	5	2
172	а по	4	2
173	о нем	1	2
174	и что	5	2
175	одного из	1	2
176	основе своей	1	2
177	в греческой	1	2
178	и во	2	2
179	в форме	2	2
180	представления о	3	2
181	есть в	2	2
182	уже в	2	2
183	как их	1	2
184	в одном	5	2
185	заметить что	1	2
186	никогда не	2	2
187	говорили о	1	2
188	на ее	1	2
189	здесь в	1	2
190	к которому	1	2
191	и др	5	2
192	а сам	2	2
193	зависит от	1	2
194	его как	2	2
195	о чем	3	2
196	к его	1	2
197	тем кто	1	2
198	что же	1	2
199	в особом	1	2
200	в начале	1	2
201	или в	3	2
202	и все	2	2
203	будто бы	1	2
204	указывает на	4	2
205	одновременно и	1	2
206	что даже	1	2
207	героя в	7	2
208	это в	1	2
209	они не	1	2
210	к этому	5	2
211	том числе	1	2
212	и то	6	1
213	переход от	1	1
214	это и	5	1
215	чего не	1	1
216	не хочет	2	1
217	смерть в	1	1
218	из его	1	1
219	видеть в	2	1
220	которое может	1	1
221	и за	2	1
222	той же	1	1
223	тридевять земель	1	1
224	человеком и	2	1
225	наличие в	1	1
226	но она	1	1
227	их имена	1	1
228	принадлежит к	1	1
229	но уже	1	1
230	они были	1	1
231	мы и	1	1
232	предстает как	1	1
233	меньшей степени	1	1
234	на них	1	1
235	он сам	1	1
236	сказка никогда	1	1
237	как целое	1	1
238	могло быть	1	1
239	они имеют	2	1
240	а только	1	1
241	иногда и	2	1
242	себе и	1	1
243	тут же	2	1
244	что они	6	1
245	были не	1	1
246	отчасти и	1	1
247	как говорит	1	1
248	или необыкновенный	1	1
249	независимо от	1	1
250	его на	4	1
251	данного типа	1	1
252	в различные	1	1
253	тех случаях	2	1
254	вопросом о	1	1
255	его стали	1	1
256	на руку	1	1
257	зятю а	1	1
258	что это	2	1
259	образом и	1	1
260	он в	4	1
261	из этих	3	1
262	это впрочем	1	1
263	и те	1	1
264	право на	2	1
265	значение так	1	1
266	представлял собой	1	1
267	другом случае	2	1
268	но его	1	1
269	на то	3	1
270	быть только	1	1
271	что она	3	1
272	он не	7	1
273	по назначению	1	1
274	за тридевять	1	1
275	всех этих	1	1
276	не к	2	1
277	нечто вторичное	1	1
278	уже говорилось	1	1
279	содержит в	2	1
280	на земле	3	1
281	легко показать	1	1
282	что ни	3	1
283	или иных	1	1
284	одно и	1	1
285	но все	5	1
286	совпадают с	1	1
287	не за	1	1
288	где нет	1	1
289	и может	1	1
290	этом он	1	1
291	на все	1	1
292	с целью	2	1
293	при помощи	10	1
294	и других	3	1
295	что эту	2	1
296	может стать	1	1
297	то все	1	1
298	стоит на	2	1
299	который по	1	1
300	же образом	1	1
301	о которых	1	1
302	выступает не	1	1
303	он из	1	1
304	этом явлении	1	1
305	с этой	2	1
306	с тем	2	1
307	со своими	1	1
308	которой он	2	1
309	мы видели	6	1
310	фигурирует в	1	1
311	представляя собой	1	1
312	мы не	1	1
313	потому и	1	1
314	как таковой	1	1
315	не мог	3	1
316	только тем	1	1
317	в этих	7	1
318	во время	7	1
319	бы на	1	1
320	дошли до	1	1
321	и при	3	1
322	она сама	1	1
323	или точнее	1	1
324	таким же	6	1
325	а как	2	1
326	начинает меняться	1	1
327	цели и	1	1
328	от его	1	1
329	должны были	1	1
330	вплоть до	1	1
331	работе о	3	1
332	мир и	1	1
333	перстень на	1	1
334	для которых	1	1
335	его к	3	1
336	что было	1	1
337	тем не	2	1
338	и эти	1	1
339	и более	3	1
340	не должно	1	1
341	между двумя	12	1
342	из сострадания	1	1
343	с миром	3	1
344	будут рассмотрены	1	1
345	тем самым	1	1
346	передний план	1	1
347	наиболее существенные	1	1
348	то чего	3	1
349	не имеет	3	1
350	не по	2	1
351	в русской	3	1
352	можно указать	2	1
353	который при	2	1
354	имеет отношение	1	1
355	а порой	1	1
356	исследования на	1	1
357	имеются и	1	1
358	не вполне	1	1
359	этих двух	1	1
360	не все	1	1
361	впрочем в	1	1
362	действительно в	1	1
363	и является	1	1
364	во всем	3	1
365	это слово	1	1
366	на него	3	1
367	здесь же	1	1
368	более позднее	4	1
369	целом и	1	1
370	как будто	1	1
371	героя а	2	1
372	и делает	1	1
373	что на	2	1
374	с передачей	1	1
375	являются уже	1	1
376	уже были	1	1
377	не могут	2	1
378	на границе	1	1
379	когда мы	1	1
380	во все	2	1
381	он стал	2	1
382	его с	2	1
383	все еще	3	1
384	не абсолютна	1	1
385	и это	1	1
386	не всякая	1	1
387	на нем	5	1
388	здесь не	4	1
389	здесь также	1	1
390	средних веков	1	1
391	и стали	2	1
392	чтобы быть	1	1
393	те же	3	1
394	котором нет	1	1
395	он говорит	2	1
396	сказки где	1	1
397	особенно в	1	1
398	живет в	2	1
399	мог бы	1	1
400	особый интерес	1	1
401	во второй	1	1
402	том как	2	1
403	основана на	2	1
404	за другими	1	1
