N	3gram	Propp_Isto_5	Dialekti
1	и т д	18	23
2	это значит что	2	21
3	с точки зрения	1	14
4	тем не менее	4	10
5	т д и	1	6
6	не может быть	3	6
7	в самом деле	1	5
8	сам по себе	1	5
9	д и т	1	5
10	само по себе	1	5
11	о том что	4	5
12	подобно тому как	1	4
13	то время как	1	4
14	т е в	3	4
15	в то время	1	4
16	и не только	1	3
17	с одной стороны	7	3
18	в том что	2	3
19	как и в	2	3
20	ничего не говорит	1	3
21	на то что	2	3
22	только тогда когда	1	3
23	это было бы	1	2
24	но то что	1	2
25	он не может	2	2
26	из того что	1	2
27	точно так же	1	2
28	с этой точки	1	2
29	и тем не	1	2
30	в зависимости от	1	2
31	так же как	3	2
32	с другой стороны	8	2
33	во всяком случае	1	2
34	этой точки зрения	1	2
35	иметь в виду	1	2
36	не было ни	1	2
37	потому что в	1	1
38	в виду что	1	1
39	в частности от	1	1
40	на наших глазах	1	1
41	на самом деле	1	1
42	другими словами мы	1	1
43	может быть отнесена	1	1
44	одной стороны и	1	1
45	же как и	2	1
46	до сих пор	2	1
47	этого мифа в	1	1
48	я думаю что	1	1
49	а иногда и	1	1
50	в ней не	1	1
51	это может быть	1	1
52	этого мы не	1	1
53	даже если бы	1	1
54	между мифом и	1	1
55	в данном случае	2	1
56	если бы мы	2	1
57	и что он	1	1
58	только в виде	1	1
59	не в том	1	1
60	ступени его развития	1	1
61	но так как	2	1
62	и таким образом	2	1
63	то же время	1	1
64	в христианстве в	1	1
65	и в таком	1	1
66	что у него	1	1
67	одна из форм	1	1
68	в то же	1	1
69	в связи с	4	1
70	в том смысле	1	1
71	все совершенно ясно	1	1
72	мы до сих	1	1
73	но как только	1	1
74	а часто также	1	1
75	что и в	2	1
