N	2gram	Voloshinov_1	SlovoVZh
1	не может	24	16
2	может быть	26	14
3	точки зрения	34	14
4	как бы	15	13
5	и его	19	13
6	таким образом	17	12
7	и в	19	12
8	по отношению	3	11
9	в нашем	2	11
10	отношению к	2	11
11	и не	26	10
12	если бы	2	9
13	так как	2	9
14	прежде всего	13	8
15	сказать что	4	7
16	в ней	4	6
17	в том	6	6
18	только в	9	6
19	при этом	8	6
20	с помощью	6	6
21	в нем	10	6
22	слова и	3	6
23	в процессе	14	6
24	должна быть	2	5
25	то же	7	5
26	в виду	2	5
27	можно сказать	3	5
28	отнюдь не	6	5
29	как в	4	5
30	но в	7	5
31	и др	2	5
32	а не	7	5
33	как и	12	5
34	что мы	1	5
35	и следовательно	3	5
36	том что	3	5
37	никогда не	2	5
38	хотя бы	5	5
39	то что	8	5
40	на самом	3	4
41	зависимости от	2	4
42	социального общения	12	4
43	как если	2	4
44	к нему	1	4
45	за пределы	5	4
46	в литературе	2	4
47	в этом	16	4
48	все же	8	4
49	в самом	10	4
50	уже не	1	4
51	не только	8	4
52	ни было	10	4
53	отношение к	1	4
54	свое выражение	2	4
55	от того	4	4
56	так и	11	4
57	с другой	5	4
58	что не	2	4
59	не в	5	4
60	его в	3	4
61	и является	2	4
62	и к	3	4
63	жизни и	2	4
64	и на	4	4
65	здесь не	1	3
66	самом деле	10	3
67	формы и	3	3
68	в котором	3	3
69	в пределах	6	3
70	ведь и	1	3
71	ясно что	5	3
72	еще не	4	3
73	мы не	6	3
74	и вообще	2	3
75	социальной группы	1	3
76	о том	2	3
77	бы то	8	3
78	но и	8	3
79	между тем	3	3
80	точка зрения	7	3
81	нуждается в	3	3
82	того что	3	3
83	быть и	3	3
84	и наконец	1	3
85	и ее	3	3
86	все эти	7	3
87	только на	4	3
88	конечно не	5	3
89	в себе	2	3
90	социального взаимодействия	2	3
91	слово в	3	3
92	для него	9	3
93	социальных оценок	1	3
94	отражает в	1	3
95	внутренней речи	9	3
96	и по	1	3
97	то ни	8	3
98	и с	2	3
99	до сих	8	3
100	слово так	1	3
101	ни в	2	3
102	и пр	12	3
103	двух направлениях	1	3
104	является продуктом	2	3
105	в своей	3	3
106	художественного творчества	1	3
107	так же	7	3
108	справедливо и	2	3
109	тем не	2	3
110	этой точки	1	3
111	как к	2	3
112	и более	2	3
113	из этого	2	3
114	не должна	1	3
115	по себе	4	3
116	сих пор	8	3
117	не менее	4	3
118	все это	3	3
119	но для	2	3
120	и для	11	3
121	ее и	1	3
122	находит свое	1	3
123	так называемой	1	3
124	отношении к	4	3
125	в каком	3	3
126	на границе	3	3
127	от этой	1	2
128	значения и	1	2
129	и то	1	2
130	как это	1	2
131	действия и	1	2
132	и совершенно	1	2
133	ко всем	1	2
134	те же	5	2
135	вещи и	1	2
136	со всех	2	2
137	по природе	1	2
138	на материале	8	2
139	в материале	3	2
140	материале слова	5	2
141	совпадает с	2	2
142	форму как	1	2
143	и здесь	6	2
144	не остается	2	2
145	и та	2	2
146	настоящее время	6	2
147	с его	1	2
148	и что	1	2
149	между собой	2	2
150	ней как	1	2
151	оценок и	1	2
152	как форма	1	2
153	в чем	2	2
154	но конечно	1	2
155	в данном	4	2
156	для других	2	2
157	в его	6	2
158	что и	2	2
159	в психике	1	2
160	в форме	1	2
161	следовательно только	1	2
162	этого общения	1	2
163	относится к	1	2
164	социальная группа	1	2
165	независимо от	2	2
166	в своем	2	2
167	кроме того	6	2
168	социальной среды	1	2
169	его к	2	2
170	в какой	3	2
171	словом и	2	2
