N	3gram	Nazirov_Tv_1	FransuaR
1	в ту эпоху	2	7
2	то же время	12	6
3	в то же	13	6
4	до сих пор	1	4
5	но в то	4	4
6	в связи с	1	4
7	на самом деле	2	3
8	в мировой литературе	1	3
9	в отличие от	1	3
10	мы уже говорили	1	3
11	по отношению к	1	2
12	он говорит об	1	2
13	в своей книге	1	2
14	и в других	1	2
15	это вовсе не	1	2
16	к этой теме	1	2
17	в данном случае	2	2
18	о том что	5	2
19	и в романе	1	2
20	можно сказать что	2	2
21	как и в	1	2
22	в том же	1	2
23	как и его	1	1
24	что иное как	1	1
25	некоторые из них	1	1
26	том что в	2	1
27	на площади и	1	1
28	но только не	1	1
29	прежде всего на	1	1
30	дело в том	3	1
31	мы узнаем что	1	1
32	имеем в виду	1	1
33	и смерти в	1	1
34	в настоящее время	1	1
35	потому что не	1	1
36	же время он	2	1
37	он в сущности	1	1
38	о котором говорил	1	1
39	хотя бы и	1	1
40	чтобы вы провалились	1	1
41	бы то ни	1	1
42	за то что	1	1
43	на протяжении почти	1	1
44	и далеко не	1	1
45	уже говорили что	1	1
46	войне и мире	1	1
47	не что иное	1	1
48	то ни было	1	1
49	в более широком	1	1
50	в xix веке	1	1
51	за два месяца	1	1
52	это тот самый	1	1
53	в году и	1	1
54	далеко не сразу	1	1
55	не только для	1	1
56	с другой стороны	1	1
57	мы все время	1	1
58	особое внимание на	1	1
59	улицы и площади	1	1
60	только то что	1	1
61	вряд ли можно	1	1
62	то что может	1	1
63	что может быть	1	1
64	заключается в том	1	1
65	в свою очередь	1	1
66	с самого начала	3	1
67	и в самом	1	1
68	в отрыве от	1	1
69	мы имеем в	1	1
70	таким образом и	1	1
71	это как бы	3	1
72	для этой книги	1	1
73	внешнего и внутреннего	1	1
74	в том что	6	1
75	в согласии с	1	1
76	не так как	1	1
