N	2gram	Tiupa_Hudo_2	Istorich
1	и в	28	26
2	т е	2	22
3	так как	1	18
4	мы имеем	1	14
5	никогда не	5	13
6	потому что	2	13
7	и на	3	12
8	в этом	13	12
9	в том	15	12
10	что в	5	12
11	может быть	8	11
12	и т	4	10
13	не только	11	10
14	том что	19	10
15	с другой	3	10
16	и не	18	10
17	еще не	3	9
18	о смерти	3	9
19	а именно	1	9
20	что он	8	9
21	но и	9	9
22	и это	3	8
23	все эти	1	8
24	все же	2	8
25	в нем	3	8
26	т д	2	8
27	на том	1	8
28	с ним	7	8
29	вместе с	2	8
30	другой стороны	1	8
31	например в	1	7
32	но в	2	7
33	и его	5	7
34	о том	12	7
35	с одной	3	7
36	уже не	10	7
37	у него	5	7
38	превращается в	4	7
39	одной стороны	3	7
40	власть над	1	7
41	мы уже	3	6
42	мы не	1	6
43	как в	5	6
44	как он	3	6
45	и с	6	6
46	в виде	2	6
47	то что	6	6
48	этом случае	1	6
49	не может	4	6
50	то же	6	5
51	в ней	3	5
52	за собой	1	5
53	в жертву	1	5
54	не будет	2	5
55	как и	11	5
56	и что	1	5
57	же мы	1	5
58	в то	6	5
59	так и	8	5
60	нас к	1	5
61	в его	11	5
62	только в	4	5
63	тем что	6	5
64	там где	1	5
65	как это	7	5
66	этот мотив	2	5
67	его в	2	5
68	как мы	2	4
69	и он	3	4
70	с его	5	4
71	но как	1	4
72	этого мотива	1	4
73	из этих	2	4
74	на земле	1	4
75	здесь мы	1	4
76	это не	6	4
77	и тем	1	4
78	не всегда	1	4
79	еще нет	1	4
80	а также	2	4
81	что и	4	4
82	что между	1	4
83	себе в	2	4
84	в других	4	4
85	до сих	2	4
86	прежде всего	3	4
87	как бы	5	4
88	в это	3	4
89	сих пор	2	4
90	но это	1	4
91	есть и	3	4
92	все что	3	4
93	же как	2	3
94	и через	1	3
95	и то	2	3
96	так у	1	3
97	оттого что	1	3
98	время как	1	3
99	или иное	1	3
100	независимо от	1	3
101	когда он	1	3
102	та же	2	3
103	в себе	9	3
104	на горах	1	3
105	что она	7	3
106	при этом	11	3
107	если бы	6	3
108	него и	1	3
109	в них	3	3
110	в своей	6	3
111	таким же	1	3
112	и ее	3	3
113	в одном	3	3
114	не в	13	3
115	их в	1	3
116	она не	5	3
117	того как	2	3
118	к концу	1	3
119	как только	3	3
120	вокруг него	1	3
121	его с	1	3
122	приходит к	2	3
123	и другие	5	3
124	данном случае	2	3
125	то время	1	3
126	только через	1	3
127	один из	2	3
128	том как	2	3
129	меня и	1	3
130	в качестве	4	3
131	не происходит	1	3
132	так что	1	3
133	и других	1	3
134	от того	1	3
135	и только	2	3
136	со стороны	3	3
137	от этого	1	3
138	не было	6	3
139	в частности	7	3
140	в данном	2	3
141	наряду с	5	3
142	как будто	4	3
143	и от	2	3
144	или в	3	3
145	каждый год	1	3
146	а в	6	3
147	еще в	1	3
148	и эта	2	3
149	сказать что	2	3
150	из этого	1	3
151	как на	2	3
152	в своих	1	3
153	к этому	1	3
154	во сне	3	3
155	здесь и	1	2
156	не умирает	1	2
157	представляет собой	1	2
158	он был	1	2
159	но не	4	2
