N	3gram	Bakhtin_Fr_7	Komedia
1	в том что	3	9
2	к тому же	1	5
3	в конце концов	4	4
4	в одном из	1	4
5	то же время	9	4
6	в то же	9	4
7	по отношению к	2	3
8	дошедших до нас	1	3
9	в этом отношении	2	3
10	после того как	4	3
11	о том что	1	3
12	не в состоянии	1	2
13	во второй половине	1	2
14	то же самое	1	2
15	но и в	1	2
16	как и в	2	2
17	во всяком случае	1	2
18	в тех же	1	2
19	именно потому что	1	2
20	таким образом в	1	2
21	что иное как	1	1
22	более или менее	2	1
23	центром вокруг которого	1	1
24	в том числе	4	1
25	в том же	1	1
26	изображен в виде	1	1
27	те и другие	2	1
28	они так же	1	1
29	сам по себе	1	1
30	можно было бы	2	1
31	что все это	1	1
32	со всех сторон	1	1
33	и в каком	1	1
34	и у других	1	1
35	и у него	1	1
36	как вы думаете	1	1
37	в значительной степени	2	1
38	в применении к	1	1
39	в это время	1	1
40	в данном случае	1	1
41	иногда в них	1	1
42	не только в	1	1
43	которым он действует	1	1
44	в той же	1	1
45	в чем же	1	1
46	положительных или отрицательных	1	1
47	место в нем	1	1
48	никаких оснований предполагать	1	1
49	конце концов в	1	1
50	том что они	1	1
51	и в том	1	1
52	до нас не	1	1
53	нет никаких оснований	1	1
54	до наших дней	1	1
55	в v веке	1	1
56	именно в это	1	1
57	но он не	1	1
58	что у него	2	1
59	с самого начала	1	1
60	в отрыве от	2	1
61	и прежде всего	1	1
62	не что иное	1	1
63	по аналогии с	1	1
64	друг от друга	1	1
65	в этой же	1	1
66	в другом случае	1	1
67	в большинстве случаев	2	1
68	он действует в	1	1
69	как мы уже	1	1
70	как бы центром	1	1
71	который в своем	1	1
72	свое завершение в	1	1
73	как мы видели	4	1
74	мы уже знаем	1	1
75	в конце xv	1	1
76	и все это	1	1
77	именно к этому	1	1
78	и те и	2	1
