N	3gram	Losev_Dial_3	Istorich
1	и т д	23	22
2	не может быть	6	7
3	тем не менее	10	6
4	более или менее	1	5
5	с другой стороны	2	5
6	до сих пор	1	5
7	не то же	1	4
8	с одной стороны	3	4
9	на то что	3	4
10	в том что	3	4
11	то же самое	1	3
12	точно так же	2	3
13	то время как	4	3
14	в то время	4	3
15	в связи с	1	3
16	о том что	5	3
17	в чистом виде	1	2
18	это не может	1	2
19	то ясно что	3	2
20	что мы имеем	1	2
21	в зависимости от	2	2
22	бы то ни	1	2
23	и тем не	2	2
24	так же как	2	2
25	если бы мы	1	2
26	то ни было	1	2
27	это конечно не	1	2
28	мы не можем	2	2
29	само по себе	5	2
30	и должен быть	1	2
31	а иногда и	1	1
32	иметь в виду	2	1
33	мы никогда не	1	1
34	он исходит из	1	1
35	все остальное есть	2	1
36	это было бы	2	1
37	здесь не просто	1	1
38	не говоря уже	2	1
39	и в особенности	1	1
40	подобно тому как	4	1
41	так что в	1	1
42	этим мы еще	1	1
43	одной стороны и	1	1
44	только тогда когда	3	1
45	же как и	1	1
46	и больше ничего	4	1
47	что он должен	1	1
48	на точку зрения	1	1
49	сами по себе	3	1
50	друг на друга	1	1
51	кого бы то	1	1
52	имеем дело не	1	1
53	было указано что	2	1
54	а так как	1	1
55	но они не	2	1
56	говоря уже о	2	1
57	может быть только	1	1
58	еще не есть	1	1
59	и для этого	1	1
60	уже о том	1	1
61	не чем иным	1	1
62	это может быть	1	1
63	того что он	3	1
64	в них как	1	1
65	во многих местах	1	1
66	по существу своему	1	1
67	оказывается что это	1	1
68	не содержит в	1	1
69	как абстрактное понятие	1	1
70	в мифе о	1	1
71	не в том	1	1
72	уже по одному	2	1
73	не могут быть	2	1
74	это не значит	1	1
75	т д на	1	1
76	явление но если	1	1
77	но так как	1	1
78	очень мало и	1	1
79	лишь тогда когда	1	1
80	это потому что	1	1
81	есть не что	3	1
82	и даже в	1	1
83	чем иным как	1	1
84	и что такое	3	1
85	кроме того есть	1	1
86	того или иного	2	1
87	в одном из	1	1
88	легко заметить что	1	1
89	что иное как	6	1
90	не более как	1	1
91	содержит в себе	1	1
92	однако что же	1	1
93	во всем его	1	1
94	к тому что	2	1
95	не значит что	1	1
96	не что иное	6	1
97	и что он	1	1
98	тех или иных	1	1
99	и в этом	2	1
100	внимание на то	1	1
101	все это не	1	1
102	и от его	2	1
103	что и в	1	1
104	к тому же	2	1
105	в этом отношении	1	1
