N	3gram	Tiupa_Hudo_1	Myshleni
1	в том что	6	19
2	по отношению к	8	10
3	с точки зрения	3	10
4	с самого начала	1	7
5	к тому что	4	7
6	то же самое	1	6
7	можно было бы	4	5
8	друг с другом	1	5
9	потому что он	1	4
10	тому что он	2	4
11	на то что	2	4
12	он не умеет	1	3
13	до сих пор	2	3
14	в этом отношении	3	3
15	в первую очередь	2	3
16	в первом случае	1	3
17	состоит в том	1	2
18	в этом смысле	1	2
19	и там где	1	2
20	до известной степени	1	2
21	с тем что	1	2
22	несмотря на то	1	2
23	именно в этом	1	2
24	как раз в	2	2
25	того что он	1	2
26	что все эти	1	2
27	вместо того чтобы	2	2
28	то что мы	1	2
29	с того что	1	2
30	не только не	1	2
31	в связи с	3	2
32	в том смысле	1	2
33	так и по	1	2
34	не может быть	2	2
35	том что в	2	1
36	в тот момент	2	1
37	другому человеку и	1	1
38	и в конце	1	1
39	то что я	1	1
40	те связи которые	1	1
41	было бы подумать	1	1
42	не знает ни	1	1
43	тот момент когда	2	1
44	на самом деле	1	1
45	в том и	1	1
46	в ответ на	1	1
47	о том как	2	1
48	гораздо большей степени	1	1
49	же как и	1	1
50	что еще не	1	1
51	друг от друга	1	1
52	только в том	2	1
53	как и все	1	1
54	сами по себе	1	1
55	самом деле не	1	1
56	что он не	2	1
57	в отличие от	1	1
58	по своему содержанию	1	1
59	в гораздо большей	1	1
60	двух казалось бы	1	1
61	с этой точки	1	1
62	то и другое	2	1
63	с другим и	1	1
64	не исчерпывается мы	1	1
65	в равной мере	2	1
66	приводит к тому	1	1
67	содержит в себе	1	1
68	в данном случае	1	1
69	не потому что	1	1
70	не только в	2	1
71	в первый раз	1	1
72	как по отношению	1	1
73	с одной стороны	1	1
74	в действительности же	2	1
75	и в этом	1	1
76	и по отношению	1	1
77	не являются ли	1	1
78	бы подумать что	1	1
79	отношению к другому	1	1
80	как бы в	1	1
81	на вопрос что	1	1
82	этой точки зрения	1	1
83	того что у	1	1
84	как и в	3	1
85	к предмету у	1	1
86	в свою очередь	1	1
87	не может не	1	1
88	связи с этим	2	1
89	то можно было	1	1
90	но в этом	1	1
91	в самом деле	4	1
92	во второй половине	2	1
93	вопрос о природе	1	1
94	тем не менее	3	1
95	ничего общего с	1	1
96	принципиальное различие между	1	1
97	в конце концов	1	1
98	и к другому	1	1
