N	2gram	Losev_Dial_2	Literetu
1	не только	19	24
2	при этом	4	19
3	но и	12	17
4	в том	14	16
5	а не	16	16
6	в частности	2	15
7	том что	10	14
8	может быть	20	13
9	и не	30	12
10	в этом	8	12
11	в своем	4	11
12	прежде всего	8	11
13	то что	14	10
14	или иначе	2	9
15	в целом	1	8
16	так или	2	8
17	не в	8	8
18	и в	19	8
19	только в	5	8
20	как это	7	8
21	я и	2	7
22	я не	6	7
23	как бы	14	7
24	в себе	15	7
25	не менее	3	7
26	в его	1	7
27	уже не	3	7
28	и я	2	6
29	как и	10	6
30	точки зрения	12	6
31	того что	6	6
32	связи с	4	6
33	в жизни	2	6
34	себя в	2	6
35	то же	12	5
36	отличие от	1	5
37	как в	2	5
38	в то	6	5
39	искусства и	1	5
40	же время	5	5
41	же в	2	5
42	что он	6	5
43	уже в	4	5
44	не может	9	5
45	в данном	3	5
46	с этой	1	5
47	я в	1	5
48	в своей	8	4
49	еще не	4	4
50	но не	6	4
51	в этой	3	4
52	все же	4	4
53	по преимуществу	1	4
54	не как	2	4
55	в силу	5	4
56	и его	5	4
57	данном случае	2	4
58	никогда не	9	4
59	так и	10	4
60	еще в	1	4
61	и тем	1	4
62	из них	3	4
63	в конце	2	4
64	друг друга	1	4
65	как раз	5	4
66	в связи	4	4
67	это не	10	4
68	в своих	2	4
69	например в	2	3
70	в сфере	2	3
71	тех же	1	3
72	и есть	4	3
73	тем же	2	3
74	века в	1	3
75	также и	2	3
76	субъекта и	4	3
77	в самом	5	3
78	с их	1	3
79	в принципе	1	3
80	силу своей	2	3
81	таким образом	4	3
82	его в	3	3
83	в душе	7	3
84	далеко не	1	3
85	несмотря на	2	3
86	у тютчева	1	3
87	в их	2	3
88	но в	2	3
89	что ему	1	3
90	одна из	1	3
91	в основе	1	3
92	не должен	1	3
93	в области	2	3
94	свое собственное	1	3
95	в виду	5	3
96	приводит к	1	3
97	одного из	1	3
98	нуждается в	3	3
99	не сводится	1	3
100	по своей	4	3
101	и прежде	2	3
102	потому что	14	3
103	одно из	4	3
104	при всей	1	3
105	у него	1	3
106	и даже	14	3
107	с другой	5	3
108	еще и	1	3
109	и др	1	3
110	не было	3	3
111	да и	6	3
112	при всем	1	3
113	жизни и	6	3
114	что в	7	3
115	а в	4	3
116	же и	9	3
117	во всяком	2	3
118	чтобы не	6	2
119	человека и	2	2
120	должно стать	1	2
121	того же	1	2
122	не остается	1	2
123	и то	7	2
124	самом деле	4	2
125	от самого	1	2
126	должна быть	5	2
127	для своего	1	2
128	та же	4	2
129	в сущности	2	2
130	то это	2	2
131	во мне	4	2
132	а только	3	2
133	воздействие на	1	2
134	мне но	1	2
135	отнюдь не	6	2
136	общего с	1	2
137	и нет	2	2
138	бы я	1	2
139	или иную	1	2
140	только то	4	2
141	все эти	2	2
142	из этих	1	2
143	но без	3	2
144	тому же	1	2
145	во многих	1	2
146	как он	4	2
147	с чем	1	2
148	в нем	10	2
149	же это	4	2
150	не к	1	2
151	подобно тому	1	2
152	на этом	2	2
153	поэзии и	4	2
154	здесь как	1	2
155	было бы	3	2
156	на почве	1	2
157	в москве	1	2
158	бы на	1	2
159	что такое	3	2
160	как все	1	2
161	всяком случае	2	2
162	с точки	8	2
163	мы в	2	2
164	жизни с	2	2
165	что я	2	2
166	тем не	2	2
167	даже в	3	2
168	дело не	2	2
169	виду не	1	2
170	было у	1	2
171	как будто	7	2
172	этом отношении	1	2
173	могут быть	4	2
174	к тому	2	2
175	в поле	1	2
176	должен быть	1	2
177	у достоевского	1	2
178	более не	1	2
179	но при	1	2
180	говоря уже	2	2
181	по этой	2	2
182	в мире	2	2
183	имеется в	2	2
184	или иной	1	2
185	в другом	4	2
186	о том	5	2
187	с одной	2	2
188	между тем	2	2
189	и только	4	2
190	хотя бы	4	2
191	их не	1	2
192	только на	1	2
193	то и	1	2
194	что не	6	2
195	ту или	1	2
196	а потому	2	2
197	тем что	2	2
198	одной стороны	1	2
199	за пределы	4	2
200	превращается в	1	2
201	не на	2	2
202	все более	1	2
203	нет ничего	1	2
204	или нет?	1	2
205	тому как	1	2
206	это уже	2	2
207	в сферу	2	2
208	это как	3	2
209	своей собственной	1	2
210	личность не	1	2
211	тем более	1	2
212	все они	1	2
213	не есть	47	2
214	не говоря	2	2
215	ко всему	1	2
216	в искусстве	2	2
217	как известно	2	1
218	же как	3	1
219	от самой	1	1
220	на самом	2	1
221	только потому	2	1
222	всего это	1	1
223	с поэзией	3	1
224	идет о	1	1
225	показать что	1	1
226	перед лицом	1	1
227	между двумя	1	1
228	достоевского в	1	1
229	оно было	1	1
230	есть не	7	1
231	мы не	1	1
232	вопрос о	3	1
233	и новые	1	1
234	нам в	1	1
235	в становлении	2	1
236	не была	1	1
237	есть нечто	8	1
238	личности существенно	1	1
239	но даже	1	1
240	ему в	1	1
241	и самой	1	1
242	личности с	1	1
243	зависимости от	2	1
244	и он	1	1
245	не кончается	2	1
246	это время	3	1
247	не иметь	1	1
248	человеческого опыта	1	1
249	он был	1	1
250	он сам	1	1
251	как субъекта	1	1
252	быть в	4	1
253	и нигде	4	1
254	нечто в	1	1
255	бы то	1	1
256	предполагать что	1	1
257	в различных	1	1
258	в чем	3	1
259	что предмет	2	1
260	бытие на	1	1
261	глаза на	1	1
262	но как	5	1
263	к которой	1	1
264	себе самой	1	1
265	в наиболее	1	1
266	тут же	4	1
267	не просто	12	1
268	что они	6	1
269	нет конца	1	1
270	и читатель	1	1
271	к достижению	1	1
272	первый взгляд	1	1
273	в одной	4	1
274	его на	1	1
