N	3gram	Bakhtin_sl_1	Istorich
1	и т д	5	16
2	с другой стороны	4	8
3	во всех этих	1	6
4	не только в	2	5
5	о том что	1	5
6	за тридевять земель	1	5
7	с одной стороны	4	4
8	мы имеем в	1	4
9	тем не менее	1	4
10	в том что	1	4
11	этой точки зрения	1	3
12	с этой точки	1	3
13	мы видим что	1	3
14	не может быть	1	3
15	в данном случае	3	3
16	то время как	2	2
17	но и в	1	2
18	но это не	1	2
19	до сих пор	2	2
20	лежит в основе	1	2
21	так и в	3	2
22	в то время	2	2
23	у него есть	1	2
24	как и в	1	2
25	с точки зрения	8	1
26	все дело в	1	1
27	и др все	1	1
28	что они не	1	1
29	и в особенности	4	1
30	в этом случае	2	1
31	в нем и	1	1
32	в зависимости от	3	1
33	только в условиях	1	1
34	не входит в	1	1
35	таким образом на	1	1
36	бы то ни	1	1
37	в их основе	2	1
38	и т п	23	1
39	в большинстве случаев	6	1
40	силы и что	1	1
41	можно было бы	2	1
42	как мы уже	2	1
43	а иногда и	1	1
44	и не в	1	1
45	у него нет	1	1
46	в первый раз	1	1
47	то ни было	1	1
48	мы все же	1	1
49	в которой они	1	1
50	и формы и	1	1
51	до наших дней	1	1
52	здесь перед нами	1	1
53	не может сделать	1	1
54	а не его	1	1
55	более или менее	3	1
56	вне поля зрения	1	1
57	но с другой	1	1
58	в сознании людей	1	1
59	но и на	1	1
60	не только на	2	1
61	как только он	1	1
62	и вступает в	1	1
63	к тому что	2	1
64	в которое он	1	1
65	ли он в	1	1
66	и в каждом	1	1
67	как мы видели	1	1
68	вместе со своим	1	1
