N	3gram	Trubetskoy_1	FransuaR
1	то же время	10	10
2	в то же	10	10
3	до сих пор	5	8
4	в большинстве случаев	2	6
5	в том что	7	6
6	в другом месте	1	3
7	в настоящее время	2	3
8	в том числе	1	3
9	не подлежит сомнению	1	3
10	в связи с	1	3
11	более или менее	4	2
12	с точки зрения	9	2
13	бы то ни	4	2
14	том числе и	1	2
15	во всех областях	1	2
16	что все это	1	2
17	в данном случае	3	2
18	но в то	1	2
19	дело в том	1	2
20	о том что	2	2
21	для того чтобы	6	2
22	не может быть	4	2
23	во всех странах	1	2
24	а следовательно и	2	1
25	теснейшим образом связаны	1	1
26	таит в себе	1	1
27	прежде всего в	1	1
28	на том же	1	1
29	по отношению к	1	1
30	на самом деле	6	1
31	еще не было	1	1
32	в самом деле	1	1
33	конечно не по	1	1
34	до известной степени	1	1
35	же время в	1	1
36	вместе с тем	3	1
37	говорили в другом	1	1
38	и яркое выражение	1	1
39	в этом отношении	1	1
40	свидетельствуют о том	1	1
41	в значительной мере	2	1
42	и то что	3	1
43	и в других	1	1
44	и во всем	1	1
45	и в частности	1	1
46	сих пор мы	1	1
47	то ни было	1	1
48	но мы уже	1	1
49	состоит в том	1	1
50	но при этом	1	1
51	и в этом	1	1
52	и вместе с	2	1
53	это конечно не	1	1
54	друг к другу	1	1
55	потому что они	1	1
56	во всех этих	1	1
57	только то что	1	1
58	же время вполне	1	1
59	речь шла о	1	1
60	и как бы	1	1
61	с самого начала	1	1
62	вопрос о том	1	1
63	и прежде всего	1	1
64	заключается в том	1	1
65	речь идет о	1	1
66	но ведь в	1	1
67	как бы ни	1	1
68	говорить и писать	1	1
69	в результате этого	1	1
70	можно было бы	3	1
71	друг с другом	14	1
72	к тому же	1	1
73	то же самое	1	1
74	с тем чтобы	3	1
75	той или иной	3	1
76	и только в	1	1
