N	2gram	Nazirov_Tv_2	Vladivir
1	и в	20	40
2	то что	3	28
3	не только	13	25
4	и не	9	25
5	у него	6	24
6	то есть	5	24
7	том что	4	18
8	в том	8	18
9	но и	8	18
10	что в	7	17
11	в этом	8	16
12	в его	10	14
13	так что	2	14
14	не может	7	14
15	в виде	2	13
16	вовсе не	2	13
17	только в	2	13
18	в конце	6	12
19	сказать что	1	12
20	едва ли	2	11
21	никогда не	11	11
22	потому что	7	11
23	таким образом	10	11
24	о том	5	11
25	в году	16	10
26	не просто	1	10
27	ни в	1	10
28	и его	9	10
29	то это	1	10
30	не есть	1	10
31	прежде всего	8	10
32	как раз	1	10
33	и потому	4	10
34	уже не	3	9
35	что это	1	9
36	в себе	3	9
37	и с	8	9
38	в своей	6	9
39	не менее	2	9
40	что же	1	9
41	под названием	1	9
42	как мы	1	8
43	в этой	5	8
44	он не	3	8
45	соловьев в	2	8
46	не был	1	8
47	и что	2	8
48	для него	3	8
49	может быть	8	8
50	а не	6	8
51	так же	5	8
52	а только	1	7
53	же с	9	7
54	хотя и	4	7
55	и как	1	7
56	и если	2	7
57	что все	1	7
58	как и	6	7
59	несмотря на	1	7
60	необходимо сказать	1	7
61	в то	10	7
62	там же	9	7
63	что и	1	7
64	так как	3	7
65	вместе с	3	7
66	к тому	1	7
67	а в	4	7
68	в своих	3	7
69	и на	5	6
70	то в	1	6
71	не мог	1	6
72	по себе	1	6
73	и это	3	6
74	и от	4	6
75	так и	6	6
76	об этом	4	6
77	и здесь	1	6
78	почему же	1	6
79	значит что	1	6
80	и даже	5	6
81	если не	4	6
82	xix века	7	6
83	но это	5	6
84	мы уже	1	5
85	тут же	2	5
86	отнюдь не	4	5
87	в истории	2	5
88	все эти	4	5
89	тоже не	2	5
90	тому же	2	5
91	содержит в	1	5
92	можно было	1	5
93	должно быть	1	5
94	но если	2	5
95	некоторого рода	1	5
96	дело в	1	5
97	тем что	3	5
98	для нас	1	5
99	ничего не	4	5
100	у нас	2	5
101	ничего общего	1	5
102	для себя	1	5
103	еще в	1	5
104	с другой	2	5
105	что он	6	5
106	в одном	2	5
107	не говорит	1	5
108	не было	2	5
109	в самом	3	4
110	то же	7	4
111	что если	1	4
112	и о	1	4
113	философии но	2	4
114	еще не	5	4
115	но не	5	4
116	то он	1	4
117	все же	5	4
118	но в	4	4
119	на то	1	4
120	было бы	1	4
121	такой же	2	4
122	в котором	3	4
123	даже в	1	4
124	тому что	1	4
125	не имеет	1	4
126	то время	1	4
127	в дальнейшем	4	4
128	не с	1	4
129	мог бы	1	4
130	она была	1	4
131	как идея	1	4
132	утверждает что	1	4
133	января года	4	4
134	по мнению	3	4
135	при помощи	2	4
136	а с	3	4
137	с м	1	4
138	него в	2	4
139	как это	1	4
140	в течение	1	4
141	такого рода	1	4
142	поскольку он	1	4
143	в основном	6	4
144	в результате	1	4
145	точно так	1	4
146	же как	3	3
147	и тут	1	3
148	я не	2	3
149	с большим	3	3
150	в чем	4	3
151	не все	1	3
152	отличие от	2	3
153	о необходимости	1	3
154	перед нами	1	3
155	философии против	1	3
156	и у	2	3
157	уже в	2	3
158	из этих	1	3
159	с их	1	3
160	в нем	3	3
161	при этом	8	3
162	в россии	2	3
163	с соловьев	1	3
164	является не	1	3
165	это не	7	3
166	бытие и	1	3
167	не столько	2	3
168	i с	1	3
169	в отличие	2	3
170	не в	4	3
171	в философии	1	3
172	что этот	2	3
173	сводится к	2	3
174	всякого рода	2	3
175	в духе	4	3
176	отличается от	1	3
177	году в	1	3
178	в виду	1	3
179	жизнь и	1	3
180	если бы	4	3
181	и вообще	2	3
182	как нечто	1	3
183	с одной	1	3
184	вот что	1	3
185	мы знаем	1	3
186	был бы	1	3
187	не так	2	3
188	всяком случае	2	3
189	конце жизни	1	3
190	и только	2	3
191	человека и	3	3
192	даже не	1	3
193	именно в	6	3
194	в связи	1	3
195	мы видели	1	3
196	как бы	11	3
197	и для	1	3
198	как на	1	3
199	в таком	3	3
200	во всяком	2	3
201	в этот	2	2
202	не имел	1	2
203	спб с	1	2
204	по преимуществу	2	2
205	и за	1	2
206	мы не	4	2
207	не вполне	1	2
208	на себя	1	2
209	мы и	1	2
210	он был	1	2
211	он сам	3	2
212	без которой	1	2
213	быть в	1	2
214	нам представляется	1	2
215	что его	2	2
216	истории в	1	2
217	а тем	1	2
218	но как	1	2
219	к богу	1	2
220	во что	2	2
221	не охватывает	1	2
222	общего с	1	2
223	с этим	1	2
224	сам же	1	2
225	и наконец	2	2
226	и к	1	2
227	только то	1	2
228	в которой	2	2
229	в целом	6	2
230	он всегда	2	2
231	что она	4	2
232	он ни	1	2
233	а скорее	2	2
234	и еще	2	2
235	же это	1	2
236	идеи и	1	2
237	не к	1	2
238	в силу	1	2
239	и по	2	2
240	же не	2	2
241	в другом	1	2
242	об этой	1	2
243	традиционной в	1	2
244	должен был	1	2
245	м с	7	2
246	в жизни	1	2
247	но уже	3	2
248	таком случае	2	2
249	с такой	1	2
250	в этих	1	2
251	в их	3	2
252	знаем что	1	2
253	выше мы	1	2
254	и более	1	2
255	тем самым	4	2
256	о значении	1	2
257	она не	1	2
258	таков был	1	2
259	на него	2	2
260	которые были	1	2
261	но только	1	2
262	на путях	1	2
263	же время	7	2
264	при всем	1	2
265	она должна	1	2
266	связи с	1	2
267	здесь же	1	2
268	что на	2	2
269	он называет	1	2
270	нет ни	1	2
271	не могут	1	2
272	и вполне	1	2
273	той или	1	2
274	в в	1	2
275	роль в	2	2
276	в мире	5	2
277	во многом	2	2
278	но у	4	2
279	является в	1	2
280	и всякого	1	2
281	его в	3	2
282	т i	1	2
283	ранний период	1	2
284	одной из	3	2
285	который в	1	2
