N	2gram	Vygotskiy__6	slovoVRo
1	и в	28	39
2	может быть	13	37
3	и его	3	33
4	не только	16	24
5	и не	11	22
6	но и	10	21
7	не может	19	20
8	в нем	7	19
9	до конца	3	17
10	в этом	27	16
11	чужой речи	1	16
12	все это	2	16
13	так и	6	15
14	а не	3	14
15	отличие от	1	13
16	как в	3	13
17	в процессе	9	13
18	в пределах	5	13
19	слова в	1	13
20	во всех	4	12
21	в отличие	1	12
22	в истории	1	11
23	слово в	1	11
24	вовсе не	1	10
25	к своему	1	9
26	и с	1	9
27	не в	4	9
28	языка и	5	9
29	таким образом	18	8
30	оно не	4	8
31	прежде всего	2	8
32	точки зрения	13	8
33	еще не	8	7
34	с его	3	7
35	пределах одного	1	7
36	при этом	3	7
37	в этих	2	7
38	для него	6	7
39	с ним	2	7
40	никогда не	8	7
41	могут быть	5	7
42	как мы	10	7
43	в его	3	7
44	и даже	1	7
45	как бы	11	7
46	в сущности	7	6
47	но не	10	6
48	в своем	7	6
49	все же	2	6
50	и к	6	6
51	но в	5	6
52	все эти	2	6
53	в них	3	6
54	как и	6	6
55	она не	2	6
56	языка в	2	6
57	в значительной	2	6
58	язык в	1	6
59	там где	7	6
60	этом случае	2	6
61	например в	4	5
62	человека в	1	5
63	это не	5	5
64	том что	19	5
65	по себе	3	5
66	мышления и	7	5
67	не могут	5	5
68	но все	1	5
69	той или	1	5
70	с другой	2	5
71	один из	3	5
72	в том	28	5
73	с ними	2	5
74	с одной	1	5
75	конечно не	1	5
76	уже не	1	5
77	языка а	1	5
78	и их	1	5
79	одной стороны	1	5
80	или иной	1	5
81	в плане	3	5
82	остается в	2	5
83	только в	18	5
84	для нас	2	5
85	от него	2	5
86	и все	5	5
87	и наконец	2	5
88	отношения к	3	4
89	в зависимости	5	4
90	и на	5	4
91	по отношению	10	4
92	отношение к	7	4
93	сливается с	1	4
94	связанные с	3	4
95	всех этих	1	4
96	то же	7	4
97	всех областях	1	4
98	его в	6	4
99	входит в	1	4
100	с другими	2	4
101	ни в	1	4
102	в отношении	10	4
103	слова к	2	4
104	не менее	2	4
105	в то	6	4
106	одна из	1	4
107	в основе	3	4
108	во всем	1	4
109	зависимости от	5	4
110	что оно	7	4
111	для этого	2	4
112	наконец в	1	4
113	дело с	2	4
114	для всех	2	4
115	и других	7	4
116	языка но	1	4
117	так как	10	4
118	и др	2	4
119	с помощью	13	4
120	на фоне	3	4
121	в той	4	4
122	в основном	1	4
123	а в	2	4
124	отношении к	3	4
125	слова с	1	4
126	отношению к	10	4
127	ту же	3	3
128	как это	3	3
129	в чисто	1	3
130	собственном смысле	1	3
131	той же	4	3
132	язык как	1	3
133	в чем	6	3
134	в собственном	1	3
135	стороны и	1	3
136	перед нами	1	3
137	и как	6	3
138	не приходится	1	3
139	с их	1	3
140	на этом	4	3
141	не с	2	3
142	другого языка	1	3
143	с точки	10	3
144	не столько	1	3
145	точку зрения	2	3
146	связи с	3	3
147	этом отношении	3	3
148	разрыв между	2	3
149	языке как	1	3
150	к нему	1	3
151	между тем	1	3
152	что и	4	3
153	слов и	3	3
154	в свете	5	3
155	этого процесса	2	3
156	или даже	1	3
157	у него	2	3
158	рядом с	1	3
159	здесь в	1	3
160	в свою	1	3
161	может иметь	1	3
162	связано с	3	3
163	материал в	1	3
164	и там	2	3
165	как к	1	3
166	к проблеме	1	3
167	и от	2	3
168	но это	2	3
169	что в	17	3
170	сказать что	13	3
171	речи и	5	3
172	одновременно и	1	3
173	одним из	2	2
174	в сфере	12	2
175	языка с	1	2
176	каждом шагу	1	2
177	это и	3	2
178	с таким	1	2
179	мы уже	2	2
180	и само	1	2
181	мы не	6	2
182	это возможно	1	2
183	оно уже	1	2
184	но как	3	2
185	точка зрения	1	2
186	в новом	2	2
187	из важнейших	1	2
188	за пределы	1	2
189	связи и	3	2
190	с этим	4	2
191	и различные	1	2
192	кроме того	1	2
193	хотя и	3	2
194	в нашем	4	2
195	в себе	4	2
196	как он	1	2
197	на его	3	2
198	а просто	1	2
199	он не	7	2
200	в виде	1	2
201	и более	2	2
202	в нее	1	2
203	факт что	1	2
204	значение в	1	2
205	как отношение	1	2
206	зрения и	1	2
207	уже сказано	1	2
208	далеко не	1	2
209	независимо от	3	2
210	мы видели	8	2
211	чем в	2	2
212	и другие	2	2
213	и при	1	2
214	в их	3	2
215	на каждом	1	2
216	мы сказали	1	2
217	которые в	4	2
218	но он	2	2
219	даже в	1	2
220	на котором	2	2
221	тогда когда	6	2
222	дело в	1	2
223	того как	5	2
224	которого он	1	2
225	и внутренней	1	2
226	того чтобы	10	2
227	в одном	2	2
228	только и	1	2
229	речи не	1	2
230	входят в	2	2
231	в области	6	2
232	систем в	2	2
233	отличается от	3	2
234	должен быть	1	2
235	оно может	1	2
236	свою очередь	1	2
237	без всякого	1	2
238	в себя	3	2
239	мы наблюдаем	1	2
240	в рамки	1	2
241	как с	2	2
242	в другом	2	2
243	те же	3	2
244	далее эта	1	2
245	и здесь	3	2
246	о том	1	2
247	но мы	3	2
248	влияние на	1	2
249	в различных	1	2
250	может не	1	2
251	нуждается в	3	2
252	как например	1	2
253	речь о	1	2
254	что он	18	2
255	мы увидим	1	2
256	правда и	1	2
257	именно на	1	2
258	где они	2	2
259	его и	1	2
260	цели и	1	2
261	в прошлом	1	2
262	широты и	1	2
263	параллельно с	1	2
264	для того	8	2
265	то что	28	2
266	до сих	3	2
267	именно в	4	2
268	и между	2	2
269	и затем	1	2
270	которых мы	2	2
271	более того	2	2
272	и непосредственно	2	2
273	и слово	1	2
274	в связи	2	2
275	эти слова	1	2
276	вместе с	7	2
277	требует от	3	2
278	может стать	1	2
279	в данном	2	2
280	если оно	1	2
281	предмету и	1	2
282	тот факт	1	2
283	сих пор	3	2
284	в более	1	2
285	известной степени	2	2
286	новое слово	1	2
287	включает в	1	2
288	всем этим	2	2
289	в результате	1	2
290	восприятием и	2	2
291	обстоит дело	1	2
292	только с	1	2
293	может и	1	2
294	не знает	3	2
295	лишь тогда	1	2
296	к его	2	2
297	только о	1	2
298	речи как	2	2
299	все что	1	2
300	они не	4	2
301	смысле слова	1	1
302	как известно	7	1
303	так резко	1	1
304	того же	7	1
305	не остается	1	1
306	он может	2	1
307	между двумя	2	1
308	за собой	3	1
309	мы говорим	2	1
310	его же	1	1
311	и до	1	1
312	мысли то	1	1
313	и за	1	1
314	и могут	1	1
315	этом направлении	1	1
316	есть не	1	1
317	моментах в	1	1
318	и о	1	1
319	что уже	2	1
320	нам в	1	1
321	вещами а	1	1
322	и новых	1	1
323	к началу	1	1
324	слово не	2	1
325	к общему	2	1
326	и иначе	1	1
327	не нужно	1	1
328	между собой	9	1
329	он сам	2	1
330	первый план	1	1
331	быть в	1	1
332	в широком	1	1
333	что его	1	1
334	друг к	3	1
335	видели что	3	1
336	к которой	2	1
337	с какими	1	1
338	не просто	1	1
339	человеку и	1	1
340	в одной	4	1
341	его на	1	1
342	является основным	1	1
343	что проблема	1	1
344	этого развития	1	1
345	что как	1	1
346	обе линии	1	1
347	процессе развития	1	1
348	иначе обстоит	1	1
349	могли бы	9	1
350	целый ряд	4	1
351	как всякая	1	1
352	связанный с	1	1
353	для ее	1	1
354	общности но	1	1
355	в самом	8	1
356	в целом	3	1
357	он в	1	1
358	только два	1	1
359	сущности и	1	1
360	в этой	5	1
361	объекта в	1	1
362	нами в	2	1
363	другом случае	1	1
364	ее как	1	1
365	научных и	7	1
366	на то	4	1
367	если он	2	1
368	вообще не	6	1
369	и житейские	1	1
370	что она	1	1
371	по самому	2	1
372	он ни	1	1
373	но именно	1	1
374	и только	3	1
375	и еще	1	1
376	не значит	1	1
377	речи в	2	1
378	широком смысле	1	1
379	характер в	1	1
380	и по	3	1
381	в соответствующем	1	1
382	конца и	1	1
383	одно и	1	1
384	как таковое	2	1
385	в каждом	3	1
386	делать в	2	1
387	об этом	1	1
388	сложившихся и	1	1
389	к другу	4	1
390	на все	1	1
391	на этой	5	1
392	знает что	1	1
393	это было	1	1
394	те или	1	1
395	не умеет	4	1
396	действительности в	1	1
397	языка оно	1	1
398	должен был	3	1
399	и тем	5	1
400	языка совершенно	1	1
401	мог бы	3	1
402	конкретности и	1	1
