N	2gram	Vinokur_St_1	Psycholo
1	то что	18	44
2	и в	44	33
3	в этом	21	28
4	и что	4	25
5	как бы	4	25
6	потому что	6	24
7	для того	10	23
8	том что	29	22
9	того чтобы	11	22
10	может быть	15	22
11	что в	30	21
12	в том	36	21
13	о том	17	20
14	что он	10	20
15	как это	4	14
16	что это	4	13
17	таким образом	7	13
18	то есть	2	13
19	так же	5	13
20	и не	16	13
21	все это	5	13
22	сказать что	7	13
23	самом деле	11	12
24	в самом	7	12
25	было бы	17	12
26	к тому	1	12
27	и все	2	12
28	если мы	1	12
29	так как	5	12
30	он не	2	11
31	что все	2	11
32	говорит что	3	10
33	на то	4	10
34	что она	4	10
35	если бы	9	10
36	в его	9	10
37	не может	8	10
38	то же	5	9
39	в этой	11	9
40	по себе	1	9
41	как раз	4	9
42	в конце	3	8
43	как будто	4	8
44	для этого	2	8
45	вместе с	1	8
46	в каком	3	8
47	показать что	1	7
48	в своем	2	7
49	раз в	2	7
50	не только	18	7
51	в нем	5	7
52	так что	6	7
53	и только	3	7
54	до конца	1	7
55	для нас	7	7
56	и т	30	6
57	на самом	6	6
58	в сущности	2	6
59	в ней	3	6
60	что они	7	6
61	перед нами	1	6
62	все эти	5	6
63	в себе	2	6
64	и вот	1	6
65	во время	3	6
66	точки зрения	11	6
67	всякий раз	2	6
68	но он	2	6
69	что эта	2	6
70	тому что	3	6
71	когда мы	1	6
72	это не	8	6
73	у него	2	6
74	а не	16	6
75	что мы	5	6
76	как на	1	6
77	это и	4	5
78	полагает что	1	5
79	мы не	2	5
80	в целом	5	5
81	и на	1	5
82	с этим	3	5
83	все же	8	5
84	целый ряд	2	5
85	как он	1	5
86	ясно что	10	5
87	как и	9	5
88	нисколько не	2	5
89	никогда не	5	5
90	что самое	1	5
91	и его	8	5
92	и это	2	5
93	с самого	1	5
94	казалось бы	1	5
95	заключается в	4	5
96	в какой	3	5
97	что для	3	5
98	вовсе не	19	5
99	из этого	1	5
100	и есть	1	4
101	той же	5	4
102	в которой	4	4
103	я не	7	4
104	говорит о	3	4
105	с именем	1	4
106	том чтобы	1	4
107	могла бы	1	4
108	это было	1	4
109	с тем	1	4
110	и уже	2	4
111	своей трагедии	1	4
112	в своей	6	4
113	с точки	8	4
114	одна из	1	4
115	на него	2	4
116	а в	17	4
117	у нас	11	4
118	так например	7	4
119	как мы	1	4
120	и о	1	4
121	что у	4	4
122	можно было	13	4
123	об этом	3	4
124	мы вправе	1	4
125	о нем	1	4
126	утверждает что	1	4
127	не просто	1	4
128	того что	9	4
129	в двух	3	4
130	этот вопрос	4	4
131	только в	10	4
132	и так	3	4
133	себя в	1	4
134	при помощи	2	4
135	и других	1	4
136	из них	8	4
137	никто не	4	4
138	по поводу	7	4
139	что не	3	4
140	в частности	4	4
141	с этой	3	4
142	совершенно не	5	4
143	жизни и	5	4
144	это в	4	4
145	к этому	1	4
146	в таком	3	4
147	речь идет	4	3
148	например в	8	3
149	же как	3	3
150	идет о	2	3
151	и до	1	3
152	и этот	1	3
153	и за	3	3
154	говорить о	2	3
155	с но	1	3
156	как я	1	3
157	то это	3	3
158	что его	1	3
159	но не	3	3
160	в сторону	2	3
161	конце концов	1	3
162	как в	13	3
163	что именно	1	3
164	от этого	2	3
165	какой бы	1	3
166	в основу	4	3
167	его в	2	3
168	должен был	2	3
169	ни в	3	3
170	этого слова	2	3
171	ни одной	2	3
172	далеко не	1	3
173	всех этих	2	3
174	но если	4	3
175	и сейчас	4	3
176	мы в	1	3
177	в которых	5	3
178	бы мы	2	3
179	т п	9	3
180	их в	2	3
181	что этот	2	3
182	тем самым	2	3
183	она не	2	3
184	в то	9	3
185	в основе	3	3
186	больше того	1	3
187	и для	3	3
188	нет ни	2	3
189	и говорит	1	3
190	так и	9	3
191	за то	3	3
192	это то	1	3
193	что и	6	3
194	во всей	1	3
195	том как	4	3
196	дело с	2	3
197	в уста	3	3
198	с одной	3	3
199	конечно не	2	3
200	в виде	3	3
201	был бы	1	3
202	всяком случае	6	3
203	могло бы	2	3
204	в одном	1	3
205	сами по	1	3
206	не для	2	3
207	тем что	5	3
208	бы это	2	3
209	и из	1	3
210	до сих	7	3
211	но и	10	3
212	на этот	3	3
213	здесь в	1	3
214	обратиться к	1	3
215	не было	4	3
216	одной стороны	2	3
217	из которых	1	3
218	видит в	1	3
219	надо сказать	2	3
220	в той	6	3
221	смысле этого	2	3
222	да и	3	3
223	сих пор	7	3
224	при таком	2	3
225	что оно	3	3
226	тот же	1	3
227	в своих	2	3
228	точно так	1	3
229	во всяком	6	3
230	также и	9	2
231	и то	5	2
232	на две	1	2
233	из его	1	2
234	что эти	1	2
235	а как	2	2
236	мы имеем	2	2
237	так чтобы	1	2
238	время как	2	2
239	на тему	1	2
240	вместо этого	1	2
241	это время	1	2
242	большей частью	1	2
243	когда речь	2	2
244	литературы и	2	2
245	столь же	4	2
246	бы то	1	2
247	с его	1	2
248	во всех	8	2
249	со стороны	6	2
250	вот эти	1	2
251	меньше всего	1	2
252	как говорит	1	2
253	в одной	1	2
254	чем мы	1	2
255	что нет	2	2
256	что касается	3	2
257	нет решительно	1	2
258	не в	12	2
259	и к	1	2
260	это просто	3	2
261	в каком-то	2	2
262	самое важное	1	2
263	но в	10	2
264	отступает от	1	2
265	бы и	4	2
266	бы не	2	2
267	из этих	6	2
268	думать что	2	2
269	если он	1	2
270	по словам	4	2
271	при этом	2	2
272	т д	21	2
273	читателя в	1	2
274	тем и	1	2
275	и почему	4	2
276	едва ли	1	2
277	приходим к	1	2
278	что ни	2	2
279	никому не	1	2
280	на все	1	2
281	и дает	1	2
282	только одно	1	2
283	в них	1	2
284	о которых	1	2
285	всю жизнь	1	2
286	иначе говоря	1	2
287	такой же	5	2
288	не больше	1	2
289	которую он	1	2
290	можно найти	2	2
291	в такой	2	2
292	это делает	1	2
293	в котором	5	2
294	но которые	1	2
295	место в	1	2
296	оказывается что	1	2
297	или вернее	1	2
298	вопрос о	4	2
299	допустим что	2	2
300	и эти	1	2
301	быть не	1	2
302	даже в	3	2
303	же мы	1	2
304	и ясно	1	2
305	и другое	1	2
306	в русской	1	2
307	не имеет	4	2
308	не по	3	2
309	больше чем	2	2
310	же время	4	2
311	и является	1	2
312	бы по	1	2
313	только с	2	2
314	не потому	1	2
315	есть только	2	2
316	но все	4	2
317	и другим	1	2
318	и конечно	1	2
319	что при	2	2
320	о них	2	2
321	ни одно	1	2
322	без всякого	2	2
323	в ее	4	2
324	то время	2	2
325	и когда	1	2
326	то как	1	2
327	времени и	1	2
328	которые с	1	2
329	и с	3	2
330	основана на	1	2
331	ничего не	2	2
332	можно сказать	1	2
333	образом в	1	2
334	в виду	1	2
335	о ней	1	2
336	в стих	3	2
337	понять как	1	2
338	материала и	2	2
339	внимание на	3	2
340	и та	1	2
341	почему же	1	2
342	но столь	1	2
343	должно было	2	2
344	тему о	1	2
345	не надо	2	2
346	и кажется	1	2
