N	2gram	Losev_Vlad_2	Formalny
1	и в	30	24
2	в его	11	23
3	прежде всего	6	22
4	и не	18	20
5	так и	5	18
6	точки зрения	7	16
7	не может	9	16
8	в этом	20	15
9	в нем	4	14
10	может быть	7	14
11	таким образом	3	13
12	с точки	3	13
13	и т	1	12
14	в своем	8	11
15	как и	5	11
16	в своей	5	11
17	в их	2	11
18	не менее	7	11
19	должно быть	3	11
20	в ней	4	10
21	то же	4	10
22	вовсе не	4	10
23	настоящее время	2	10
24	и ее	1	10
25	и его	6	10
26	и их	1	10
27	а не	7	10
28	в настоящее	2	10
29	в то	9	9
30	и потому	2	9
31	все это	5	9
32	и на	4	8
33	как в	3	8
34	т д	1	8
35	и с	14	8
36	лишь в	1	8
37	не в	9	8
38	же время	3	8
39	именно в	4	8
40	то что	20	8
41	в свою	3	8
42	не только	12	7
43	место в	1	7
44	жизни и	6	7
45	до конца	7	7
46	и от	2	7
47	но и	8	7
48	отношения к	3	6
49	еще не	1	6
50	самом деле	1	6
51	более или	3	6
52	в целом	4	6
53	все эти	5	6
54	в этой	4	6
55	как бы	5	6
56	или менее	3	6
57	она не	2	6
58	свою очередь	2	6
59	и здесь	1	6
60	до сих	1	6
61	в том	18	6
62	было бы	9	6
63	как это	7	6
64	сих пор	1	6
65	и все	7	6
66	а в	11	6
67	хотя бы	3	5
68	во всех	3	5
69	но в	8	5
70	и свою	1	5
71	в самом	2	5
72	при этом	5	5
73	по себе	5	5
74	не могло	1	5
75	и до	2	5
76	у нас	6	5
77	должны быть	1	5
78	как мы	11	5
79	что бы	1	5
80	в литературе	1	5
81	того что	5	5
82	только на	1	5
83	со стороны	4	5
84	и др	1	5
85	с его	4	4
86	независимо от	1	4
87	и к	6	4
88	в которой	4	4
89	учение о	3	4
90	главным образом	1	4
91	и может	2	4
92	как о	1	4
93	друг друга	2	4
94	только и	3	4
95	исходить из	2	4
96	никогда не	7	4
97	если бы	1	4
98	для этого	1	4
99	мы увидим	1	4
100	всяком случае	6	4
101	конечно не	4	4
102	т п	1	4
103	в связи	8	4
104	в частности	2	4
105	с этой	4	4
106	быть и	1	4
107	что в	12	4
108	к этой	2	4
109	так же	4	4
110	во всяком	6	4
111	действительности и	1	3
112	мы не	2	3
113	время в	4	3
114	бы то	1	3
115	но не	3	3
116	со всеми	1	3
117	в общем	2	3
118	отношение к	4	3
119	как к	2	3
120	все же	9	3
121	когда он	1	3
122	целый ряд	1	3
123	и как	3	3
124	и наконец	4	3
125	и отчасти	1	3
126	в себе	6	3
127	если он	1	3
128	человек не	2	3
129	так сказать	1	3
130	он не	4	3
131	всех этих	3	3
132	так например	1	3
133	то ни	1	3
134	на все	2	3
135	его в	4	3
136	в жизни	1	3
137	в них	3	3
138	вещей и	1	3
139	они не	1	3
140	в отношении	3	3
141	но для	1	3
142	не о	2	3
143	связи с	8	3
144	сводится к	1	3
145	к тому	2	3
146	здесь не	4	3
147	ясно что	1	3
148	особенно в	1	3
149	влияние на	1	3
150	борьба с	2	3
151	наконец в	3	3
152	и других	1	3
153	для него	9	3
154	и даже	10	3
155	в области	3	3
156	бытия в	2	3
157	не было	10	3
158	его как	1	3
159	в россии	3	3
160	ни на	1	3
161	ничем не	1	3
162	в основном	5	3
163	но это	4	3
164	у них	1	3
165	же в	2	3
166	а н	14	3
167	между ними	1	3
168	от всех	1	3
169	что он	13	3
170	думать что	1	3
171	и это	3	2
172	тех же	1	2
173	в году	24	2
174	его не	2	2
175	а как	1	2
176	от всякой	2	2
177	единство и	2	2
178	литературы и	1	2
179	в создании	1	2
180	своей работе	1	2
181	а только	1	2
182	менее всего	1	2
