N	3gram	Bakhtin_Pr_1	Literetu
1	в том что	3	11
2	в отличие от	5	5
3	то же время	3	5
4	в то же	3	5
5	в данном случае	4	4
6	не только в	2	4
7	в связи с	1	4
8	в конечном счете	4	4
9	при этом в	1	3
10	по аналогии с	1	3
11	от эстетического объекта	2	3
12	и прежде всего	5	3
13	в том же	2	3
14	факторов художественного впечатления	1	2
15	дело в том	1	2
16	по отношению к	19	2
17	не говоря уже	1	2
18	подобно тому как	1	2
19	с точки зрения	6	2
20	в этом отношении	2	2
21	с одной стороны	3	2
22	как совокупность факторов	1	2
23	и тем самым	2	2
24	тем не менее	3	2
25	совокупность факторов художественного	1	2
26	себя самого как	1	1
27	существенно живет на	1	1
28	но в большинстве	1	1
29	к себе самому	1	1
30	себе самой в	1	1
31	иметь в виду	1	1
32	на самом деле	3	1
33	в этом последнем	1	1
34	на то что	1	1
35	в частности для	1	1
36	имеется в виду	1	1
37	не могли быть	1	1
38	по отношению ко	1	1
39	как это ни	1	1
40	бы то ни	3	1
41	между тем как	5	1
42	на основе общей	1	1
43	резко отличается от	1	1
44	можно было бы	3	1
45	его связи с	1	1
46	могли бы быть	1	1
47	не есть ли	1	1
48	в лучшем случае	2	1
49	эстетический объект и	4	1
50	и в частности	2	1
51	как говорится в	1	1
52	в значительной степени	1	1
53	которые могли бы	1	1
54	но в то	1	1
55	в самом деле	3	1
56	говоря уже о	1	1
57	а также и	1	1
58	в равной степени	1	1
59	и в этом	1	1
60	с другой стороны	4	1
61	не может и	2	1
62	не может быть	11	1
63	при этом быть	1	1
64	именно в том	1	1
65	или иной культурной	1	1
66	в свою очередь	1	1
67	далеко не всегда	3	1
68	живет на границах	1	1
69	до сих пор	1	1
70	эстетического объекта данного	1	1
71	не может стать	1	1
72	то ни было	2	1
73	не выходит за	1	1
74	может и не	2	1
75	в себе никакой	1	1
76	в большинстве случаев	5	1
77	оно было бы	1	1
78	эстетического объекта не	2	1
79	в его связи	1	1
80	отношению к действительности	2	1
81	жизни и искусства	1	1
82	быть не может	1	1
83	мы имеем дело	2	1
84	в основе всего	1	1
85	культуры и в	1	1
86	бы не было	1	1
87	не нуждается в	1	1
88	в равной мере	1	1
89	внутреннего и внешнего	1	1
