N	2gram	Vygotskiy__7	Komedia
1	и в	26	26
2	едва ли	4	14
3	и не	18	14
4	и его	12	12
5	к тому	7	12
6	так и	3	12
7	тому же	1	11
8	может быть	7	11
9	в том	18	11
10	в этом	29	10
11	но и	11	10
12	столь же	2	9
13	том что	17	9
14	если бы	5	9
15	вместе с	12	9
16	что в	12	9
17	ясно что	1	8
18	было бы	6	8
19	не только	24	7
20	что и	3	7
21	из них	1	7
22	ли не	2	7
23	еще не	4	6
24	в своем	1	6
25	о том	4	6
26	в нем	2	6
27	таким образом	23	6
28	в то	3	6
29	того чтобы	19	6
30	потому что	16	6
31	и здесь	2	6
32	в двух	1	6
33	наряду с	2	6
34	во время	2	6
35	то что	24	6
36	в которой	11	5
37	что он	8	5
38	так что	4	5
39	с этим	2	5
40	для того	18	5
41	а затем	2	5
42	ни в	2	5
43	на основании	2	5
44	с тем	5	5
45	и с	5	5
46	один из	2	5
47	в качестве	5	5
48	к этому	2	5
49	уже в	2	4
50	хотя и	1	4
51	в самом	9	4
52	что это	6	4
53	в целом	5	4
54	из этих	3	4
55	с их	1	4
56	это было	1	4
57	в них	1	4
58	как и	15	4
59	в этих	2	4
60	место в	1	4
61	тому что	9	4
62	не менее	4	4
63	не по	4	4
64	с и	1	4
65	это слово	1	4
66	как будто	1	4
67	больше того	1	4
68	как мы	14	4
69	что у	4	4
70	можно было	2	4
71	еще в	1	4
72	его в	2	4
73	между тем	1	4
74	в его	4	4
75	в середине	2	4
76	только в	8	4
77	же в	1	4
78	в начале	5	4
79	так как	14	4
80	у него	1	4
81	на этот	1	4
82	что для	2	4
83	прежде всего	7	4
84	в частности	1	4
85	как это	5	4
86	о его	3	4
87	все же	6	4
88	и для	5	4
89	и от	4	4
90	одной из	4	4
91	точки зрения	28	4
92	например в	1	3
93	становится в	1	3
94	в котором	4	3
95	то же	8	3
96	в их	2	3
97	той же	8	3
98	вопрос о	6	3
99	того же	1	3
100	в ней	3	3
101	что его	2	3
102	во всех	6	3
103	как правило	1	3
104	но не	3	3
105	по отношению	6	3
106	как в	4	3
107	но в	4	3
108	в этой	3	3
109	друг другу	3	3
110	но все	1	3
111	первую очередь	1	3
112	но если	2	3
113	надо признать	1	3
114	в обоих	1	3
115	не имеет	2	3
116	того как	2	3
117	в самой	3	3
118	связи с	4	3
119	что на	2	3
120	то время	2	3
121	обеих сторон	1	3
122	и поэтому	1	3
123	к нему	3	3
124	тех пор	1	3
125	дело с	1	3
126	к их	1	3
127	ответ на	2	3
128	мы знаем	2	3
129	и их	5	3
130	никто не	2	3
131	представить себе	3	3
132	друг друга	4	3
133	мы можем	3	3
134	тем что	9	3
135	в первую	1	3
136	здесь в	1	3
137	не было	1	3
138	о чем	4	3
139	в связи	1	3
140	и особенно	1	3
141	из которых	2	3
142	и столь	3	3
143	отношению к	5	3
144	с этой	5	3
145	все это	3	3
146	мы найдем	1	3
147	или в	2	3
148	для нас	2	3
149	а в	2	3
150	до тех	1	3
151	в период	2	3
152	в своей	3	3
153	по поводу	1	3
154	том числе	1	3
155	не может	11	3
156	как известно	2	2
157	также что	1	2
158	и т	1	2
159	одним из	2	2
160	а из	2	2
161	только потому	3	2
162	и есть	2	2
163	в первом	3	2
164	мы имеем	1	2
165	мы не	7	2
166	время как	2	2
167	говорить о	1	2
168	все известные	1	2
169	в виду	5	2
170	в ее	6	2
171	чем это	5	2
172	и другие	1	2
173	если в	4	2
174	силу этого	1	2
175	отличие от	2	2
176	отнюдь не	1	2
177	идет о	2	2
178	в одной	3	2
179	целый ряд	4	2
180	что по	2	2
181	самом начале	3	2
182	имеет в	3	2
183	в действительности	2	2
184	от этого	1	2
185	за собой	1	2
186	с той	1	2
187	в нашем	4	2
188	что она	8	2
189	всех остальных	1	2
190	он не	3	2
191	в силу	5	2
192	бы ожидать	1	2
193	на этом	1	2
194	об этом	3	2
195	в глазах	1	2
196	это не	3	2
197	этом смысле	1	2
198	чем в	4	2
199	в развитии	10	2
200	в один	1	2
201	по всем	1	2
202	всяком случае	1	2
203	представление о	7	2
204	в отличие	2	2
205	признать что	2	2
206	которые в	2	2
207	не в	4	2
208	в конце	4	2
209	вовсе не	2	2
210	даже в	2	2
211	начинает с	1	2
212	одна из	1	2
213	в одном	1	2
214	такая же	1	2
215	и после	1	2
216	чем по	1	2
217	не является	3	2
218	с другом	2	2
219	если у	1	2
220	всего в	2	2
221	и это	1	2
222	как не	1	2
223	с самого	7	2
224	и что	6	2
225	с собой	3	2
226	или на	1	2
227	после того	1	2
228	в пользу	4	2
229	и во	4	2
230	и все	1	2
231	обоих случаях	1	2
232	в другой	1	2
233	наконец в	2	2
234	также в	1	2
235	все время	1	2
236	с которыми	2	2
237	все больше	3	2
238	в какой	6	2
239	одних и	1	2
240	и ее	2	2
241	с одной	5	2
242	является не	2	2
243	одно из	5	2
244	не для	1	2
245	у нее	5	2
246	отношение к	2	2
247	от того	1	2
248	в любви	2	2
249	в других	1	2
250	нет и	3	2
251	видно из	2	2
252	и к	7	2
253	до сих	3	2
254	с другой	4	2
255	одной стороны	5	2
256	с которым	1	2
257	если не	1	2
258	должна была	1	2
259	мы находим	3	2
260	по своему	9	2
261	в изображении	1	2
262	в той	4	2
263	в ранних	1	2
264	не удалось	1	2
265	одновременно с	1	2
266	в ответ	1	2
267	как бы	6	2
268	друг с	2	2
269	пути к	1	2
270	сих пор	3	2
271	каждой из	3	2
272	бы в	5	2
273	еще более	1	2
274	от ее	2	2
275	к его	2	2
276	из этого	2	2
277	этим объясняется	1	2
278	во всяком	2	2
279	отношения к	2	1
280	только разницей	1	1
281	переходит к	4	1
282	самом деле	6	1
283	мере в	2	1
284	отношения между	4	1
285	ребенка что	1	1
286	что эти	3	1
287	и этот	1	1
288	которыми он	1	1
289	одном человеке	1	1
290	вызвано тем	1	1
291	сравнению с	8	1
292	шаг вперед	2	1
293	путь для	1	1
294	та же	1	1
295	речью но	2	1
296	известные в	1	1
297	в сущности	9	1
298	было вызвано	1	1
299	вместо того	1	1
300	они были	1	1
301	ему в	1	1
302	и самой	1	1
303	и пальма	1	1
304	когда речь	1	1
305	чем больше	1	1
306	вывод что	2	1
307	той только	1	1
308	же мере	5	1
309	между собой	6	1
310	все эти	6	1
311	не был	1	1
312	в существовании	1	1
313	время в	2	1
314	только необходимыми	1	1
315	в чем	3	1
316	только после	1	1
317	там и	1	1
318	во внешнем	1	1
319	значение и	2	1
320	конечном счете	2	1
321	каком направлении	1	1
322	с совершенно	1	1
323	факты из	1	1
324	и будет	1	1
325	друг от	2	1
326	в отсутствие	1	1
327	если она	1	1
328	как к	3	1
329	это черты	1	1
330	однако не	1	1
331	и слова	6	1
332	интересующий нас	3	1
333	начале нашего	2	1
334	года до	1	1
335	тем же	5	1
336	царство и	1	1
337	гораздо более	4	1
338	в чисто	1	1
339	привести к	3	1
340	проблем в	1	1
341	представляет собой	19	1
342	действительности но	1	1
343	если мы	5	1
344	остановиться на	2	1
345	по форме	1	1
346	в себе	9	1
347	самым существенным	1	1
348	в мыслях	3	1
349	не могла	2	1
350	на его	2	1
351	время и	1	1
352	ожидать что	3	1
353	связей между	1	1
354	по общему	1	1
355	свою силу	1	1
